,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Economic,Capacity_and_resources,Morality,Fairness_and_equality,Legality_jurisdiction,Policy_prescription,Crime_and_punishment,Security_and_defense,Health_and_safety,Quality_of_life,Cultural_identity,Public_sentiment,Political,External_regulation,Other
Immigration1.0-36928,0,0,1,st. louis post-dispatch,1989,8,2,19890802,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-36922,0,0,1,palm beach post,1989,8,5,19890805,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-36927,0,1,0,st. louis post-dispatch,1989,8,2,19890802,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-2209,0,1,0,san jose mercury news,1996,9,26,19960926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-2204,0,0,1,new york times,1996,9,26,19960926,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-2202,0,0,1,daily news,1996,9,26,19960926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-36303,0,0,1,new york times,1986,1,2,19860102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-12651,0,0,1,denver post,2002,9,8,20020908,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-12652,0,0,1,st. petersburg times,2002,9,8,20020908,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-12658,0,0,1,atlanta journal and constitution,2002,9,4,20020904,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-12659,0,0,1,atlanta journal and constitution,2002,9,4,20020904,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-9207,0,0,0,st. petersburg times,2001,3,30,20010330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-27833,0,0,1,atlanta journal and constitution,2009,6,25,20090625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-1037,0,0,1,atlanta journal and constitution,1995,11,1,19951101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-1035,0,0,1,saint paul pioneer press,1995,11,2,19951102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-5009,0,0,1,denver post,1998,2,8,19980208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-26783,0,1,0,san jose mercury news,2008,9,27,20080927,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-33603,0,0,1,washington post,2012,11,10,20121110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-38657,0,0,1,atlanta journal and constitution,1993,1,23,19930123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-21370,0,1,0,saint paul pioneer press,2006,5,24,20060524,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-21373,0,0,0,washington post,2006,5,24,20060524,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-8551,0,0,1,philadelphia inquirer,2000,6,2,20000602,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-8555,0,0,1,washington post,2000,6,2,20000602,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-17597,0,0,1,washington post,2005,4,13,20050413,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-28953,0,0,1,palm beach post,2010,2,9,20100209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-31264,0,0,1,new york times,2011,3,31,20110331,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-1965,0,0,1,philadelphia inquirer,1996,5,1,19960501,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-1788,0,0,1,washington post,1996,6,11,19960611,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-26879,0,0,1,usa today,2008,8,28,20080828,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-26871,0,0,1,st. petersburg times,2008,8,31,20080831,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-26874,0,0,1,denver post,2008,8,29,20080829,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-14715,0,0,1,washington post,2003,12,17,20031217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-40822,0,0,0,san jose mercury news,1994,9,30,19940930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-40824,0,1,0,usa today,1994,9,30,19940930,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-10483,0,0,1,palm beach post,2001,10,4,20011004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-41196,0,0,1,san jose mercury news,1994,11,14,19941114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-16626,0,0,1,atlanta journal and constitution,2004,11,4,20041104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-34372,0,0,1,new york times,1980,6,24,19800624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-35363,0,0,0,new york times,1983,8,18,19830818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-35361,0,0,1,new york times,1983,8,19,19830819,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-40957,0,0,1,new york times,1994,9,6,19940906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-26295,0,0,1,san jose mercury news,2007,12,5,20071205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-37635,0,0,1,new york times,1990,2,6,19900206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-23202,0,0,1,philadelphia inquirer,2007,3,14,20070314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-15990,0,0,1,atlanta journal and constitution,2004,8,26,20040826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-23205,0,0,1,saint paul pioneer press,2007,3,14,20070314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-15998,0,0,1,washington post,2004,8,26,20040826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28049,0,0,1,denver post,2009,4,15,20090415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-15442,0,0,1,daily news,2004,1,3,20040103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-5914,0,0,1,atlanta journal and constitution,1998,9,10,19980910,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-5916,0,0,1,denver post,1998,9,10,19980910,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-5918,0,0,1,new york times,1998,9,10,19980910,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-749,0,0,1,san jose mercury news,1995,5,16,19950516,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-19733,0,0,1,new york times,2006,4,9,20060409,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-19736,0,0,1,philadelphia inquirer,2006,4,9,20060409,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-24924,0,0,1,washington post,2007,10,12,20071012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-24921,0,0,1,san jose mercury news,2007,10,12,20071012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-22007,0,0,1,washington post,2006,9,8,20060908,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-22551,0,0,1,new york times,2006,10,12,20061012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-15661,0,0,1,washington post,2004,4,14,20040414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-15197,0,0,1,saint paul pioneer press,2004,1,26,20040126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-15667,0,0,1,new york times,2004,4,13,20040413,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-9836,0,0,1,philadelphia inquirer,2001,5,18,20010518,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-9830,0,0,1,new york times,2001,5,20,20010520,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-11754,0,1,0,new york times,2002,4,12,20020412,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-9838,0,0,1,washington post,2001,5,18,20010518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-40316,0,0,1,new york times,1994,8,26,19940826,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-27007,0,0,1,washington post,2008,7,28,20080728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-27000,0,1,0,philadelphia inquirer,2008,7,30,20080730,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-3529,0,0,1,palm beach post,1997,5,21,19970521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-6174,0,0,1,denver post,1999,3,1,19990301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-6173,0,0,1,atlanta journal and constitution,1999,3,1,19990301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-26270,0,1,0,herald-sun,2007,12,8,20071208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-23839,0,0,1,new york times,2007,4,24,20070424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-2925,0,0,1,atlanta journal and constitution,1996,10,5,19961005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-2920,0,0,1,atlanta journal and constitution,1996,10,6,19961006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-40656,0,0,1,washington post,1994,6,2,19940602,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-2929,0,0,1,new york times,1996,10,4,19961004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-2699,0,0,1,daily news,1996,12,4,19961204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-16360,0,0,1,washington post,2004,12,26,20041226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-29149,0,0,1,new york times,2010,6,11,20100611,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-26664,0,0,1,washington post,2008,3,27,20080327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-29145,0,0,1,san jose mercury news,2010,6,12,20100612,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-2076,0,1,0,st. petersburg times,1996,4,14,19960414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-37191,0,0,1,st. louis post-dispatch,1989,1,26,19890126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-39905,0,0,1,atlanta journal and constitution,1993,2,3,19930203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-108,0,0,1,new york times,1995,3,26,19950326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-39901,0,0,1,new york times,1993,2,6,19930206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-39900,0,0,1,new york times,1993,2,6,19930206,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-101,0,0,1,philadelphia inquirer,1995,3,28,19950328,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-30418,0,0,1,san jose mercury news,2011,3,13,20110313,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-20335,0,1,0,atlanta journal and constitution,2006,4,22,20060422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-2,0,0,1,daily news,1995,4,30,19950430,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-30416,0,0,1,new york times,2011,3,13,20110313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-30415,0,0,1,daily news,2011,3,13,20110313,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-31104,0,0,1,san jose mercury news,2011,5,1,20110501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-17365,0,0,1,philadelphia inquirer,2005,5,21,20050521,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-37995,0,0,1,new york times,1991,5,28,19910528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-24556,0,0,1,palm beach post,2007,8,1,20070801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-39847,0,0,1,new york times,1993,2,18,19930218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-39590,0,0,1,new york times,1993,6,20,19930620,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-39593,0,0,1,atlanta journal and constitution,1993,6,19,19930619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-39595,0,0,1,atlanta journal and constitution,1993,6,19,19930619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-39599,0,0,1,palm beach post,1993,6,19,19930619,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-35284,0,0,1,new york times,1982,1,24,19820124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-35286,0,0,1,new york times,1982,1,23,19820123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-17102,0,1,0,saint paul pioneer press,2005,1,22,20050122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-12461,0,0,1,denver post,2002,10,4,20021004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-17105,0,0,1,saint paul pioneer press,2005,1,21,20050121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-28548,0,0,1,new york times,2009,8,18,20090818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-28238,0,0,1,washington post,2009,12,15,20091215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28236,0,0,1,palm beach post,2009,12,15,20091215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-25315,0,0,1,philadelphia inquirer,2007,8,21,20070821,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28542,0,1,0,usa today,2009,8,20,20090820,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-28545,0,0,1,new york times,2009,8,19,20090819,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-15853,0,0,1,washington post,2004,3,3,20040303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-15854,0,0,1,new york times,2004,3,2,20040302,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-1570,0,1,0,washington post,1996,2,10,19960210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-32812,0,0,1,new york times,2012,4,28,20120428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-32815,0,0,1,washington post,2012,4,28,20120428,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-32817,0,0,1,atlanta journal and constitution,2012,4,27,20120427,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-36488,0,0,1,new york times,1988,2,14,19880214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-36730,0,0,1,new york times,1987,5,8,19870508,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-36733,0,0,1,new york times,1987,5,7,19870507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-36732,0,1,0,new york times,1987,5,7,19870507,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-36738,0,0,1,new york times,1987,5,6,19870506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-15988,0,0,1,san jose mercury news,2004,8,27,20040827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-13336,0,0,1,saint paul pioneer press,2003,3,11,20030311,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-14459,0,0,1,san jose mercury news,2003,8,27,20030827,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-8760,0,1,0,san jose mercury news,2000,11,19,20001119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-10346,0,0,0,new york times,2001,10,26,20011026,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-15984,0,0,1,denver post,2004,8,27,20040827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-8768,0,0,1,washington post,2000,11,17,20001117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-18103,0,0,1,san jose mercury news,2005,7,4,20050704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-18100,0,0,1,saint paul pioneer press,2005,7,4,20050704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-27253,0,0,1,daily news,2009,3,26,20090326,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-18107,0,0,1,new york times,2005,7,3,20050703,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-23016,0,0,1,st. louis post-dispatch,2006,12,5,20061205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-23012,0,0,1,new york times,2006,12,5,20061205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-6341,0,0,1,washington post,1999,1,7,19990107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-38880,0,0,1,palm beach post,1992,10,12,19921012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-38884,0,0,1,new york times,1992,10,7,19921007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-23018,0,0,1,saint paul pioneer press,2006,12,5,20061205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-12884,0,0,1,herald-sun,2002,12,25,20021225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-40120,0,0,1,san jose mercury news,1994,3,25,19940325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-10737,0,0,1,saint paul pioneer press,2001,9,1,20010901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-8373,0,0,1,atlanta journal and constitution,2000,7,12,20000712,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-10738,0,1,0,san jose mercury news,2001,9,1,20010901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-8379,0,1,0,st. petersburg times,2000,7,11,20000711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-32102,0,0,1,palm beach post,2011,9,28,20110928,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-7167,0,0,1,saint paul pioneer press,1999,10,2,19991002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-32105,0,0,1,atlanta journal and constitution,2011,9,27,20110927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-32240,0,0,1,washington post,2011,9,2,20110902,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-22761,0,0,1,san jose mercury news,2007,1,12,20070112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-32249,0,0,1,st. louis post-dispatch,2012,2,27,20120227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-27255,0,0,1,new york times,2009,3,26,20090326,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-21949,0,0,1,denver post,2006,9,15,20060915,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-35907,0,0,1,new york times,1984,3,25,19840325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-12264,0,0,1,san jose mercury news,2002,6,12,20020612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-12267,0,0,1,st. louis post-dispatch,2002,6,11,20020611,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-12263,0,0,1,san jose mercury news,2002,6,12,20020612,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-29602,0,0,1,washington post,2010,8,14,20100814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-25083,0,0,1,new york times,2007,9,22,20070922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-26060,0,0,1,st. louis post-dispatch,2008,1,13,20080113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-23545,0,1,0,st. louis post-dispatch,2007,5,22,20070522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-22549,0,0,1,denver post,2006,10,12,20061012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-24162,0,0,1,denver post,2007,6,10,20070610,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-12675,0,0,1,san jose mercury news,2002,8,30,20020830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-12671,0,0,1,new york times,2002,9,1,20020901,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-33195,0,0,1,san jose mercury news,2012,7,4,20120704,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-2482,0,0,1,philadelphia inquirer,1996,8,4,19960804,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-27815,0,0,1,atlanta journal and constitution,2009,7,3,20090703,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-30089,0,0,1,new york times,2010,11,11,20101111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-5882,0,1,0,philadelphia inquirer,1998,9,20,19980920,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-16195,0,1,0,new york times,2004,7,6,20040706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-5067,0,0,1,new york times,1998,1,19,19980119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-5061,0,0,1,atlanta journal and constitution,1998,1,21,19980121,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-29083,0,0,1,new york times,2010,6,22,20100622,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-29087,0,0,1,usa today,2010,6,22,20100622,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-1014,0,0,1,saint paul pioneer press,1995,11,8,19951108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-1702,0,0,1,denver post,1996,6,29,19960629,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-29553,0,0,1,san jose mercury news,2010,8,20,20100820,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-38679,0,0,1,new york times,1993,1,20,19930120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-24350,0,0,1,washington post,2007,5,30,20070530,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-8579,0,0,1,new york times,2000,5,29,20000529,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-21316,0,0,1,denver post,2006,5,25,20060525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-10138,0,0,0,denver post,2001,7,27,20010727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-8575,0,0,1,new york times,2000,5,30,20000530,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-10136,0,0,1,atlanta journal and constitution,2001,7,27,20010727,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-24238,0,0,1,san jose mercury news,2007,6,6,20070606,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-10133,0,0,1,san jose mercury news,2001,7,28,20010728,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-8570,0,0,1,san jose mercury news,2000,5,31,20000531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-24833,0,0,1,san jose mercury news,2007,6,29,20070629,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-4225,0,0,1,new york times,1997,7,20,19970720,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-4224,0,0,1,new york times,1997,7,20,19970720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-1909,0,0,1,san jose mercury news,1996,5,8,19960508,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-5280,0,0,1,washington post,1998,7,19,19980719,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-1902,0,0,1,new york times,1996,5,9,19960509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-29883,0,0,1,usa today,2010,7,15,20100715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-29882,0,0,1,st. petersburg times,2010,7,15,20100715,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-26853,0,0,1,herald-sun,2008,9,5,20080905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-29887,0,0,1,philadelphia inquirer,2010,7,14,20100714,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-29334,0,0,1,atlanta journal and constitution,2010,5,16,20100516,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-13109,0,0,1,palm beach post,2002,11,14,20021114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-14736,0,0,1,washington post,2003,12,12,20031212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-40807,0,0,1,atlanta journal and constitution,1994,10,2,19941002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-17648,0,0,1,st. louis post-dispatch,2005,4,1,20050401,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-8680,0,0,1,san jose mercury news,2000,12,12,20001212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-17644,0,0,1,new york times,2005,4,1,20050401,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-28934,0,0,1,daily news,2010,2,14,20100214,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-28936,0,0,1,daily news,2010,2,14,20100214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-34355,0,0,1,new york times,1980,7,19,19800719,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-39104,0,0,1,st. louis post-dispatch,1994,1,31,19940131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-34351,0,0,1,new york times,1980,7,24,19800724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
