,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,Explicit,Implicit
gun_control1.0-6495,0,0,1,washington post,1999,7,9,19990709,0.032741118,0.049596651,0.917662231,0.981586108,0.018413892
gun_control1.0-6496,0,0,1,atlanta journal and constitution,1999,7,8,19990708,0.065880196,0.0546172,0.879502603,0.01067793,0.98932207
gun_control1.0-6497,0,0,0,denver post,1999,7,8,19990708,0.363034934,0.138347243,0.498617823,0.875272941,0.124727059
gun_control1.0-6498,0,0,0,st. louis post-dispatch,1999,7,8,19990708,0.057273774,0.081853505,0.860872721,0.907179746,0.092820254
gun_control1.0-6499,0,0,0,st. petersburg times,1999,7,8,19990708,0.178748564,0.088790469,0.732460967,0.026178188,0.973821812
gun_control1.0-65,0,0,0,new york times,1988,12,1,19881201,0.298916639,0.20113771,0.499945651,0.069260689,0.930739311
gun_control1.0-650,0,0,1,palm beach post,1989,7,8,19890708,0.096610826,0.089150428,0.814238746,0.001734975,0.998265025
gun_control1.0-6500,0,0,1,st. petersburg times,1999,7,8,19990708,0.074671602,0.041931655,0.883396744,0.012588977,0.987411023
gun_control1.0-6501,0,1,0,washington post,1999,7,8,19990708,0.073113873,0.274351515,0.652534612,0.001812171,0.998187829
gun_control1.0-6502,0,0,0,atlanta journal and constitution,1999,7,7,19990707,0.225730885,0.026711858,0.747557256,0.998480907,0.001519093
gun_control1.0-6503,0,0,0,atlanta journal and constitution,1999,7,7,19990707,0.506700402,0.078182359,0.415117239,0.986693825,0.013306175
gun_control1.0-6504,0,0,0,atlanta journal and constitution,1999,7,7,19990707,0.028193449,0.19217692,0.779629631,0.048428935,0.951571065
gun_control1.0-6505,0,0,1,herald-sun,1999,7,7,19990707,0.021105517,0.095467925,0.883426558,0.003340012,0.996659988
gun_control1.0-6509,0,0,0,washington post,1999,7,7,19990707,0.255257586,0.059353381,0.685389033,0.553099422,0.446900578
gun_control1.0-651,0,0,0,palm beach post,1989,7,7,19890707,0.369284727,0.134048497,0.496666776,0.484455243,0.515544757
gun_control1.0-6510,0,0,0,denver post,1999,7,6,19990706,0.302061522,0.143757691,0.554180788,0.999980462,1.95E-05
gun_control1.0-6511,0,0,1,st. petersburg times,1999,7,6,19990706,0.215856033,0.082889958,0.701254009,0.039935129,0.960064871
gun_control1.0-6512,0,0,0,st. louis post-dispatch,1999,7,4,19990704,0.124564605,0.109743733,0.765691662,0.020742605,0.979257395
gun_control1.0-6514,0,0,1,denver post,1999,7,3,19990703,0.115264412,0.064511018,0.82022457,0.858956489,0.141043511
gun_control1.0-6515,0,0,0,palm beach post,1999,7,3,19990703,0.100300072,0.089262331,0.810437596,0.97061745,0.02938255
gun_control1.0-6517,0,0,0,washington post,1999,7,3,19990703,0.1494133,0.105489354,0.745097346,0.003157223,0.996842777
gun_control1.0-6518,0,0,0,atlanta journal and constitution,1999,7,2,19990702,0.112593169,0.047438056,0.839968776,0.080414514,0.919585486
gun_control1.0-6519,0,1,0,denver post,1999,7,2,19990702,0.092437043,0.045706884,0.861856073,0.026559835,0.973440165
gun_control1.0-652,0,0,0,st. louis post-dispatch,1989,7,7,19890707,0.07651082,0.119066565,0.804422615,0.998570553,0.001429447
gun_control1.0-6520,0,0,1,denver post,1999,7,2,19990702,0.165307126,0.071014711,0.763678163,0.018751804,0.981248196
gun_control1.0-6521,0,0,0,denver post,1999,7,2,19990702,0.052959208,0.027200519,0.919840273,0.985373841,0.014626159
gun_control1.0-6522,0,0,0,new york times,1999,7,2,19990702,0.060596107,0.34885841,0.590545483,0.000392102,0.999607898
gun_control1.0-6523,0,0,1,new york times,1999,7,2,19990702,0.041490972,0.064599393,0.893909635,0.001409702,0.998590298
gun_control1.0-6524,0,0,0,washington post,1999,7,2,19990702,0.188175559,0.033963648,0.777860793,0.061385367,0.938614633
gun_control1.0-6526,0,0,0,atlanta journal and constitution,1999,7,1,19990701,0.172467139,0.160826459,0.666706402,0.011276173,0.988723827
gun_control1.0-6527,0,0,1,denver post,1999,7,1,19990701,0.101711427,0.101487194,0.796801379,0.019018876,0.980981124
gun_control1.0-6528,0,0,0,denver post,1999,7,1,19990701,0.090500138,0.072278116,0.837221746,0.997606995,0.002393005
gun_control1.0-6529,0,0,1,new york times,1999,7,1,19990701,0.066897118,0.081346343,0.851756539,0.243544266,0.756455734
gun_control1.0-653,0,0,1,st. petersburg times,1989,7,5,19890705,0.382843757,0.048308929,0.568847314,0.994822714,0.005177287
gun_control1.0-6530,0,0,0,new york times,1999,7,1,19990701,0.397567022,0.102749325,0.499683653,0.780913402,0.219086598
gun_control1.0-6531,0,0,0,philadelphia inquirer,1999,7,1,19990701,0.144280718,0.298085266,0.557634016,0.002480217,0.997519783
gun_control1.0-6532,0,0,0,san jose mercury news,1999,7,1,19990701,0.211401518,0.091516163,0.697082318,0.992388933,0.007611067
gun_control1.0-6533,0,0,1,washington post,1999,7,1,19990701,0.103469777,0.144733924,0.751796299,0.000159075,0.999840925
gun_control1.0-6534,0,1,0,herald-sun,2000,2,20,20000220,0.051065916,0.012389981,0.936544103,0.811308934,0.188691066
gun_control1.0-6535,0,0,0,san jose mercury news,2000,2,20,20000220,0.146426891,0.124448916,0.729124193,0.000108744,0.999891256
gun_control1.0-6536,0,0,0,denver post,2000,2,19,20000219,0.5519457,0.212093871,0.235960429,0.003301978,0.996698022
gun_control1.0-6537,0,0,0,st. louis post-dispatch,2000,2,19,20000219,0.685819629,0.081391185,0.232789186,0.933373152,0.066626848
gun_control1.0-6538,0,0,1,atlanta journal and constitution,2000,2,18,20000218,0.061327187,0.060606024,0.878066789,0.033989126,0.966010874
gun_control1.0-6539,0,0,1,denver post,2000,2,18,20000218,0.103309349,0.138349696,0.758340956,0.004407448,0.995592552
gun_control1.0-654,0,0,1,st. petersburg times,1989,6,30,19890630,0.468396578,0.120603964,0.410999457,0.006182989,0.993817011
gun_control1.0-6540,0,0,0,san jose mercury news,2000,2,18,20000218,0.180490599,0.049201754,0.770307647,0.997015507,0.002984493
gun_control1.0-6541,0,0,0,san jose mercury news,2000,2,18,20000218,0.383283221,0.127962076,0.488754703,0.038273529,0.961726471
gun_control1.0-6542,0,0,1,washington post,2000,2,18,20000218,0.139978404,0.100521822,0.759499775,0.026337536,0.973662464
gun_control1.0-6543,0,0,1,denver post,2000,2,17,20000217,0.530361737,0.208100236,0.261538026,0.974098086,0.025901914
gun_control1.0-6544,0,0,1,denver post,2000,2,17,20000217,0.301778537,0.260601937,0.437619526,0.003554317,0.996445683
gun_control1.0-6545,0,0,0,denver post,2000,2,17,20000217,0.269140368,0.25236835,0.478491282,0.00099204,0.99900796
gun_control1.0-6546,0,0,0,new york times,2000,2,17,20000217,0.451297117,0.074957905,0.473744978,0.028790366,0.971209634
gun_control1.0-6547,0,0,0,philadelphia inquirer,2000,2,17,20000217,0.151925838,0.116286845,0.731787317,0.001577751,0.998422249
gun_control1.0-6548,0,0,1,denver post,2000,2,16,20000216,0.157565253,0.059606186,0.782828561,0.991256992,0.008743008
gun_control1.0-6549,0,0,0,denver post,2000,2,16,20000216,0.323853557,0.11078752,0.565358923,0.037719235,0.962280765
gun_control1.0-655,0,0,0,palm beach post,1989,6,29,19890629,0.183347838,0.058991427,0.757660735,0.001396026,0.998603974
gun_control1.0-6550,0,0,1,denver post,2000,2,16,20000216,0.179805654,0.379903334,0.440291012,0.072220806,0.927779194
gun_control1.0-6551,0,0,0,denver post,2000,2,16,20000216,0.201811267,0.292476015,0.505712718,0.046647695,0.953352305
gun_control1.0-6552,0,0,0,san jose mercury news,2000,2,16,20000216,0.1381843,0.080432211,0.78138349,0.006175033,0.993824967
gun_control1.0-6553,0,0,0,st. louis post-dispatch,2000,2,16,20000216,0.131991597,0.064436833,0.80357157,0.474814553,0.525185447
gun_control1.0-6554,0,0,0,denver post,2000,2,15,20000215,0.175618402,0.242792072,0.581589525,0.002434503,0.997565497
gun_control1.0-6555,0,0,1,denver post,2000,2,15,20000215,0.082538858,0.038767855,0.878693287,0.012404529,0.987595471
gun_control1.0-6556,0,0,1,st. louis post-dispatch,2000,2,15,20000215,0.804395844,0.054765484,0.140838672,0.997934857,0.002065143
gun_control1.0-6557,0,0,0,washington post,2000,2,15,20000215,0.369145443,0.047712155,0.583142402,0.866075546,0.133924454
gun_control1.0-6558,0,0,0,denver post,2000,2,13,20000213,0.152635181,0.065612731,0.781752088,0.037990507,0.962009493
gun_control1.0-6559,0,0,1,denver post,2000,2,12,20000212,0.178263856,0.067578231,0.754157912,0.089000115,0.910999885
gun_control1.0-656,0,0,0,st. louis post-dispatch,1989,6,29,19890629,0.358650618,0.139816991,0.501532391,0.008007014,0.991992986
gun_control1.0-6560,0,0,1,denver post,2000,2,12,20000212,0.119523085,0.14969395,0.730782965,0.029324698,0.970675302
gun_control1.0-6561,0,0,1,denver post,2000,2,12,20000212,0.190819391,0.08818592,0.720994689,0.004865167,0.995134833
gun_control1.0-6562,0,0,0,new york times,2000,2,12,20000212,0.211073014,0.102446839,0.686480147,0.01640662,0.98359338
gun_control1.0-6563,0,0,0,san jose mercury news,2000,2,12,20000212,0.465534443,0.130344524,0.404121032,0.175514151,0.824485849
gun_control1.0-6564,0,0,0,washington post,2000,2,12,20000212,0.191558985,0.139641115,0.6687999,0.002249593,0.997750407
gun_control1.0-6565,0,0,0,denver post,2000,2,11,20000211,0.09163591,0.017689882,0.890674208,0.998090266,0.001909734
gun_control1.0-6566,0,0,1,denver post,2000,2,11,20000211,0.165682059,0.185083941,0.649234,0.008976023,0.991023977
gun_control1.0-6567,0,0,1,new york times,2000,2,11,20000211,0.066141922,0.062648351,0.871209727,0.034943606,0.965056394
gun_control1.0-6568,0,0,1,st. louis post-dispatch,2000,2,11,20000211,0.513019488,0.061486783,0.425493729,0.279170943,0.720829057
gun_control1.0-6569,0,0,0,washington post,2000,2,11,20000211,0.146138906,0.12281685,0.731044243,0.015193653,0.984806347
gun_control1.0-657,0,0,1,usa today,1989,6,29,19890629,0.145453103,0.281362561,0.573184336,0.043962782,0.956037218
gun_control1.0-6570,0,0,0,washington post,2000,2,11,20000211,0.481286161,0.19245605,0.326257788,0.017043925,0.982956075
gun_control1.0-6571,0,0,1,denver post,2000,2,10,20000210,0.346842836,0.19738755,0.455769614,0.034634683,0.965365317
gun_control1.0-6572,0,0,1,herald-sun,2000,2,10,20000210,0.059176153,0.11199722,0.828826627,0.026763684,0.973236316
gun_control1.0-6573,0,0,0,washington post,2000,2,10,20000210,0.175925361,0.093291088,0.73078355,0.64506294,0.35493706
gun_control1.0-6574,0,0,1,denver post,2000,2,9,20000209,0.305623125,0.160994759,0.533382116,0.003820257,0.996179743
gun_control1.0-6575,0,0,0,san jose mercury news,2000,2,9,20000209,0.347415533,0.174539756,0.47804471,0.003005983,0.996994017
gun_control1.0-6576,0,0,0,atlanta journal and constitution,2000,2,8,20000208,0.545568287,0.066561757,0.387869956,0.966102916,0.033897084
gun_control1.0-6577,0,0,0,atlanta journal and constitution,2000,2,8,20000208,0.314579426,0.021223767,0.664196807,0.345013007,0.654986993
gun_control1.0-6578,0,0,1,denver post,2000,2,8,20000208,0.465489526,0.243014224,0.29149625,0.05813734,0.94186266
gun_control1.0-6579,0,0,0,palm beach post,2000,2,8,20000208,0.596784533,0.233805347,0.16941012,0.106072502,0.893927498
gun_control1.0-658,0,1,0,st. louis post-dispatch,1989,6,28,19890628,0.12114906,0.055405331,0.823445609,0.001665572,0.998334428
gun_control1.0-6580,0,0,0,washington post,2000,2,8,20000208,0.538698686,0.256266586,0.205034728,0.015150543,0.984849457
gun_control1.0-6581,0,0,1,new york times,2000,2,7,20000207,0.077550515,0.028690412,0.893759073,0.976009091,0.023990909
gun_control1.0-6582,0,0,1,palm beach post,2000,2,7,20000207,0.260950125,0.147970526,0.591079349,0.001708649,0.998291351
gun_control1.0-6583,0,1,0,denver post,2000,2,6,20000206,0.511177139,0.100166989,0.388655872,0.983599697,0.016400303
gun_control1.0-6584,0,1,0,denver post,2000,2,5,20000205,0.097169743,0.016667127,0.88616313,0.083137979,0.916862021
gun_control1.0-6585,0,0,1,new york times,2000,2,5,20000205,0.058826064,0.091975591,0.849198345,0.044248202,0.955751798
gun_control1.0-6586,0,0,0,st. louis post-dispatch,2000,2,5,20000205,0.141673261,0.093683336,0.764643403,0.010137883,0.989862117
gun_control1.0-6587,0,0,1,atlanta journal and constitution,2000,2,4,20000204,0.295571637,0.215625561,0.488802801,0.013333168,0.986666832
gun_control1.0-6588,0,0,0,denver post,2000,2,4,20000204,0.198498088,0.237660851,0.56384106,0.002342977,0.997657023
gun_control1.0-6589,0,0,1,denver post,2000,2,4,20000204,0.420778147,0.192866768,0.386355084,0.007360843,0.992639157
gun_control1.0-6590,0,0,0,denver post,2000,2,4,20000204,0.102019352,0.449408014,0.448572634,0.002146787,0.997853213
gun_control1.0-6591,0,0,0,new york times,2000,2,4,20000204,0.16676396,0.089222638,0.744013402,0.185364423,0.814635577
gun_control1.0-6592,0,0,0,saint paul pioneer press,2000,2,4,20000204,0.204860153,0.136460705,0.658679142,0.019449377,0.980550623
gun_control1.0-6593,0,0,1,washington post,2000,2,4,20000204,0.188765434,0.072823791,0.738410775,0.018803397,0.981196603
gun_control1.0-6594,0,0,0,denver post,2000,2,3,20000203,0.215643371,0.157432477,0.626924152,0.025626029,0.974373971
gun_control1.0-6595,0,0,1,new york times,2000,2,2,20000202,0.046077007,0.070424504,0.883498489,0.941179238,0.058820762
gun_control1.0-6596,0,0,0,atlanta journal and constitution,2000,2,1,20000201,0.197873324,0.048773243,0.753353433,0.950414995,0.049585005
gun_control1.0-6597,0,0,0,denver post,2000,2,1,20000201,0.292670906,0.053450949,0.653878146,0.001366971,0.998633029
gun_control1.0-6598,0,0,0,denver post,2000,2,1,20000201,0.346961098,0.283546177,0.369492725,0.161716907,0.838283093
gun_control1.0-6599,0,0,1,new york times,2000,2,1,20000201,0.109531044,0.022290835,0.868178121,0.983365846,0.016634154
gun_control1.0-66,0,0,1,new york times,1988,12,1,19881201,0.415558834,0.167520375,0.416920792,0.001125967,0.998874033
gun_control1.0-660,0,0,0,st. louis post-dispatch,1989,6,27,19890627,0.489539194,0.093504295,0.41695651,0.457518763,0.542481237
gun_control1.0-6600,1,0,0,new york times,2000,2,1,20000201,0.520642774,0.076216793,0.403140433,0.92909226,0.07090774
gun_control1.0-6601,0,0,0,san jose mercury news,2000,2,1,20000201,0.309188847,0.058635185,0.632175968,0.359486715,0.640513285
gun_control1.0-6602,0,1,0,st. louis post-dispatch,2000,2,1,20000201,0.091743185,0.059490195,0.84876662,0.000633508,0.999366492
gun_control1.0-6603,0,0,0,denver post,2000,1,31,20000131,0.094826328,0.087190945,0.817982728,0.702975351,0.297024649
gun_control1.0-6604,0,0,0,washington post,2000,1,31,20000131,0.060279918,0.140898888,0.798821194,0.307567717,0.692432283
gun_control1.0-6605,0,0,0,atlanta journal and constitution,2000,1,29,20000129,0.067072664,0.087550784,0.845376552,0.000114931,0.999885069
gun_control1.0-6606,0,0,0,denver post,2000,1,29,20000129,0.155037966,0.125421044,0.719540989,0.011744067,0.988255933
gun_control1.0-6607,0,0,1,denver post,2000,1,29,20000129,0.22385815,0.422051499,0.354090351,0.145736962,0.854263038
gun_control1.0-6608,0,0,0,denver post,2000,1,29,20000129,0.108478874,0.135637065,0.75588406,0.048779989,0.951220011
gun_control1.0-6609,0,0,0,new york times,2000,1,29,20000129,0.080889001,0.136816017,0.782294982,0.153933424,0.846066576
gun_control1.0-661,0,0,0,st. louis post-dispatch,1989,6,26,19890626,0.101930673,0.097189275,0.800880053,0.894808835,0.105191165
gun_control1.0-6610,0,0,1,philadelphia inquirer,2000,1,29,20000129,0.379132864,0.109843165,0.511023971,0.049388667,0.950611333
gun_control1.0-6611,0,0,0,saint paul pioneer press,2000,1,29,20000129,0.35819575,0.224886133,0.416918118,0.054246,0.945754
gun_control1.0-6613,0,0,0,denver post,2000,1,28,20000128,0.104711414,0.148734172,0.746554415,0.009280737,0.990719263
gun_control1.0-6614,0,0,1,denver post,2000,1,28,20000128,0.10307402,0.08036305,0.816562929,0.730423221,0.269576779
gun_control1.0-6615,0,0,1,denver post,2000,1,28,20000128,0.079268904,0.103408429,0.817322667,0.008936458,0.991063542
gun_control1.0-6616,0,0,0,denver post,2000,1,28,20000128,0.082315236,0.377174709,0.540510055,0.06315456,0.93684544
gun_control1.0-6617,0,0,0,denver post,2000,1,28,20000128,0.166224079,0.047259688,0.786516233,0.015508477,0.984491523
gun_control1.0-6618,0,0,0,denver post,2000,1,28,20000128,0.351746201,0.180309137,0.467944662,0.015412871,0.984587129
gun_control1.0-6619,0,0,1,denver post,2000,1,28,20000128,0.139661305,0.267411765,0.59292693,0.054397282,0.945602718
gun_control1.0-662,0,0,0,st. petersburg times,1989,6,25,19890625,0.07308828,0.046239572,0.880672148,0.957936368,0.042063632
gun_control1.0-6620,0,0,1,denver post,2000,1,28,20000128,0.188577617,0.116995114,0.694427269,0.032210953,0.967789047
gun_control1.0-6621,1,0,0,denver post,2000,1,28,20000128,0.14112078,0.073153482,0.785725738,0.058664042,0.941335958
gun_control1.0-6622,0,0,0,herald-sun,2000,1,28,20000128,0.125433446,0.087898305,0.786668249,0.015865162,0.984134838
gun_control1.0-6623,0,0,0,new york times,2000,1,28,20000128,0.166858341,0.148867945,0.684273714,0.001240034,0.998759966
gun_control1.0-6624,0,0,0,philadelphia inquirer,2000,1,28,20000128,0.037557632,0.134856669,0.827585699,0.008565095,0.991434905
gun_control1.0-6625,0,0,0,philadelphia inquirer,2000,1,28,20000128,0.178714111,0.059612373,0.761673516,0.011450259,0.988549741
gun_control1.0-6626,0,0,1,saint paul pioneer press,2000,1,28,20000128,0.043480797,0.138368999,0.818150204,0.155634518,0.844365482
gun_control1.0-6627,0,0,0,washington post,2000,1,28,20000128,0.156435419,0.128658653,0.714905928,0.079374939,0.920625061
gun_control1.0-6628,0,0,0,washington post,2000,1,28,20000128,0.188603571,0.29033989,0.521056539,0.01290904,0.98709096
gun_control1.0-6629,1,0,0,washington post,2000,1,28,20000128,0.176199156,0.054871908,0.768928936,0.013443413,0.986556587
gun_control1.0-663,0,1,0,st. petersburg times,1989,6,25,19890625,0.11746188,0.045070362,0.837467758,0.673476433,0.326523567
gun_control1.0-6630,0,0,0,denver post,2000,1,27,20000127,0.134341163,0.250466744,0.615192093,1.72E-05,0.999982751
gun_control1.0-6631,0,0,0,denver post,2000,1,27,20000127,0.064714443,0.079653879,0.855631678,0.092065968,0.907934032
gun_control1.0-6632,0,0,0,denver post,2000,1,27,20000127,0.144476822,0.121428501,0.734094677,0.535602139,0.464397861
gun_control1.0-6633,0,0,1,herald-sun,2000,1,27,20000127,0.370848223,0.106763199,0.522388579,0.996319075,0.003680925
gun_control1.0-6634,0,0,1,washington post,2000,1,27,20000127,0.015715036,0.09604942,0.888235544,0.970874817,0.029125183
gun_control1.0-6635,0,0,0,denver post,2000,1,26,20000126,0.248550189,0.124787378,0.626662433,0.160058048,0.839941952
gun_control1.0-6636,0,0,0,atlanta journal and constitution,2000,1,25,20000125,0.198507699,0.091082168,0.710410133,0.811728243,0.188271757
gun_control1.0-6637,1,0,0,atlanta journal and constitution,2000,1,25,20000125,0.552585013,0.136255242,0.311159745,0.945939658,0.054060342
gun_control1.0-6639,0,0,1,denver post,2000,1,25,20000125,0.121524819,0.057606816,0.820868365,0.165593774,0.834406226
gun_control1.0-664,0,0,0,st. petersburg times,1989,6,24,19890624,0.47969913,0.09761294,0.42268793,0.41356677,0.58643323
gun_control1.0-6640,0,0,1,denver post,2000,1,25,20000125,0.104743226,0.356541055,0.538715718,0.007314491,0.992685509
gun_control1.0-6641,0,0,0,philadelphia inquirer,2000,1,25,20000125,0.180810485,0.018969427,0.800220089,0.063323937,0.936676063
gun_control1.0-6642,0,0,1,st. petersburg times,2000,1,25,20000125,0.199254598,0.13508691,0.665658492,0.591189904,0.408810096
gun_control1.0-6643,0,0,1,washington post,2000,1,25,20000125,0.145518135,0.235612367,0.618869498,0.000747495,0.999252505
gun_control1.0-6644,0,0,1,denver post,2000,1,24,20000124,0.304823441,0.164687765,0.530488795,0.19720962,0.80279038
gun_control1.0-6645,0,0,0,denver post,2000,1,23,20000123,0.558522868,0.383445415,0.058031717,0.001668261,0.998331739
gun_control1.0-6646,0,0,0,denver post,2000,1,23,20000123,0.242391653,0.04984793,0.707760417,0.049671057,0.950328943
gun_control1.0-6647,0,0,0,new york times,2000,1,22,20000122,0.438691336,0.140967305,0.420341359,0.003354779,0.996645221
gun_control1.0-6648,0,0,0,san jose mercury news,2000,1,21,20000121,0.378247244,0.319073757,0.302678999,0.001834737,0.998165263
gun_control1.0-6649,0,0,0,denver post,2000,1,20,20000120,0.146176867,0.066159709,0.787663424,0.981523844,0.018476156
gun_control1.0-665,0,0,1,st. louis post-dispatch,1989,6,23,19890623,0.197856486,0.230600315,0.571543199,0.018835405,0.981164595
gun_control1.0-6650,0,0,0,st. petersburg times,2000,1,20,20000120,0.181807521,0.063659258,0.754533222,0.008199279,0.991800721
gun_control1.0-6651,0,0,1,st. louis post-dispatch,2000,1,20,20000120,0.367610891,0.278432467,0.353956642,0.006867265,0.993132735
gun_control1.0-6652,0,1,0,washington post,2000,1,20,20000120,0.102098537,0.071086032,0.826815431,0.998074563,0.001925437
gun_control1.0-6653,0,0,1,daily news,2000,1,19,20000119,0.173733352,0.211940978,0.61432567,0.001389544,0.998610456
gun_control1.0-6654,0,0,1,herald-sun,2000,1,19,20000119,0.148106886,0.042327451,0.809565664,0.531310095,0.468689905
gun_control1.0-6655,0,0,0,new york times,2000,1,19,20000119,0.678142933,0.149408227,0.17244884,0.045954602,0.954045398
gun_control1.0-6657,0,0,0,st. louis post-dispatch,2000,1,19,20000119,0.098323139,0.224187935,0.677488926,0.001029128,0.998970872
gun_control1.0-6658,0,0,1,denver post,2000,1,18,20000118,0.123933676,0.098112014,0.777954309,0.038292634,0.961707366
gun_control1.0-6659,0,0,0,herald-sun,2000,1,18,20000118,0.49659526,0.100470509,0.402934231,0.084497921,0.915502079
gun_control1.0-666,0,0,0,st. louis post-dispatch,1989,6,23,19890623,0.203930657,0.229250442,0.566818901,0.276323038,0.723676962
gun_control1.0-6660,0,0,0,new york times,2000,1,18,20000118,0.252013745,0.126347085,0.62163917,0.007581323,0.992418677
gun_control1.0-6661,0,0,0,palm beach post,2000,1,18,20000118,0.338346824,0.240241302,0.421411874,0.161909083,0.838090917
gun_control1.0-6662,0,0,1,washington post,2000,1,18,20000118,0.173627192,0.157250603,0.669122205,0.003094501,0.996905499
gun_control1.0-6663,0,0,1,atlanta journal and constitution,2000,1,16,20000116,0.085231366,0.061597769,0.853170864,4.43E-05,0.999955702
gun_control1.0-6664,0,0,1,denver post,2000,1,16,20000116,0.199992413,0.071464696,0.728542891,0.042936567,0.957063433
gun_control1.0-6665,0,1,0,new york times,2000,1,16,20000116,0.175526682,0.131026375,0.693446943,0.001952742,0.998047258
gun_control1.0-6668,0,0,1,washington post,2000,1,16,20000116,0.059355511,0.073561504,0.867082985,0.005385086,0.994614914
gun_control1.0-6669,0,0,1,denver post,2000,1,15,20000115,0.212436189,0.481317854,0.306245957,0.032191857,0.967808143
gun_control1.0-667,0,0,1,st. petersburg times,1989,6,22,19890622,0.155026667,0.0664633,0.778510033,0.95761781,0.04238219
gun_control1.0-6670,0,0,1,denver post,2000,1,15,20000115,0.166750511,0.085008527,0.748240962,0.010978144,0.989021856
gun_control1.0-6671,0,0,1,denver post,2000,1,13,20000113,0.076689578,0.379604269,0.543706154,0.000289739,0.999710261
gun_control1.0-6672,0,0,0,herald-sun,2000,1,13,20000113,0.58761036,0.047185828,0.365203812,0.827459545,0.172540455
gun_control1.0-6673,0,0,0,st. louis post-dispatch,2000,1,13,20000113,0.067318809,0.140497469,0.792183721,0.023360132,0.976639868
gun_control1.0-6674,0,0,1,st. louis post-dispatch,2000,1,13,20000113,0.336144746,0.042513523,0.621341731,0.855633026,0.144366974
gun_control1.0-6675,0,0,0,denver post,2000,1,12,20000112,0.157075777,0.492773083,0.35015114,0.923931049,0.076068951
gun_control1.0-6676,0,0,1,denver post,2000,1,12,20000112,0.113583751,0.260720256,0.625695992,0.021444397,0.978555603
gun_control1.0-6677,1,0,0,washington post,2000,1,12,20000112,0.155952245,0.105894762,0.738152993,0.225547391,0.774452609
gun_control1.0-6678,0,0,1,denver post,2000,1,11,20000111,0.13990029,0.427399717,0.432699994,0.071610447,0.928389553
gun_control1.0-6679,0,0,1,denver post,2000,1,11,20000111,0.092659228,0.115260221,0.792080551,0.034547469,0.965452531
gun_control1.0-668,0,0,0,st. petersburg times,1989,6,22,19890622,0.091110729,0.086763945,0.822125327,0.10353895,0.89646105
gun_control1.0-6680,0,0,0,herald-sun,2000,1,11,20000111,0.562219194,0.049966989,0.387813817,0.966681549,0.033318451
gun_control1.0-6681,0,0,0,palm beach post,2000,1,11,20000111,0.141879959,0.046315067,0.811804974,0.002820991,0.997179009
gun_control1.0-6682,0,0,1,philadelphia inquirer,2000,1,11,20000111,0.142186636,0.074802802,0.783010563,0.070160716,0.929839284
gun_control1.0-6683,0,0,1,saint paul pioneer press,2000,1,11,20000111,0.231837879,0.045980344,0.722181777,0.92558378,0.07441622
gun_control1.0-6684,0,0,0,new york times,2000,1,10,20000110,0.086333702,0.110147779,0.803518518,0.052176137,0.947823863
gun_control1.0-6685,0,0,0,denver post,2000,1,9,20000109,0.154192347,0.042942905,0.802864748,0.970980793,0.029019207
gun_control1.0-6686,0,0,1,saint paul pioneer press,2000,1,9,20000109,0.21815237,0.065597017,0.716250612,0.160332534,0.839667466
gun_control1.0-6687,0,0,0,washington post,2000,1,9,20000109,0.045563656,0.177749545,0.776686799,0.191114545,0.808885455
gun_control1.0-6688,0,0,0,atlanta journal and constitution,2000,1,8,20000108,0.072918515,0.036283327,0.890798157,0.007038489,0.992961511
gun_control1.0-6689,0,0,1,denver post,2000,1,8,20000108,0.106354723,0.162165557,0.73147972,0.000649231,0.999350769
gun_control1.0-669,0,0,1,usa today,1989,6,22,19890622,0.178748281,0.14199304,0.679258679,0.001245604,0.998754396
gun_control1.0-6690,0,0,0,denver post,2000,1,7,20000107,0.095152943,0.027162558,0.877684498,0.658584256,0.341415744
gun_control1.0-6691,0,0,1,denver post,2000,1,7,20000107,0.170362507,0.079274126,0.750363367,0.988918342,0.011081658
gun_control1.0-6692,0,0,0,denver post,2000,1,7,20000107,0.185712285,0.033916791,0.780370925,0.975472005,0.024527995
gun_control1.0-6693,0,0,0,denver post,2000,1,7,20000107,0.123495436,0.1437114,0.732793164,0.042012656,0.957987344
gun_control1.0-6694,0,0,1,denver post,2000,1,6,20000106,0.144896577,0.113969059,0.741134364,0.004372526,0.995627474
gun_control1.0-6695,0,0,0,philadelphia inquirer,2000,1,6,20000106,0.308819995,0.050284019,0.640895986,0.022425021,0.977574979
gun_control1.0-6696,0,0,1,st. petersburg times,2000,1,6,20000106,0.256772081,0.037718626,0.705509293,0.999916584,8.34E-05
gun_control1.0-6697,0,1,0,atlanta journal and constitution,2000,1,5,20000105,0.237598051,0.034522244,0.727879705,0.999648102,0.000351898
gun_control1.0-6698,0,0,0,denver post,2000,1,5,20000105,0.549699234,0.178521672,0.271779093,0.306164771,0.693835229
gun_control1.0-6699,0,0,0,herald-sun,2000,1,5,20000105,0.295768717,0.040427139,0.663804144,0.033303016,0.966696984
gun_control1.0-67,0,0,0,new york times,1988,11,18,19881118,0.087912828,0.066878831,0.84520834,0.435195771,0.564804229
gun_control1.0-670,0,0,1,palm beach post,1989,6,21,19890621,0.140004967,0.101552178,0.758442855,0.000848116,0.999151884
