,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
same-sex_marriage1.0-10369,0,0,1,philadelphia inquirer,1998,11,18,19981118,4
same-sex_marriage1.0-3127,0,0,1,new york times,2006,6,7,20060607,12
same-sex_marriage1.0-3126,0,0,1,atlanta journal and constitution,2006,6,7,20060607,9
same-sex_marriage1.0-3121,0,0,1,usa today,2006,6,8,20060608,12
same-sex_marriage1.0-3128,0,0,1,philadelphia inquirer,2006,6,7,20060607,12
same-sex_marriage1.0-8196,0,0,1,washington post,2012,5,23,20120523,11
same-sex_marriage1.0-7737,0,0,1,usa today,2012,4,30,20120430,9
same-sex_marriage1.0-7735,0,0,1,new york times,2012,4,30,20120430,3
same-sex_marriage1.0-7733,0,0,1,saint paul pioneer press,2012,1,2,20120102,9
same-sex_marriage1.0-7738,0,0,1,new york times,2012,4,29,20120429,12
same-sex_marriage1.0-7739,0,0,1,herald-sun,2012,4,28,20120428,11
same-sex_marriage1.0-6257,0,0,1,new york times,2010,9,25,20100925,4
same-sex_marriage1.0-426,0,1,0,san jose mercury news,2003,9,19,20030919,13
same-sex_marriage1.0-425,0,0,1,san jose mercury news,2003,9,20,20030920,2
same-sex_marriage1.0-11100,0,0,1,new york times,1999,9,5,19990905,10
same-sex_marriage1.0-2521,0,0,1,new york times,2004,10,16,20041016,12
same-sex_marriage1.0-2524,0,0,1,washington post,2004,10,16,20041016,2
same-sex_marriage1.0-2526,0,0,1,denver post,2004,10,15,20041015,12
same-sex_marriage1.0-9607,0,0,1,palm beach post,1990,3,24,19900324,2
same-sex_marriage1.0-6069,0,0,1,washington post,2009,11,2,20091102,12
same-sex_marriage1.0-684,0,0,1,philadelphia inquirer,2003,4,9,20030409,4
same-sex_marriage1.0-682,0,0,1,washington post,2003,4,16,20030416,4
same-sex_marriage1.0-683,0,0,1,herald-sun,2003,4,10,20030410,9
same-sex_marriage1.0-6061,0,0,1,philadelphia inquirer,2009,11,4,20091104,2
same-sex_marriage1.0-6065,0,0,1,saint paul pioneer press,2009,11,3,20091103,4
same-sex_marriage1.0-6064,0,0,1,san jose mercury news,2009,11,3,20091103,9
same-sex_marriage1.0-6067,0,0,1,new york times,2009,11,2,20091102,3
same-sex_marriage1.0-6411,0,0,1,washington post,2010,7,7,20100707,12
same-sex_marriage1.0-1381,0,0,1,san jose mercury news,2004,3,12,20040312,4
same-sex_marriage1.0-1380,0,0,1,saint paul pioneer press,2004,3,12,20040312,12
same-sex_marriage1.0-1385,0,0,1,washington post,2004,3,12,20040312,12
same-sex_marriage1.0-1384,0,0,1,st. louis post-dispatch,2004,3,12,20040312,4
same-sex_marriage1.0-1386,0,0,1,washington post,2004,3,12,20040312,4
same-sex_marriage1.0-1190,0,0,1,san jose mercury news,2004,3,31,20040331,3
same-sex_marriage1.0-6417,0,0,1,denver post,2010,7,1,20100701,4
same-sex_marriage1.0-1536,0,0,1,st. louis post-dispatch,2004,3,4,20040304,12
same-sex_marriage1.0-7474,0,0,1,tampa bay times,2012,3,16,20120316,2
same-sex_marriage1.0-8557,0,0,1,herald-sun,2012,9,16,20120916,3
same-sex_marriage1.0-8556,0,1,0,denver post,2012,9,16,20120916,10
same-sex_marriage1.0-8550,0,0,1,san jose mercury news,2012,9,19,20120919,12
same-sex_marriage1.0-5608,0,0,1,new york times,2008,7,3,20080703,12
same-sex_marriage1.0-5604,0,0,1,atlanta journal and constitution,2008,7,6,20080706,9
same-sex_marriage1.0-5605,0,0,1,washington post,2008,7,6,20080706,4
same-sex_marriage1.0-8168,0,0,1,washington post,2012,5,30,20120530,12
same-sex_marriage1.0-8164,0,0,1,san jose mercury news,2012,5,31,20120531,4
same-sex_marriage1.0-3600,0,0,1,st. petersburg times,2008,4,10,20080410,9
same-sex_marriage1.0-5469,0,0,1,new york times,2008,10,27,20081027,2
same-sex_marriage1.0-5465,0,0,1,palm beach post,2008,10,28,20081028,12
same-sex_marriage1.0-5467,0,0,1,san jose mercury news,2008,10,28,20081028,3
same-sex_marriage1.0-5460,0,0,1,usa today,2008,10,30,20081030,5
same-sex_marriage1.0-4807,0,0,1,new york times,2011,5,27,20110527,4
same-sex_marriage1.0-4553,0,0,1,st. louis post-dispatch,2007,2,19,20070219,4
same-sex_marriage1.0-6627,0,0,1,philadelphia inquirer,2011,6,30,20110630,9
same-sex_marriage1.0-4739,0,1,0,new york times,2011,6,18,20110618,12
same-sex_marriage1.0-4737,0,0,1,new york times,2011,6,19,20110619,12
same-sex_marriage1.0-4735,0,1,0,daily news,2011,6,19,20110619,0
same-sex_marriage1.0-4734,0,0,1,washington post,2011,6,20,20110620,12
same-sex_marriage1.0-4223,0,1,0,denver post,2006,8,30,20060830,5
same-sex_marriage1.0-7127,0,0,1,san jose mercury news,2011,11,17,20111117,4
same-sex_marriage1.0-7126,0,0,1,new york times,2011,11,17,20111117,4
same-sex_marriage1.0-7124,0,0,1,washington post,2011,11,18,20111118,4
same-sex_marriage1.0-2959,0,0,1,washington post,2005,2,26,20050226,2
same-sex_marriage1.0-7129,0,0,1,san jose mercury news,2011,11,17,20111117,4
same-sex_marriage1.0-9876,0,0,1,atlanta journal and constitution,1991,10,6,19911006,4
same-sex_marriage1.0-8831,0,0,1,washington post,2012,12,2,20121202,2
same-sex_marriage1.0-4559,0,0,1,new york times,2007,2,18,20070218,4
same-sex_marriage1.0-10199,0,0,1,saint paul pioneer press,1996,5,23,19960523,5
same-sex_marriage1.0-10193,0,0,1,atlanta journal and constitution,1996,5,23,19960523,2
same-sex_marriage1.0-2104,0,0,1,st. petersburg times,2004,8,12,20040812,4
same-sex_marriage1.0-10197,0,0,1,new york times,1996,5,23,19960523,12
same-sex_marriage1.0-7387,0,0,1,new york times,2011,7,3,20110703,4
same-sex_marriage1.0-7383,0,0,1,new york times,2011,7,4,20110704,10
same-sex_marriage1.0-7382,0,0,1,new york times,2011,7,4,20110704,12
same-sex_marriage1.0-7381,0,1,0,san jose mercury news,2011,7,5,20110705,12
same-sex_marriage1.0-2103,0,0,1,san jose mercury news,2004,8,12,20040812,4
same-sex_marriage1.0-3986,0,0,1,washington post,2006,12,15,20061215,12
same-sex_marriage1.0-1972,0,0,1,st. louis post-dispatch,2004,4,1,20040401,4
same-sex_marriage1.0-10994,0,0,1,denver post,2000,1,19,20000119,2
same-sex_marriage1.0-1978,0,0,1,new york times,2004,9,28,20040928,11
same-sex_marriage1.0-6659,0,0,1,washington post,2011,6,28,20110628,3
same-sex_marriage1.0-4226,0,0,1,denver post,2006,8,16,20060816,12
same-sex_marriage1.0-7469,0,0,1,new york times,2012,3,22,20120322,12
same-sex_marriage1.0-2777,0,0,1,st. petersburg times,2005,7,10,20050710,2
same-sex_marriage1.0-2772,0,0,1,san jose mercury news,2005,7,11,20050711,12
same-sex_marriage1.0-2779,0,0,1,herald-sun,2005,7,9,20050709,3
same-sex_marriage1.0-2778,0,0,1,daily news,2005,7,9,20050709,2
same-sex_marriage1.0-8762,0,0,1,st. louis post-dispatch,2012,12,13,20121213,2
same-sex_marriage1.0-8764,0,0,1,washington post,2012,12,13,20121213,4
same-sex_marriage1.0-6476,0,0,1,st. louis post-dispatch,2010,4,4,20100404,4
same-sex_marriage1.0-6477,0,0,1,san jose mercury news,2010,3,29,20100329,2
same-sex_marriage1.0-6475,0,0,1,san jose mercury news,2010,4,12,20100412,11
same-sex_marriage1.0-6472,0,0,1,new york times,2010,4,27,20100427,13
same-sex_marriage1.0-6470,0,0,1,san jose mercury news,2010,4,28,20100428,4
same-sex_marriage1.0-6471,0,1,0,washington post,2010,4,28,20100428,12
same-sex_marriage1.0-6385,0,1,0,new york times,2010,7,24,20100724,3
same-sex_marriage1.0-6386,0,0,1,san jose mercury news,2010,7,22,20100722,4
same-sex_marriage1.0-749,0,0,1,new york times,2004,2,28,20040228,2
same-sex_marriage1.0-219,0,0,1,st. louis post-dispatch,2001,1,29,20010129,2
same-sex_marriage1.0-743,0,0,1,atlanta journal and constitution,2004,2,28,20040228,4
same-sex_marriage1.0-740,0,0,1,washington post,2004,2,29,20040229,10
same-sex_marriage1.0-8497,0,0,1,new york times,2012,5,8,20120508,12
same-sex_marriage1.0-8492,0,0,1,daily news,2012,5,8,20120508,3
same-sex_marriage1.0-8493,0,0,1,daily news,2012,5,8,20120508,12
same-sex_marriage1.0-8491,0,0,1,washington post,2012,5,9,20120509,12
same-sex_marriage1.0-9015,0,0,1,daily news,2012,10,9,20121009,12
same-sex_marriage1.0-7614,0,0,1,tampa bay times,2012,2,9,20120209,12
same-sex_marriage1.0-9171,0,0,1,washington post,2012,11,12,20121112,4
same-sex_marriage1.0-9179,0,0,1,washington post,2012,11,10,20121110,2
same-sex_marriage1.0-6375,0,0,1,saint paul pioneer press,2010,8,3,20100803,4
same-sex_marriage1.0-5817,0,0,1,new york times,2009,4,16,20090416,12
same-sex_marriage1.0-5811,0,0,1,new york times,2009,4,17,20090417,12
same-sex_marriage1.0-5813,0,0,1,saint paul pioneer press,2009,4,17,20090417,12
same-sex_marriage1.0-5812,0,0,1,new york times,2009,4,17,20090417,3
same-sex_marriage1.0-6374,0,0,1,saint paul pioneer press,2010,8,4,20100804,4
same-sex_marriage1.0-800,0,0,1,new york times,2004,2,26,20040226,4
same-sex_marriage1.0-801,0,0,1,new york times,2004,2,26,20040226,12
same-sex_marriage1.0-10209,0,0,1,washington post,1996,5,21,19960521,12
same-sex_marriage1.0-10201,0,0,1,san jose mercury news,1996,5,23,19960523,12
same-sex_marriage1.0-376,0,0,1,daily news,2003,11,14,20031114,9
same-sex_marriage1.0-10205,0,0,1,washington post,1996,5,23,19960523,12
same-sex_marriage1.0-10204,0,0,1,st. louis post-dispatch,1996,5,23,19960523,12
same-sex_marriage1.0-806,0,0,1,san jose mercury news,2004,2,26,20040226,11
same-sex_marriage1.0-10344,0,0,1,st. louis post-dispatch,1996,2,2,19960202,4
same-sex_marriage1.0-10345,0,0,1,washington post,1996,2,2,19960202,12
same-sex_marriage1.0-6115,0,0,1,st. petersburg times,2009,9,13,20090913,9
same-sex_marriage1.0-3419,0,0,1,new york times,2008,6,18,20080618,2
same-sex_marriage1.0-3148,0,0,1,st. petersburg times,2006,6,6,20060606,12
same-sex_marriage1.0-3145,0,0,1,san jose mercury news,2006,6,6,20060606,12
same-sex_marriage1.0-3411,0,0,1,saint paul pioneer press,2008,6,21,20080621,9
same-sex_marriage1.0-3143,0,0,1,palm beach post,2006,6,6,20060606,12
same-sex_marriage1.0-3142,0,0,1,new york times,2006,6,6,20060606,12
same-sex_marriage1.0-9481,0,1,0,usa today,1990,7,2,19900702,4
same-sex_marriage1.0-3792,0,0,1,san jose mercury news,2008,10,31,20081031,9
same-sex_marriage1.0-917,0,0,1,washington post,2004,2,21,20040221,4
same-sex_marriage1.0-10839,0,0,1,st. louis post-dispatch,2000,4,27,20000427,12
same-sex_marriage1.0-913,0,0,1,saint paul pioneer press,2004,2,21,20040221,4
same-sex_marriage1.0-910,0,0,1,new york times,2004,2,21,20040221,4
same-sex_marriage1.0-911,0,1,0,palm beach post,2004,2,21,20040221,10
same-sex_marriage1.0-10832,0,1,0,daily news,2000,4,27,20000427,4
same-sex_marriage1.0-10830,0,0,1,new york times,2000,4,28,20000428,4
same-sex_marriage1.0-10831,0,0,1,st. louis post-dispatch,2000,4,28,20000428,3
same-sex_marriage1.0-918,0,0,1,daily news,2004,2,20,20040220,12
same-sex_marriage1.0-2549,0,1,0,philadelphia inquirer,2004,10,7,20041007,4
same-sex_marriage1.0-7241,0,0,1,denver post,2011,7,30,20110730,12
same-sex_marriage1.0-2542,0,0,1,saint paul pioneer press,2004,10,9,20041009,4
same-sex_marriage1.0-7245,0,0,1,saint paul pioneer press,2011,7,29,20110729,4
same-sex_marriage1.0-11124,0,0,1,denver post,1999,5,29,19990529,2
same-sex_marriage1.0-11122,0,0,1,herald-sun,1999,6,5,19990605,2
same-sex_marriage1.0-8605,0,0,1,new york times,2012,8,21,20120821,12
same-sex_marriage1.0-8604,0,0,1,new york times,2012,8,21,20120821,12
same-sex_marriage1.0-1014,0,0,1,washington post,2004,2,14,20040214,4
same-sex_marriage1.0-6046,0,0,1,washington post,2009,11,10,20091110,5
same-sex_marriage1.0-6041,0,0,1,washington post,2009,11,12,20091112,2
same-sex_marriage1.0-6040,0,0,1,washington post,2009,11,12,20091112,12
same-sex_marriage1.0-8601,0,0,1,washington post,2012,8,23,20120823,0
same-sex_marriage1.0-5044,0,0,1,palm beach post,2011,1,24,20110124,3
same-sex_marriage1.0-6378,0,0,1,saint paul pioneer press,2010,7,28,20100728,11
same-sex_marriage1.0-9974,0,0,1,palm beach post,1996,10,5,19961005,10
same-sex_marriage1.0-6339,0,0,1,new york times,2010,8,6,20100806,2
same-sex_marriage1.0-6338,0,0,1,new york times,2010,8,6,20100806,4
same-sex_marriage1.0-9975,0,0,1,denver post,1996,10,1,19961001,12
same-sex_marriage1.0-6331,0,0,1,palm beach post,2010,8,8,20100808,12
same-sex_marriage1.0-1102,0,0,1,st. louis post-dispatch,2004,2,6,20040206,12
same-sex_marriage1.0-1453,0,0,1,daily news,2004,3,7,20040307,12
same-sex_marriage1.0-1452,0,0,1,atlanta journal and constitution,2004,3,7,20040307,11
same-sex_marriage1.0-8535,0,0,1,new york times,2012,9,26,20120926,9
same-sex_marriage1.0-8539,0,0,1,new york times,2012,9,25,20120925,12
same-sex_marriage1.0-1586,0,0,1,new york times,2004,3,1,20040301,12
same-sex_marriage1.0-1585,0,0,1,new york times,2004,3,1,20040301,11
same-sex_marriage1.0-1580,0,0,1,atlanta journal and constitution,2004,3,1,20040301,11
same-sex_marriage1.0-6277,0,0,1,new york times,2010,8,26,20100826,12
same-sex_marriage1.0-5665,0,0,1,atlanta journal and constitution,2009,6,3,20090603,4
same-sex_marriage1.0-5660,0,0,1,new york times,2009,6,4,20090604,12
same-sex_marriage1.0-8144,0,1,0,washington post,2012,6,3,20120603,4
same-sex_marriage1.0-3627,0,0,1,san jose mercury news,2008,3,3,20080303,4
same-sex_marriage1.0-8141,0,0,1,atlanta journal and constitution,2012,6,4,20120604,3
same-sex_marriage1.0-8142,0,0,1,saint paul pioneer press,2012,6,4,20120604,11
same-sex_marriage1.0-8148,0,0,1,atlanta journal and constitution,2012,6,1,20120601,2
same-sex_marriage1.0-8149,0,0,1,daily news,2012,6,1,20120601,4
same-sex_marriage1.0-6271,0,0,1,saint paul pioneer press,2010,8,27,20100827,2
same-sex_marriage1.0-5484,0,0,1,san jose mercury news,2008,10,22,20081022,5
same-sex_marriage1.0-5488,0,1,0,san jose mercury news,2008,10,20,20081020,4
same-sex_marriage1.0-9811,0,1,0,palm beach post,1993,7,2,19930702,8
same-sex_marriage1.0-4822,0,0,1,new york times,2011,5,21,20110521,9
same-sex_marriage1.0-9815,0,0,1,palm beach post,1993,7,1,19930701,8
same-sex_marriage1.0-9814,0,0,1,atlanta journal and constitution,1993,7,1,19930701,12
same-sex_marriage1.0-4824,0,0,1,daily news,2011,5,20,20110520,12
same-sex_marriage1.0-9819,0,0,1,atlanta journal and constitution,1993,6,21,19930621,3
same-sex_marriage1.0-4286,0,0,1,new york times,2006,7,11,20060711,12
same-sex_marriage1.0-4829,0,0,1,new york times,2011,5,18,20110518,12
same-sex_marriage1.0-4283,0,0,1,new york times,2006,7,12,20060712,3
same-sex_marriage1.0-4281,0,0,1,daily news,2006,7,12,20060712,12
same-sex_marriage1.0-4280,0,0,1,washington post,2006,7,13,20060713,11
same-sex_marriage1.0-3081,0,0,1,atlanta journal and constitution,2006,6,23,20060623,4
same-sex_marriage1.0-3085,0,0,1,atlanta journal and constitution,2006,6,21,20060621,4
same-sex_marriage1.0-3087,0,0,1,new york times,2006,6,18,20060618,9
same-sex_marriage1.0-6698,0,0,1,new york times,2011,6,26,20110626,2
same-sex_marriage1.0-4756,0,0,1,new york times,2011,6,16,20110616,9
same-sex_marriage1.0-4753,0,0,1,daily news,2011,6,16,20110616,12
same-sex_marriage1.0-2977,0,0,1,denver post,2005,2,13,20050213,3
same-sex_marriage1.0-2972,0,0,1,st. petersburg times,2005,2,17,20050217,2
same-sex_marriage1.0-5005,0,1,0,washington post,2011,2,23,20110223,12
same-sex_marriage1.0-8854,0,1,0,daily news,2012,11,24,20121124,12
same-sex_marriage1.0-8855,0,0,1,washington post,2012,11,22,20121122,11
same-sex_marriage1.0-8852,0,0,1,san jose mercury news,2012,11,25,20121125,4
same-sex_marriage1.0-8853,0,0,1,tampa bay times,2012,11,25,20121125,11
same-sex_marriage1.0-8850,0,0,1,new york times,2012,11,25,20121125,10
same-sex_marriage1.0-2284,0,0,1,san jose mercury news,2004,7,11,20040711,12
same-sex_marriage1.0-2286,0,0,1,st. petersburg times,2004,7,11,20040711,4
same-sex_marriage1.0-2282,0,0,1,saint paul pioneer press,2004,7,11,20040711,4
same-sex_marriage1.0-2289,0,0,1,atlanta journal and constitution,2004,7,10,20040710,12
same-sex_marriage1.0-4475,0,0,1,usa today,2007,4,30,20070430,2
same-sex_marriage1.0-3880,0,0,1,new york times,2008,9,19,20080919,10
same-sex_marriage1.0-3882,0,0,1,st. petersburg times,2008,9,18,20080918,2
same-sex_marriage1.0-3883,0,0,1,san jose mercury news,2008,9,17,20080917,9
same-sex_marriage1.0-6679,0,0,1,san jose mercury news,2011,6,27,20110627,10
same-sex_marriage1.0-6670,0,0,1,new york times,2011,6,27,20110627,12
same-sex_marriage1.0-6677,0,0,1,palm beach post,2011,6,27,20110627,10
same-sex_marriage1.0-2758,0,0,1,saint paul pioneer press,2005,7,28,20050728,12
same-sex_marriage1.0-2753,0,0,1,san jose mercury news,2005,8,2,20050802,4
same-sex_marriage1.0-2751,0,0,1,philadelphia inquirer,2005,8,2,20050802,4
same-sex_marriage1.0-2022,0,0,1,saint paul pioneer press,2004,9,4,20040904,9
same-sex_marriage1.0-2025,0,0,1,san jose mercury news,2004,9,3,20040903,4
same-sex_marriage1.0-2756,0,0,1,new york times,2005,7,31,20050731,5
same-sex_marriage1.0-7506,0,0,1,philadelphia inquirer,2012,2,26,20120226,9
same-sex_marriage1.0-2732,0,0,1,saint paul pioneer press,2005,8,17,20050817,12
same-sex_marriage1.0-4479,0,0,1,new york times,2007,4,27,20070427,3
same-sex_marriage1.0-1489,0,0,1,san jose mercury news,2004,3,6,20040306,4
same-sex_marriage1.0-6457,0,0,1,washington post,2010,6,2,20100602,5
same-sex_marriage1.0-6451,0,0,1,daily news,2010,6,5,20100605,9
same-sex_marriage1.0-766,0,0,1,herald-sun,2004,2,27,20040227,10
same-sex_marriage1.0-4233,0,0,1,denver post,2006,8,9,20060809,12
same-sex_marriage1.0-1228,0,0,1,atlanta journal and constitution,2004,3,25,20040325,11
same-sex_marriage1.0-1225,0,0,1,saint paul pioneer press,2004,3,26,20040326,11
same-sex_marriage1.0-7512,0,0,1,san jose mercury news,2012,2,24,20120224,2
same-sex_marriage1.0-6787,0,0,1,new york times,2011,6,16,20110616,12
same-sex_marriage1.0-9154,0,0,1,washington post,2012,11,27,20121127,9
same-sex_marriage1.0-9156,0,0,1,san jose mercury news,2012,11,25,20121125,4
same-sex_marriage1.0-7510,0,0,1,new york times,2012,2,24,20120224,4
same-sex_marriage1.0-10223,0,0,1,st. louis post-dispatch,1996,5,15,19960515,12
same-sex_marriage1.0-10221,0,1,0,denver post,1996,5,16,19960516,12
same-sex_marriage1.0-10227,0,0,1,daily news,1996,5,13,19960513,12
same-sex_marriage1.0-10226,0,0,1,washington post,1996,5,14,19960514,12
same-sex_marriage1.0-10228,0,0,1,saint paul pioneer press,1996,5,13,19960513,12
same-sex_marriage1.0-10329,0,0,1,denver post,1996,3,5,19960305,5
same-sex_marriage1.0-10326,0,0,1,new york times,1996,3,6,19960306,4
same-sex_marriage1.0-10323,0,0,1,saint paul pioneer press,1996,3,7,19960307,5
same-sex_marriage1.0-10320,0,1,0,new york times,1996,3,8,19960308,10
same-sex_marriage1.0-7514,0,0,1,tampa bay times,2012,2,24,20120224,5
same-sex_marriage1.0-4220,0,0,1,denver post,2006,9,3,20060903,12
same-sex_marriage1.0-5831,0,0,1,new york times,2009,4,11,20090411,12
same-sex_marriage1.0-5344,0,0,1,philadelphia inquirer,2008,12,11,20081211,3
same-sex_marriage1.0-8289,0,0,1,atlanta journal and constitution,2012,5,13,20120513,10
same-sex_marriage1.0-8287,0,0,1,washington post,2012,5,14,20120514,2
same-sex_marriage1.0-8285,0,1,0,usa today,2012,5,14,20120514,11
same-sex_marriage1.0-10045,0,0,1,st. louis post-dispatch,1996,8,19,19960819,11
same-sex_marriage1.0-4222,0,0,1,palm beach post,2006,9,2,20060902,12
same-sex_marriage1.0-3166,0,0,1,saint paul pioneer press,2006,6,3,20060603,12
same-sex_marriage1.0-3164,0,1,0,atlanta journal and constitution,2006,6,3,20060603,4
same-sex_marriage1.0-4225,0,0,1,usa today,2006,8,22,20060822,10
same-sex_marriage1.0-4224,0,0,1,palm beach post,2006,8,22,20060822,12
same-sex_marriage1.0-7085,0,0,1,san jose mercury news,2011,1,8,20110108,4
same-sex_marriage1.0-7082,0,1,0,san jose mercury news,2011,1,14,20110114,4
same-sex_marriage1.0-6560,0,0,1,new york times,2010,1,22,20100122,10
same-sex_marriage1.0-6561,0,0,1,san jose mercury news,2010,1,22,20100122,4
same-sex_marriage1.0-1066,0,0,1,washington post,2004,2,11,20040211,12
same-sex_marriage1.0-10814,0,0,1,herald-sun,2000,5,9,20000509,4
same-sex_marriage1.0-10816,0,0,1,denver post,2000,5,6,20000506,11
same-sex_marriage1.0-10810,0,0,1,washington post,2000,5,12,20000512,2
same-sex_marriage1.0-10813,0,0,1,denver post,2000,5,9,20000509,2
same-sex_marriage1.0-7260,0,0,1,new york times,2011,7,26,20110726,10
same-sex_marriage1.0-7262,0,0,1,usa today,2011,7,26,20110726,4
same-sex_marriage1.0-7265,0,0,1,daily news,2011,7,25,20110725,9
same-sex_marriage1.0-7268,0,1,0,new york times,2011,7,25,20110725,9
same-sex_marriage1.0-7269,0,0,1,new york times,2011,7,25,20110725,9
same-sex_marriage1.0-2041,0,0,1,new york times,2004,8,30,20040830,12
same-sex_marriage1.0-2040,0,0,1,new york times,2004,8,30,20040830,12
same-sex_marriage1.0-1037,0,0,1,washington post,2004,2,13,20040213,4
same-sex_marriage1.0-1036,0,0,1,st. louis post-dispatch,2004,2,13,20040213,6
same-sex_marriage1.0-6027,0,0,1,washington post,2009,11,18,20091118,2
same-sex_marriage1.0-6020,0,0,1,st. louis post-dispatch,2009,11,19,20091119,2
same-sex_marriage1.0-6029,0,0,1,new york times,2009,11,17,20091117,11
same-sex_marriage1.0-1038,0,0,1,washington post,2004,2,13,20040213,12
same-sex_marriage1.0-978,0,0,1,st. louis post-dispatch,2004,2,16,20040216,4
same-sex_marriage1.0-974,0,0,1,san jose mercury news,2004,2,16,20040216,1
same-sex_marriage1.0-975,0,0,1,san jose mercury news,2004,2,16,20040216,12
same-sex_marriage1.0-972,0,0,1,saint paul pioneer press,2004,2,16,20040216,1
same-sex_marriage1.0-3433,0,0,1,san jose mercury news,2008,6,17,20080617,9
same-sex_marriage1.0-8519,0,0,1,denver post,2012,5,2,20120502,2
same-sex_marriage1.0-8513,0,0,1,new york times,2012,5,6,20120506,12
same-sex_marriage1.0-8517,0,1,0,new york times,2012,5,4,20120504,4
same-sex_marriage1.0-8516,0,0,1,denver post,2012,5,4,20120504,12
same-sex_marriage1.0-8514,0,0,1,denver post,2012,5,5,20120505,12
same-sex_marriage1.0-399,0,0,1,atlanta journal and constitution,2003,10,15,20031015,2
same-sex_marriage1.0-391,0,1,0,washington post,2003,11,2,20031102,2
same-sex_marriage1.0-393,0,0,1,san jose mercury news,2003,10,30,20031030,9
same-sex_marriage1.0-396,0,0,1,washington post,2003,10,25,20031025,12
same-sex_marriage1.0-397,0,0,1,denver post,2003,10,24,20031024,12
same-sex_marriage1.0-5133,0,0,1,san jose mercury news,2008,6,5,20080605,9
same-sex_marriage1.0-5647,0,0,1,washington post,2009,6,16,20090616,4
same-sex_marriage1.0-5641,0,0,1,new york times,2009,6,17,20090617,12
same-sex_marriage1.0-5134,0,0,1,san jose mercury news,2008,6,5,20080605,4
same-sex_marriage1.0-5643,0,1,0,san jose mercury news,2009,6,17,20090617,4
same-sex_marriage1.0-5139,0,0,1,daily news,2008,6,4,20080604,4
same-sex_marriage1.0-5649,0,0,1,washington post,2009,6,15,20090615,5
same-sex_marriage1.0-6212,0,0,1,san jose mercury news,2010,12,1,20101201,3
same-sex_marriage1.0-6213,0,1,0,san jose mercury news,2010,12,1,20101201,4
same-sex_marriage1.0-6210,0,0,1,st. louis post-dispatch,2010,12,2,20101202,5
same-sex_marriage1.0-9230,0,0,1,saint paul pioneer press,2012,11,6,20121106,10
same-sex_marriage1.0-9233,0,0,1,daily news,2012,11,5,20121105,2
same-sex_marriage1.0-7868,0,0,1,washington post,2012,2,19,20120219,12
same-sex_marriage1.0-9232,0,0,1,washington post,2012,11,6,20121106,12
same-sex_marriage1.0-7862,0,0,1,washington post,2012,2,20,20120220,2
same-sex_marriage1.0-7860,0,0,1,san jose mercury news,2012,2,21,20120221,4
same-sex_marriage1.0-7867,0,0,1,philadelphia inquirer,2012,2,19,20120219,12
same-sex_marriage1.0-7864,0,0,1,herald-sun,2012,2,19,20120219,12
same-sex_marriage1.0-9236,0,0,1,san jose mercury news,2012,11,5,20121105,11
same-sex_marriage1.0-9239,0,0,1,denver post,2012,11,3,20121103,11
same-sex_marriage1.0-9832,0,0,1,atlanta journal and constitution,1993,2,28,19930228,4
same-sex_marriage1.0-9831,0,0,1,new york times,1993,3,2,19930302,9
same-sex_marriage1.0-9830,0,0,1,usa today,1993,4,12,19930412,10
same-sex_marriage1.0-9839,0,0,1,washington post,1992,11,29,19921129,4
same-sex_marriage1.0-2919,0,0,1,washington post,2005,4,3,20050403,4
same-sex_marriage1.0-2917,0,0,1,denver post,2005,4,4,20050404,5
same-sex_marriage1.0-2911,0,0,1,new york times,2005,4,7,20050407,5
same-sex_marriage1.0-4773,0,0,1,new york times,2011,6,14,20110614,4
same-sex_marriage1.0-4772,0,0,1,daily news,2011,6,14,20110614,12
same-sex_marriage1.0-4770,0,0,1,daily news,2011,6,14,20110614,12
same-sex_marriage1.0-4774,0,1,0,new york times,2011,6,14,20110614,12
same-sex_marriage1.0-4102,0,0,1,usa today,2006,11,1,20061101,2
same-sex_marriage1.0-7695,0,1,0,usa today,2012,1,23,20120123,12
same-sex_marriage1.0-3209,0,1,0,atlanta journal and constitution,2006,5,17,20060517,4
same-sex_marriage1.0-3200,0,0,1,new york times,2006,5,19,20060519,12
same-sex_marriage1.0-8870,0,0,1,washington post,2012,11,11,20121111,4
same-sex_marriage1.0-6618,0,0,1,herald-sun,2010,1,4,20100104,11
same-sex_marriage1.0-6616,0,0,1,new york times,2010,1,5,20100105,11
same-sex_marriage1.0-6614,0,0,1,washington post,2010,1,7,20100107,12
same-sex_marriage1.0-6610,0,0,1,san jose mercury news,2010,1,8,20100108,4
same-sex_marriage1.0-6611,0,0,1,san jose mercury news,2010,1,8,20100108,4
same-sex_marriage1.0-563,0,1,0,saint paul pioneer press,2003,7,22,20030722,12
same-sex_marriage1.0-561,0,0,1,washington post,2003,7,23,20030723,4
same-sex_marriage1.0-569,0,0,1,philadelphia inquirer,2003,7,16,20030716,12
same-sex_marriage1.0-568,0,0,1,palm beach post,2003,7,16,20030716,12
same-sex_marriage1.0-8725,0,0,1,washington post,2012,12,31,20121231,9
same-sex_marriage1.0-8727,0,0,1,washington post,2012,12,30,20121230,9
same-sex_marriage1.0-8721,0,0,1,daily news,2012,7,2,20120702,12
same-sex_marriage1.0-8728,0,0,1,washington post,2012,12,30,20121230,9
same-sex_marriage1.0-7522,0,0,1,washington post,2012,2,22,20120222,12
