,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
same-sex_marriage1.0-9262,0,1,0,daily news,2012,10,24,20121024,0.73851516,0.148139772,0.113345068,0.005166888,0.000749026,0.001946843,0.014183736,0.909784936,0.007110047,0.003308114,0.000734512,0.00150895,0.0036613,0.000944777,0.001204377,0.045570217,0.004126275,0
same-sex_marriage1.0-9264,1,0,0,new york times,2012,10,24,20121024,0.696124834,0.168098835,0.135776331,0.012637776,0.019150714,0.020310526,0.128493301,0.007970436,0.014409116,0.003814937,0.001439372,0.008343491,0.027413723,0.023876418,0.174362298,0.553604017,0.004173876,0
same-sex_marriage1.0-9268,0,0,1,new york times,2012,10,23,20121023,0.774288642,0.148261219,0.077450139,0.000679607,0.002826409,0.007253551,0.001670543,0.004472981,0.052538239,0.002172893,0.00349191,0.002134531,0.009498963,0.004035321,0.00388047,0.90183842,0.003506162,0
same-sex_marriage1.0-9269,0,0,1,washington post,2012,10,23,20121023,0.446023228,0.324561215,0.229415557,0.005110589,0.000717128,0.573294315,0.006992888,0.031412943,0.002432748,0.005835329,0.00058798,0.001276508,0.002114555,0.127263869,0.239669615,0.001921351,0.001370182,0
same-sex_marriage1.0-927,0,0,0,washington post,2004,2,20,20040220,0.71359732,0.165114305,0.121288376,0.024186674,0.030454518,0.027758902,0.022726333,0.258457164,0.121187606,0.036821721,0.0024334,0.00376433,0.144485604,0.060503327,0.059603309,0.204353428,0.003263684,0
same-sex_marriage1.0-9277,0,0,0,washington post,2012,10,20,20121020,0.554300227,0.153451844,0.292247929,0.047375352,0.016910835,0.058656596,0.004769398,0.058501954,0.014668262,0.06303491,0.003302244,0.013951023,0.030299848,0.022410484,0.227487457,0.414819041,0.023812596,0
same-sex_marriage1.0-9279,1,0,0,daily news,2012,10,19,20121019,0.541499303,0.267296799,0.191203898,0.039571082,0.010727756,0.035222716,0.030814968,0.01937051,0.013707683,0.02571688,0.000626325,0.007635849,0.026721889,0.059496249,0.662468744,0.048360417,0.019558933,0
same-sex_marriage1.0-928,0,0,0,atlanta journal and constitution,2004,2,19,20040219,0.531904697,0.140214851,0.327880452,0.015652702,0.001255384,0.303728326,0.192062236,0.009749149,0.033251337,0.004419215,0.00057649,0.002587145,0.019314196,0.309878753,0.092275152,0.013266304,0.001983611,0
same-sex_marriage1.0-9280,0,0,1,new york times,2012,10,19,20121019,0.728073656,0.192213601,0.079712744,0.025931876,0.000682194,0.000119194,0.147949558,0.777371311,0.011863844,0.001085743,0.000559337,0.000408603,0.018270161,0.010773156,0.002550196,0.000894171,0.001540658,0
same-sex_marriage1.0-9284,0,0,1,washington post,2012,10,19,20121019,0.688894407,0.170458195,0.140647399,0.017636055,0.003701845,0.001550873,0.002616896,0.011540159,0.045692365,0.001540425,0.000479142,0.001340332,0.000488523,0.002437214,0.757258811,0.148600211,0.005117149,0
same-sex_marriage1.0-9286,0,0,1,new york times,2012,10,18,20121018,0.878067647,0.070368083,0.05156427,0.012999947,0.001229246,0.057503632,0.156086352,0.674911137,0.010273668,0.00255565,0.000564487,0.006360156,0.055898046,0.013912363,0.003570847,0.000666895,0.003467574,0
same-sex_marriage1.0-9288,1,0,0,usa today,2012,10,18,20121018,0.76281347,0.120829162,0.116357368,0.004562524,0.001482953,0.052615419,0.024120872,0.030783112,0.029309741,0.002376896,0.001434269,0.003559985,0.328430341,0.389631518,0.097666324,0.030596135,0.003429912,0
same-sex_marriage1.0-929,0,0,0,daily news,2004,2,19,20040219,0.468901537,0.126499407,0.404599055,0.012013476,0.006092196,0.033068516,0.057194146,0.086120271,0.010508738,0.003057755,0.000866728,0.003492675,0.006527523,0.005540959,0.008647664,0.761865684,0.005003668,0
same-sex_marriage1.0-9290,0,0,1,washington post,2012,10,17,20121017,0.62143642,0.298546523,0.080017058,0.003153605,0.00085514,0.034057776,0.001193965,0.034621403,0.001568856,0.002231829,0.000637657,0.002096287,0.027494583,0.006619851,0.013011895,0.869007171,0.003449981,0
same-sex_marriage1.0-9292,1,0,0,washington post,2012,10,16,20121016,0.734485887,0.15521449,0.110299623,0.002327233,0.002413035,0.12374149,0.003122819,0.002794902,0.005130905,0.018021508,0.001218358,0.001375193,0.052089557,0.118006562,0.03800663,0.629907975,0.001843833,0
same-sex_marriage1.0-9296,0,0,1,washington post,2012,10,14,20121014,0.632496707,0.257589957,0.109913336,0.003222236,0.000766015,0.016161928,0.059452499,0.011980254,0.059907777,0.000524093,0.000825952,0.001763775,0.021182985,0.05107343,0.009044364,0.762121085,0.001973607,0
same-sex_marriage1.0-9297,0,0,1,washington post,2012,10,14,20121014,0.638475095,0.268370881,0.093154024,0.656211271,0.000950394,0.00565724,0.00793367,0.008543149,0.006083516,0.01575852,0.000708686,0.001409576,0.009707085,0.001195288,0.126762275,0.157848756,0.001230573,0
same-sex_marriage1.0-93,0,0,1,atlanta journal and constitution,2002,1,26,20020126,0.786937048,0.096212698,0.116850255,0.000263221,0.00144441,0.001856879,0.018431452,0.861449463,0.007248388,0.002016381,0.000663294,0.00271523,0.083106133,0.006154982,0.010601745,0.001273584,0.002774837,0
same-sex_marriage1.0-930,0,0,1,herald-sun,2004,2,19,20040219,0.331480605,0.200765694,0.467753701,0.00184165,0.000662901,0.003444172,0.011536914,0.131886996,0.013274824,0.001506349,0.00078204,0.001909646,0.001967147,0.001460324,0.017240594,0.811534126,0.000952318,0
same-sex_marriage1.0-9300,0,0,0,daily news,2012,10,13,20121013,0.470157284,0.299111394,0.230731322,0.086646946,0.00094992,0.016531326,0.035302085,0.012445217,0.003496257,0.003335816,0.000556525,0.007805361,0.014177062,0.179124839,0.041619049,0.575903161,0.022106435,0
same-sex_marriage1.0-9302,0,0,1,washington post,2012,10,13,20121013,0.796439234,0.148781277,0.054779489,0.012966072,0.001148066,0.091331529,0.508082078,0.021474351,0.206276962,0.005950084,0.000527208,0.004953498,0.001515253,0.000609432,0.122880979,0.013399157,0.008885331,0
same-sex_marriage1.0-9305,0,0,1,washington post,2012,10,13,20121013,0.443563558,0.319037926,0.237398517,0.005088241,0.000828836,0.046283983,0.002213193,0.001094865,0.010385615,0.0009471,0.000418485,0.003289499,0.023153933,0.002469404,0.518565637,0.384225779,0.001035429,0
same-sex_marriage1.0-9308,0,0,1,new york times,2012,10,12,20121012,0.716368487,0.18479255,0.098838964,0.005622621,0.001220032,0.001203564,0.048186768,0.001572082,0.013981909,0.00124237,0.000634971,0.000947733,0.003926842,0.002625057,0.059515791,0.857375326,0.001944934,0
same-sex_marriage1.0-931,0,0,0,new york times,2004,2,19,20040219,0.363896188,0.240917797,0.395186015,0.002815558,0.002464095,0.019910943,0.011407998,0.016320906,0.003521688,0.00594518,0.000625527,0.001831569,0.023708294,0.017644892,0.006075189,0.88422021,0.003507951,0
same-sex_marriage1.0-9315,0,0,1,new york times,2012,10,10,20121010,0.638173936,0.157103176,0.204722888,0.014935151,0.0012518,0.007247132,0.002011981,0.000207914,0.014243628,0.001298379,0.000937417,0.001261462,0.033116637,0.028749708,0.023632018,0.869996385,0.001110386,0
same-sex_marriage1.0-9317,0,0,1,washington post,2012,10,10,20121010,0.544641244,0.194510014,0.260848742,0.001642447,0.001153753,0.000740423,0.010455002,0.009464991,0.005512117,0.001340135,0.000860325,0.001463991,0.002594485,0.006160087,0.560970514,0.386231147,0.011410584,0
same-sex_marriage1.0-9318,0,0,1,washington post,2012,10,10,20121010,0.666287515,0.193378153,0.140334332,0.003211601,0.002068896,0.001212486,0.002050251,0.001039997,0.000357306,0.001423952,0.00046348,0.002347772,0.175809467,0.045132066,0.005883966,0.75263696,0.006361799,0
same-sex_marriage1.0-9322,1,0,0,washington post,2012,10,9,20121009,0.545363769,0.230925283,0.223710948,0.031488451,0.003850337,0.024993251,0.004087227,0.07146732,0.030293936,0.004899094,0.001007497,0.020503578,0.003089118,0.021001174,0.105216704,0.658971323,0.01913099,0
same-sex_marriage1.0-9323,0,0,1,new york times,2012,10,8,20121008,0.759358112,0.123742808,0.11689908,0.007601924,0.000657509,0.002214796,0.001471983,0.0545025,0.005029156,0.000986384,0.000555706,0.00271969,0.000428117,0.014126043,0.533652399,0.366843405,0.009210386,0
same-sex_marriage1.0-9326,0,0,1,usa today,2012,10,5,20121005,0.574278029,0.243632615,0.182089356,0.183965738,0.000631125,0.357079121,0.033194236,0.000985132,0.007370397,0.007281715,0.000517465,0.004904898,0.002179713,0.045393792,0.031913668,0.323506567,0.001076433,0
same-sex_marriage1.0-9330,0,0,0,new york times,2012,10,2,20121002,0.496860651,0.229099489,0.27403986,0.002965855,0.000675891,0.226816521,0.007866658,0.005057176,0.011162267,0.001581755,0.000554169,0.003925844,0.435237331,0.017749271,0.037550648,0.248163909,0.000692705,0
same-sex_marriage1.0-9331,0,0,1,new york times,2012,10,2,20121002,0.317653893,0.235227104,0.447119003,0.002873654,0.000975875,0.027094146,0.001584401,0.015670802,0.005491966,0.000558378,0.000507899,0.000752697,0.000140957,0.030019377,0.689882348,0.208020272,0.016427229,0
same-sex_marriage1.0-9332,0,0,0,philadelphia inquirer,2012,10,1,20121001,0.431900138,0.248160108,0.319939754,0.019968737,0.000615118,0.010105817,0.002979749,0.000790993,0.000775552,0.012941193,0.000748026,0.008191536,8.88E-05,0.025918298,0.051384219,0.846925288,0.018566709,0
same-sex_marriage1.0-9333,0,0,0,new york times,1990,12,30,19901230,0.438287005,0.173212593,0.388500402,0.115733232,0.001233968,0.034230265,0.003825829,0.063347829,0.003890443,0.006758095,0.002535445,0.009222323,0.012019765,0.011296648,0.071114321,0.660386893,0.004404943,0
same-sex_marriage1.0-9334,1,0,0,new york times,1990,12,30,19901230,0.719152531,0.113152745,0.167694724,0.088112918,0.001161057,0.086634332,0.003035073,0.172337768,0.003710361,0.005675363,0.001823522,0.006195954,0.112682929,0.462164915,0.020109475,0.029922707,0.006433626,0
same-sex_marriage1.0-9335,0,0,0,st. louis post-dispatch,1990,12,30,19901230,0.55439311,0.22199707,0.22360982,0.032308152,0.000585333,0.003851633,0.00211401,0.000972959,0.002718441,0.002495755,0.001166748,0.002128418,0.034712087,0.35493428,0.00374572,0.556109226,0.002157239,0
same-sex_marriage1.0-9336,1,0,0,st. petersburg times,1990,12,30,19901230,0.657311232,0.111587529,0.231101239,0.086749955,0.000908306,0.026142335,0.129819085,0.058965698,0.068696514,0.001724143,0.00187571,0.00401306,0.007687131,0.134605999,0.467531733,0.001756316,0.009524017,0
same-sex_marriage1.0-9337,0,0,0,st. louis post-dispatch,1990,12,25,19901225,0.674512885,0.101307124,0.224179991,0.039977836,0.006416234,0.305793227,0.011136048,0.015328369,0.001833082,0.045529083,0.001543453,0.018170106,0.074614888,0.390823359,0.034777199,0.048491948,0.005565169,0
same-sex_marriage1.0-9338,1,0,0,usa today,1990,12,24,19901224,0.542135133,0.174494512,0.283370355,0.052154184,0.005105101,0.061915528,0.015510538,0.040374786,0.021351634,0.180749167,0.001749942,0.077703716,0.125567281,0.181379684,0.213896165,0.020849271,0.001693003,0
same-sex_marriage1.0-9339,0,0,0,st. petersburg times,1990,12,22,19901222,0.391275303,0.291726861,0.316997836,0.010278276,0.002784265,0.006760739,0.031271568,0.012588559,0.282534671,0.028105115,0.004270627,0.002896508,0.00136103,0.004017972,0.065270106,0.54582968,0.002030884,0
same-sex_marriage1.0-934,0,0,0,san jose mercury news,2004,2,19,20040219,0.561199313,0.259514161,0.179286527,0.000504124,0.007216842,0.010028093,0.002715963,0.019252754,0.007970168,0.001510018,0.000576646,0.001407879,0.011234942,0.006071423,0.009607582,0.919971731,0.001931836,0
same-sex_marriage1.0-9340,1,0,0,usa today,1990,12,21,19901221,0.525996503,0.131383286,0.342620211,0.039779538,0.002166239,0.013666873,0.004142336,0.070325581,0.045762039,0.027014217,0.003094197,0.007497169,0.018425981,0.242929583,0.458223511,0.051745618,0.015227119,0
same-sex_marriage1.0-9341,1,0,0,usa today,1990,12,19,19901219,0.405412851,0.317057562,0.277529587,0.055660807,0.01029669,0.042759057,0.037727261,0.214158639,0.175408664,0.086630171,0.001704517,0.058100876,0.152405404,0.098710552,0.040957535,0.018712184,0.006767643,0
same-sex_marriage1.0-9342,1,0,0,usa today,1990,12,19,19901219,0.43118058,0.257107358,0.311712062,0.08080248,0.009391562,0.00671668,0.161481217,0.021206732,0.056543246,0.22528149,0.027310437,0.026714591,0.024335878,0.223155604,0.108129829,0.02423061,0.004699644,0
same-sex_marriage1.0-9343,1,0,0,usa today,1990,12,18,19901218,0.497556144,0.220627512,0.281816343,0.020108511,0.011337913,0.023652447,0.0279874,0.021304889,0.068456281,0.171704216,0.002482814,0.0125316,0.064599165,0.242419739,0.130272214,0.195743539,0.007399272,0
same-sex_marriage1.0-9344,0,0,1,st. petersburg times,1990,12,17,19901217,0.536783244,0.169411174,0.293805582,0.006035655,0.00074246,0.02446598,0.015320468,0.011251289,0.045068501,0.000886181,0.001028817,0.001311993,0.006653361,0.038728692,0.007888738,0.837102833,0.003515032,0
same-sex_marriage1.0-9345,0,0,0,st. petersburg times,1990,12,17,19901217,0.711142009,0.106533802,0.182324189,0.049582807,0.004799376,0.013352451,0.016889481,0.047443344,0.410506195,0.006186694,0.001711713,0.006879295,0.392333645,0.012296786,0.012988334,0.02151894,0.003510939,0
same-sex_marriage1.0-9346,0,0,0,st. petersburg times,1990,12,16,19901216,0.613051836,0.08855389,0.298394274,0.109138149,0.001810372,0.024420388,0.012105327,0.073962992,0.005076671,0.005785729,0.00250861,0.017310489,0.283868576,0.324668985,0.098604465,0.035656896,0.005082352,0
same-sex_marriage1.0-9347,1,0,0,usa today,1990,12,14,19901214,0.552076202,0.173122832,0.274800966,0.138852711,0.001205131,0.009737151,0.015725831,0.118775146,0.068889351,0.075334447,0.038210708,0.05076834,0.013009465,0.057412537,0.043050282,0.364926993,0.004101906,0
same-sex_marriage1.0-9348,1,0,0,st. louis post-dispatch,1990,12,12,19901212,0.436346919,0.186935149,0.376717932,0.273928171,0.001718375,0.168355479,0.000248743,0.019605049,0.055708198,0.012119679,0.002781974,0.003813772,0.007214138,0.396778382,0.017201778,0.038197142,0.002329121,0
same-sex_marriage1.0-9349,1,0,0,st. petersburg times,1990,12,12,19901212,0.533939625,0.182367155,0.283693221,0.002392083,0.000747459,0.013654363,0.014759488,0.001053675,0.027991905,0.002362908,0.007221253,0.005309382,0.017496518,0.013680986,0.019395329,0.872836008,0.001098643,0
same-sex_marriage1.0-935,0,0,0,st. petersburg times,2004,2,19,20040219,0.44290847,0.149182847,0.407908683,0.002922633,0.000805854,0.005110579,0.038705787,0.57529559,0.046784725,0.001785943,0.000600906,0.002381084,0.020352849,0.000975951,0.002350065,0.295872952,0.006055082,0
same-sex_marriage1.0-9350,0,0,0,st. petersburg times,1990,12,5,19901205,0.617093054,0.178558708,0.204348238,0.164177363,0.000714124,0.023865287,0.04839495,0.06688401,0.006323092,0.002513839,0.001121582,0.015796878,0.001222467,0.652581704,0.011033752,0.002721309,0.002649643,0
same-sex_marriage1.0-9351,0,0,0,usa today,1990,12,4,19901204,0.576414563,0.150369515,0.273215922,0.012624739,0.001067056,0.045144805,0.066364126,0.08648002,0.015733728,0.029853503,0.00838935,0.019079245,0.094731839,0.548227123,0.063382911,0.006002336,0.00291922,0
same-sex_marriage1.0-9352,0,0,0,st. petersburg times,1990,12,3,19901203,0.659386108,0.113181143,0.227432749,0.001183531,0.000978206,0.005651822,0.041600042,0.005741543,0.020970254,0.010535352,0.001355488,0.003195659,0.006407708,0.097532647,0.164873942,0.638736963,0.001236844,0
same-sex_marriage1.0-9354,0,0,0,usa today,1990,12,3,19901203,0.606332432,0.124224613,0.269442955,0.013783559,0.0014834,0.076513703,0.026745994,0.022597046,0.015153509,0.01182075,0.00126589,0.003625373,0.597464081,0.1360383,0.033226588,0.05232216,0.007959646,0
same-sex_marriage1.0-9355,0,0,0,st. louis post-dispatch,1990,12,1,19901201,0.454005617,0.172686627,0.373307756,0.002677883,0.000759814,0.902855661,0.009902387,0.007184901,0.000164899,0.01770375,0.001052865,0.001028911,0.008288909,0.011726668,0.02829184,0.007069883,0.00129163,0
same-sex_marriage1.0-9356,0,0,1,usa today,1990,11,29,19901129,0.67498449,0.14529367,0.17972184,0.02973457,0.000691122,0.1349242,0.044855162,0.014978075,0.006507773,0.008261909,0.000957679,0.009166883,0.122500462,0.488613535,0.136521139,0.000450359,0.001837131,0
same-sex_marriage1.0-9357,0,0,0,usa today,1990,11,29,19901129,0.556122038,0.21924938,0.224628581,0.358391223,0.00836535,0.02569425,0.016102941,0.023319178,0.025251301,0.142376639,0.002010996,0.067853296,0.169026444,0.02875098,0.068358016,0.056918493,0.007580891,0
same-sex_marriage1.0-9358,1,0,0,usa today,1990,11,28,19901128,0.428591246,0.201610765,0.369797989,0.088797243,0.001384405,0.15835027,0.003741576,0.01656541,0.00243223,0.020831819,0.001918353,0.00859246,0.225916731,0.120390262,0.332550286,0.011162848,0.007366107,0
same-sex_marriage1.0-9359,0,0,1,palm beach post,1990,11,27,19901127,0.578490423,0.142778191,0.278731386,0.019365148,0.013661907,0.048315237,0.018287101,0.777846682,0.058193261,0.005976778,0.000704952,0.002191482,0.013812489,0.00717186,0.010078368,0.019886132,0.004508603,0
same-sex_marriage1.0-9360,0,0,0,st. petersburg times,1990,11,27,19901127,0.651714364,0.184622743,0.163662893,0.011084516,0.001178387,0.015401866,0.026998407,0.612598457,0.030730451,0.004054224,0.000878694,0.005521603,0.204482755,0.002601905,0.020901863,0.060372754,0.003194118,0
same-sex_marriage1.0-9361,0,0,0,usa today,1990,11,27,19901127,0.816980923,0.093385982,0.089633095,0.012063153,0.001071697,0.022683959,0.085139309,0.704476179,0.012640783,0.015122676,0.000492139,0.001705168,0.120708718,0.013322044,0.008148134,0.0001076,0.00231844,0
same-sex_marriage1.0-9362,1,0,0,usa today,1990,11,26,19901126,0.412375504,0.227449363,0.360175133,0.010284034,0.022652109,0.01665595,0.023887672,0.252309208,0.055769935,0.130523099,0.010322248,0.037258845,0.050593867,0.058603918,0.314839491,0.011351126,0.004948498,0
same-sex_marriage1.0-9363,0,0,0,palm beach post,1990,11,21,19901121,0.487875339,0.191413795,0.320710865,0.001720009,0.002965859,0.044550874,0.012813553,0.208010436,0.001059327,0.057544059,0.002074625,0.004438485,0.012280533,0.006762262,0.043731161,0.594934183,0.007114633,0
same-sex_marriage1.0-9364,0,1,0,palm beach post,1990,11,19,19901119,0.670257067,0.151102806,0.178640127,0.077065379,0.000575888,0.015613109,0.006612734,0.001872525,0.025297628,0.006343425,0.000798001,0.004679626,0.052549059,0.142778234,0.658534864,0.002400668,0.004878861,0
same-sex_marriage1.0-9365,0,0,0,st. louis post-dispatch,1990,11,16,19901116,0.419992717,0.147282923,0.43272436,0.001541466,0.001109591,0.004600342,0.006409553,0.687612405,0.006551004,0.009893288,0.001537546,0.002039767,0.017505536,0.009203417,0.000166481,0.249235341,0.002594262,0
same-sex_marriage1.0-9366,0,0,0,palm beach post,1990,11,15,19901115,0.659896015,0.04073117,0.299372815,0.003282712,0.000659501,0.024252744,0.019911103,0.003866461,0.033713742,0.00087772,0.000942014,0.005330374,0.740689726,0.019754504,0.004917413,0.140357611,0.001444373,0
same-sex_marriage1.0-9367,1,0,0,st. louis post-dispatch,1990,11,15,19901115,0.682367191,0.123050526,0.194582283,0.387795044,0.00200085,0.342779323,0.004770214,0.021929102,0.027845299,0.007626627,0.003142476,0.002223093,0.137127338,0.035816158,0.004957851,0.016818015,0.005168609,0
same-sex_marriage1.0-9368,0,0,0,st. louis post-dispatch,1990,11,14,19901114,0.639053205,0.175848677,0.185098118,0.000372047,0.00051886,0.004662533,0.000241702,0.000710992,0.001117288,0.003501308,0.000840011,0.000918088,0.054260184,0.100094303,0.174951095,0.656590826,0.001220762,0
same-sex_marriage1.0-9369,0,0,0,st. petersburg times,1990,11,13,19901113,0.40975349,0.187970396,0.402276114,0.001842049,0.004723692,0.007684118,0.031955813,0.012853396,0.062148422,0.004829532,0.001136304,0.00153531,0.006942009,0.041009089,0.103389077,0.714709681,0.005241507,0
same-sex_marriage1.0-937,0,0,0,washington post,2004,2,19,20040219,0.664552775,0.178892442,0.156554783,0.01797481,0.002548867,0.000364766,0.016333826,0.760435117,0.054378037,0.009087231,0.001170477,0.001046526,0.046368613,0.014141711,0.049647076,0.02362443,0.002878513,0
same-sex_marriage1.0-9370,0,0,0,usa today,1990,11,12,19901112,0.427840638,0.244776849,0.327382514,0.06962036,0.008553851,0.010776291,0.095928553,0.03371282,0.026737064,0.115667582,0.002932114,0.011407655,0.060226948,0.099040897,0.384964418,0.059327581,0.021103865,0
same-sex_marriage1.0-9371,1,0,0,palm beach post,1990,11,11,19901111,0.575492013,0.113037965,0.311470022,0.021427661,0.001133875,0.041463937,0.012378211,0.061485495,0.063490847,0.088470882,0.002341525,0.04468803,0.083549746,0.166467562,0.157280211,0.221212629,0.034609388,0
same-sex_marriage1.0-9372,0,0,0,st. petersburg times,1990,11,10,19901110,0.312156867,0.179044584,0.508798549,0.001915008,0.00081973,0.024773614,0.099602332,0.837958627,0.008150153,0.001746082,0.00113589,0.002607279,0.00447167,0.00369785,0.007884819,0.004299016,0.00093793,0
same-sex_marriage1.0-9373,0,0,1,palm beach post,1990,11,9,19901109,0.392847254,0.181467723,0.425685024,0.029725331,0.000729481,0.100283838,0.037247443,0.761278594,0.003951595,0.009437206,0.001010832,0.002115591,0.005487403,0.007931749,0.000808492,0.036500999,0.003491446,0
same-sex_marriage1.0-9374,1,0,0,st. louis post-dispatch,1990,11,9,19901109,0.487813812,0.204300286,0.307885902,0.001981935,0.000610545,0.007274061,0.057413848,0.000378984,0.00987732,0.000867479,0.000872087,0.001502252,0.018678393,0.191788398,0.001404413,0.707025215,0.00032507,0
same-sex_marriage1.0-9375,0,0,0,st. petersburg times,1990,11,9,19901109,0.546880985,0.184794433,0.268324583,0.153407365,0.001436515,0.161839635,0.026682121,0.02086209,0.02544996,0.008343806,0.001990561,0.005104113,0.01155911,0.273522247,0.138460704,0.163297106,0.008044666,0
same-sex_marriage1.0-9376,0,0,0,palm beach post,1990,11,6,19901106,0.605663358,0.18092229,0.213414353,0.032874892,0.000778395,0.015314079,0.016577426,0.009077729,0.012496361,0.047175407,0.001418211,0.00829889,0.172310916,0.056528833,0.583969307,0.033416853,0.009762701,0
same-sex_marriage1.0-9378,1,0,0,st. petersburg times,1990,11,6,19901106,0.136246815,0.319948232,0.543804953,0.001867677,0.000756334,0.012847803,0.001123115,0.880616394,0.003424567,0.006227725,0.005089613,0.001399689,0.004913666,0.005737711,0.000801671,0.073221191,0.001972844,0
same-sex_marriage1.0-938,0,0,0,atlanta journal and constitution,2004,2,18,20040218,0.524206437,0.149365657,0.326427906,0.003995855,0.001466174,0.05391275,0.145607586,0.086907534,0.007843528,0.007965201,0.001782967,0.001381287,0.034600965,0.348762066,0.005024075,0.29615354,0.004596472,0
same-sex_marriage1.0-9380,0,0,0,palm beach post,1990,11,1,19901101,0.468664935,0.242132107,0.289202958,0.035286119,0.003512808,0.507212078,0.016857815,0.002058783,0.010513737,0.00282454,0.001053,0.003858972,0.032745881,0.106222455,0.26580314,0.009574488,0.002476184,0
same-sex_marriage1.0-9381,0,0,0,usa today,1990,11,1,19901101,0.528884987,0.145593126,0.325521887,0.058366596,0.02341768,0.095704649,0.104167385,0.017838666,0.094107406,0.051042583,0.028295249,0.068753576,0.039652582,0.162723795,0.171481697,0.070482773,0.013965364,0
same-sex_marriage1.0-9382,0,0,0,usa today,1990,10,29,19901029,0.552826093,0.191274241,0.255899666,0.019296201,0.021263825,0.018367873,0.180736969,0.051836924,0.035620606,0.075301546,0.018134035,0.197879993,0.037672665,0.176300125,0.107548319,0.047501281,0.01253964,0
same-sex_marriage1.0-9383,1,0,0,st. louis post-dispatch,1990,10,27,19901027,0.582167336,0.180215343,0.23761732,0.003891223,0.00069276,0.032149931,0.017908531,0.036128974,0.004840995,0.016197116,0.00544658,0.019935749,0.507186351,0.023156673,0.288479425,0.034887699,0.009097992,0
same-sex_marriage1.0-9384,0,0,0,palm beach post,1990,10,26,19901026,0.610813196,0.133621783,0.255565021,0.022513684,0.008542767,0.122475112,0.01790715,0.058421337,0.028398334,0.001624121,0.002328088,0.011498443,0.043285486,0.599441826,0.014084777,0.056108247,0.013370628,0
same-sex_marriage1.0-9385,0,0,0,palm beach post,1990,10,23,19901023,0.532660486,0.182069226,0.285270288,0.161196595,0.002734384,0.142605593,0.01500949,0.056516627,0.010331093,0.010579807,0.004412777,0.020158725,0.284386641,0.037228572,0.203125148,0.026067822,0.025646726,0
same-sex_marriage1.0-9386,0,0,0,palm beach post,1990,10,21,19901021,0.643939742,0.100910773,0.255149486,0.026424789,0.001751273,0.00781016,0.062429973,0.049076127,0.116521218,0.107157601,0.001540498,0.004949013,0.009490994,0.06263148,0.393204726,0.140423447,0.016588702,0
same-sex_marriage1.0-9388,0,0,0,palm beach post,1990,10,20,19901020,0.4375266,0.165153961,0.397319439,0.045808813,0.001400421,0.123143176,0.012675537,0.124561574,0.003914238,0.003327111,0.001195078,0.004682027,0.009721277,0.302084968,0.006552877,0.35871221,0.002220693,0
same-sex_marriage1.0-9389,0,0,0,palm beach post,1990,10,20,19901020,0.656698101,0.094739159,0.24856274,0.016328775,0.004930815,0.187620688,0.003204829,0.098585673,0.003539031,0.003286392,0.00129022,0.014311574,0.299307524,0.214747541,0.053907894,0.012777246,0.086161797,0
same-sex_marriage1.0-939,0,0,0,atlanta journal and constitution,2004,2,18,20040218,0.476545071,0.235859459,0.28759547,0.000796471,0.000738158,0.001811862,0.00754751,0.00067554,0.009797035,0.001579261,0.000623868,0.004338137,0.01632238,0.00196855,0.709871192,0.241758592,0.002171444,0
same-sex_marriage1.0-9390,0,0,0,st. louis post-dispatch,1990,10,20,19901020,0.447221025,0.296339325,0.25643965,0.020786806,0.007498929,0.018234245,0.003451623,0.005394225,0.012067046,0.007149606,0.001814304,0.011409946,0.054176115,0.00205501,0.007577853,0.842499762,0.005884529,0
same-sex_marriage1.0-9391,0,0,0,usa today,1990,10,19,19901019,0.399939096,0.205240725,0.394820179,0.054917933,0.00199803,0.01003533,0.083772521,0.08469345,0.040910408,0.027574906,0.030140004,0.202145103,0.04262278,0.089881662,0.129245172,0.164280196,0.037782505,0
same-sex_marriage1.0-9392,0,0,0,st. louis post-dispatch,1990,10,17,19901017,0.595487211,0.17181732,0.232695469,0.000882113,0.001805766,0.015500078,0.001794171,0.011597721,0.005343031,0.014478296,0.0007749,0.002026422,0.014678988,0.01803441,0.337014354,0.575502288,0.000567461,0
same-sex_marriage1.0-9393,0,0,0,usa today,1990,10,17,19901017,0.34803115,0.275193381,0.37677547,0.010842485,0.010898678,0.02201844,0.030059128,0.455516739,0.011199444,0.088190999,0.002386629,0.11862637,0.079321336,0.067554185,0.022017511,0.077101535,0.004266521,0
same-sex_marriage1.0-9394,1,0,0,usa today,1990,10,17,19901017,0.595337152,0.161683685,0.242979163,0.032973222,0.006495457,0.041796056,0.047964989,0.067329418,0.078970997,0.128299235,0.002226532,0.020227498,0.063289386,0.073538223,0.075707397,0.356614127,0.004567462,0
same-sex_marriage1.0-9395,0,0,0,st. louis post-dispatch,1990,10,16,19901016,0.374796989,0.247529409,0.377673602,0.001507907,0.000674691,0.020016801,0.000966707,0.002036925,0.013948288,0.016918798,0.000934911,0.002492231,0.014571001,0.104569969,0.460531423,0.354528713,0.006301636,0
