,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,Explicit,Implicit,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
same-sex_marriage1.0-8179,0,0,0,washington post,2012,5,26,20120526,0.666612963,0.110781654,0.222605383,0.010088261,0.989911739,0.002511708,0.000898821,0.020013498,0.003522188,0.831143929,0.054865412,0.011454106,0.000756687,0.01202575,0.048523504,0.001932696,0.002431058,0.005253409,0.004667234,0
same-sex_marriage1.0-818,0,0,0,atlanta journal and constitution,2004,2,25,20040225,0.30632171,0.218942412,0.474735879,0.254056125,0.745943875,0.000603072,0.001304025,0.013356472,0.005825301,0.609313641,0.00253189,0.008281462,0.000640791,0.000288677,0.000869642,0.000243451,0.011314288,0.344532888,0.000894399,0
same-sex_marriage1.0-8180,0,0,1,new york times,2012,5,25,20120525,0.734291699,0.202759324,0.062948977,0.020984336,0.979015664,0.00252745,0.000735486,0.003728373,0.057581275,0.010056007,0.008040319,0.001609893,0.00148076,0.001753555,0.001355229,0.388793335,0.5008672,0.01871894,0.002752178,0
same-sex_marriage1.0-8182,0,0,0,atlanta journal and constitution,2012,5,24,20120524,0.87081959,0.104112771,0.02506764,0.298427465,0.701572535,0.036563986,0.000844589,0.008831871,0.083077551,0.103286838,0.020623381,0.001519662,0.001147474,0.007215058,0.020946811,0.36964271,0.338053052,0.000366253,0.007880764,0
same-sex_marriage1.0-8183,0,0,0,atlanta journal and constitution,2012,5,24,20120524,0.524430184,0.182309936,0.29325988,0.482672916,0.517327084,0.001595341,0.001238427,0.030233717,0.004140689,0.181432077,0.005188931,0.000499374,0.00104259,0.001312904,0.015537051,0.017091979,0.011903802,0.725722023,0.003061097,0
same-sex_marriage1.0-8184,0,0,0,daily news,2012,5,24,20120524,0.731345755,0.202165464,0.066488781,0.341715299,0.658284701,0.002107689,0.000812502,0.019394575,0.022133052,0.001875366,0.021035807,0.003044006,0.00477547,0.002129147,0.023069625,0.014123741,0.00238419,0.880008735,0.003106094,0
same-sex_marriage1.0-8185,0,0,1,new york times,2012,5,24,20120524,0.246310408,0.48243314,0.271256453,0.897617723,0.102382277,0.012484661,0.000889532,0.006059617,0.010673495,0.856154719,0.013602153,0.001446554,0.001103267,0.00318135,0.000716952,0.007297976,0.002901341,0.080526344,0.002962039,0
same-sex_marriage1.0-8186,0,0,0,new york times,2012,5,24,20120524,0.688200586,0.188878798,0.122920616,0.583310401,0.416689599,0.012196979,0.003526742,0.013638521,0.009143695,0.00102165,0.084231389,0.003120199,0.000642472,0.002413824,0.001776229,0.063923566,0.547847893,0.254587908,0.001928933,0
same-sex_marriage1.0-8187,0,0,0,usa today,2012,5,24,20120524,0.324404984,0.461875509,0.213719508,0.478604526,0.521395474,0.006668095,0.000867158,0.007350653,0.069036862,0.835007661,0.035660324,0.000502338,0.000779754,0.000199547,7.25E-05,0.005287676,0.009952234,0.023462662,0.005152537,0
same-sex_marriage1.0-8188,0,0,1,washington post,2012,5,24,20120524,0.655029981,0.235051848,0.10991817,0.04057858,0.95942142,0.049998018,0.001062804,0.045920575,0.047783652,0.001930326,0.041526927,0.001477723,0.002072808,0.003500677,0.012167019,0.101788564,0.125171672,0.561550102,0.004049133,0
same-sex_marriage1.0-819,0,0,1,daily news,2004,2,25,20040225,0.332938713,0.444762441,0.222298846,0.211071893,0.788928107,0.019724373,0.001103119,0.005044109,0.002674312,0.149063618,0.001291994,0.001682427,0.000609988,0.000397317,0.001063522,0.015426536,0.061281305,0.731769828,0.008867552,0
same-sex_marriage1.0-8190,0,0,1,washington post,2012,5,24,20120524,0.641550432,0.257506341,0.100943226,0.06166021,0.93833979,0.00412654,0.001030131,0.009140858,0.002301104,0.616086412,0.004888549,0.001006993,0.001310308,0.000382588,0.00967947,0.018937546,0.013741774,0.311918246,0.00544948,0
same-sex_marriage1.0-8192,0,0,1,washington post,2012,5,24,20120524,0.424445658,0.351573308,0.223981034,0.614797705,0.385202295,0.003187705,0.000686577,0.018300463,0.002991936,0.008829724,0.010949434,0.001935984,0.000718433,0.001678073,0.027753779,0.035857935,0.788334466,0.098224798,0.000550694,0
same-sex_marriage1.0-8194,0,0,0,daily news,2012,5,23,20120523,0.801084545,0.119750792,0.079164662,0.015527062,0.984472938,0.129088746,0.000929663,0.010393485,0.007988305,0.187814865,0.002768008,0.00172724,0.000972798,0.001507485,0.031600922,0.521093336,0.009518719,0.084941388,0.009655042,0
same-sex_marriage1.0-8195,0,0,0,usa today,2012,5,23,20120523,0.653816783,0.208501192,0.137682026,0.243049381,0.756950619,0.005817194,0.001434395,0.057865971,0.035422108,0.001888041,0.002488084,0.001885727,0.000550372,0.001896491,0.08667183,0.436406804,0.025175849,0.339831189,0.002665946,0
same-sex_marriage1.0-8196,0,0,1,washington post,2012,5,23,20120523,0.822171032,0.141361081,0.036467887,0.039858733,0.960141267,0.010558337,0.000461968,0.005275033,0.016068158,0.002402273,0.003045208,0.001573626,0.005892266,0.000477278,0.000604103,0.18149825,0.723818212,0.04808328,0.000242008,0
same-sex_marriage1.0-8198,1,0,0,atlanta journal and constitution,2012,5,22,20120522,0.723324174,0.190450061,0.086225765,0.153978413,0.846021587,0.080869518,0.001593441,0.060586465,0.243414055,0.004189731,0.005432916,0.039098399,0.001198706,0.004012601,0.003349879,0.017496902,0.518989603,0.015801425,0.00396636,0
same-sex_marriage1.0-8199,0,0,0,herald-sun,2012,5,22,20120522,0.766968163,0.061558903,0.171472934,0.034616497,0.965383503,0.001494726,0.001180874,0.544116057,0.243279409,0.028711475,0.025103457,0.002205956,0.00132798,0.00136524,0.000974714,0.012686013,0.042682214,0.088673126,0.006198758,0
same-sex_marriage1.0-82,0,0,0,new york times,2002,3,16,20020316,0.816558148,0.086833479,0.096608374,0.011123269,0.988876731,0.003875953,0.000865942,0.445505689,0.009956992,0.140508692,0.002930073,0.00165982,0.001249944,0.005889785,0.214280549,0.167948183,0.002214772,0.000819639,0.002293968,0
same-sex_marriage1.0-820,0,0,0,daily news,2004,2,25,20040225,0.202616427,0.335243351,0.462140222,0.068640553,0.931359447,0.034264208,0.001460285,0.113976777,0.009472533,0.028311761,0.005852444,0.006630067,0.005318106,0.004208488,0.013089461,0.043515954,0.161632516,0.570803218,0.001464181,0
same-sex_marriage1.0-8200,0,0,0,palm beach post,2012,5,22,20120522,0.753657139,0.06365673,0.182686132,0.983306966,0.016693034,0.080393038,0.000310504,0.480231964,0.353144357,0.002689583,0.017634644,0.001016678,0.001512337,0.000997531,0.02298575,0.029175117,0.007756273,0.000683554,0.001468671,0
same-sex_marriage1.0-8201,0,0,1,san jose mercury news,2012,5,22,20120522,0.362609966,0.441735115,0.195654918,0.002750835,0.997249165,0.001917713,0.000935078,0.000581498,0.006247496,0.911483593,0.004634326,0.006890788,0.000617017,0.016637041,0.013625667,0.003600789,0.002009845,0.029299525,0.001519625,0
same-sex_marriage1.0-8202,0,0,0,san jose mercury news,2012,5,22,20120522,0.76677398,0.148087592,0.085138428,0.039433001,0.960566999,0.003256419,0.000766393,0.010033112,0.018866786,0.001692024,0.015372431,0.005926076,0.000689145,0.002572998,0.003774103,0.044004168,0.005057303,0.883020703,0.00496834,0
same-sex_marriage1.0-8204,0,0,1,washington post,2012,5,22,20120522,0.794998014,0.106531216,0.098470769,0.107523627,0.892476373,0.003581296,0.000725516,0.021102532,0.580367988,0.04570016,0.032157509,0.002623845,0.000769337,0.001291404,0.001056589,0.038231684,0.155871198,0.113955436,0.002565505,0
same-sex_marriage1.0-8208,0,0,1,atlanta journal and constitution,2012,5,20,20120520,0.783574793,0.13537847,0.081046737,0.016918092,0.983081908,0.007032116,0.000957061,0.045602229,0.050442014,0.00024518,0.001181443,0.003622742,0.000711224,0.001996094,0.008358157,0.100069341,0.022122467,0.75426369,0.00339624,0
same-sex_marriage1.0-8209,0,0,0,denver post,2012,5,20,20120520,0.698044148,0.147536277,0.154419574,0.532848596,0.467151404,0.001107446,0.000532777,0.012555549,0.370735425,0.00459994,0.006190219,0.001382569,0.001705167,0.001266595,0.009580983,0.004021324,0.015584074,0.567224887,0.003513044,0
same-sex_marriage1.0-821,0,0,1,daily news,2004,2,25,20040225,0.4446351,0.18196675,0.37339815,0.021120079,0.978879921,0.028480166,0.00540592,0.000901565,0.003459843,0.009898044,0.008316905,0.001452208,0.002643885,0.001105824,0.020248226,0.005020741,0.058169865,0.853112567,0.001784239,0
same-sex_marriage1.0-8210,0,0,0,new york times,2012,5,20,20120520,0.783449722,0.111285882,0.105264396,0.012301674,0.987698326,0.015237289,0.004754762,0.003126368,0.002357291,0.036620554,0.078479617,0.022270821,0.001082629,0.011356793,0.518721194,0.101845969,0.027715128,0.175213238,0.001218347,0
same-sex_marriage1.0-8211,0,0,1,new york times,2012,5,20,20120520,0.788311723,0.129363848,0.082324429,0.032016144,0.967983856,0.003381447,0.000657048,0.004736723,0.535715062,0.000635232,0.00526247,0.004997368,0.001095238,0.00062486,0.000507624,0.00423478,0.05728257,0.373674003,0.007195576,0
same-sex_marriage1.0-8212,0,0,0,new york times,2012,5,20,20120520,0.776249364,0.112818918,0.110931718,0.050320203,0.949679797,0.009583542,0.002967302,0.007943606,0.192441687,0.029316051,0.02200494,0.00883958,0.003588034,0.002854138,0.003329994,0.375382705,0.158429585,0.157639422,0.025679414,0
same-sex_marriage1.0-8213,1,0,0,st. louis post-dispatch,2012,5,20,20120520,0.579530612,0.092733878,0.32773551,0.065563901,0.934436099,0.015292461,0.002173864,0.0137988,0.039231078,0.054673621,0.021343974,0.005818535,0.002897552,0.007616324,0.008874834,0.003157705,0.08912635,0.719444437,0.016550465,0
same-sex_marriage1.0-8214,0,0,1,washington post,2012,5,20,20120520,0.707237481,0.203935992,0.088826528,0.20218272,0.79781728,0.001707157,0.000866111,0.032860982,0.261259161,0.006446387,0.003602988,0.001903081,0.000974005,0.000513158,0.001621483,0.229039837,0.410345918,0.044350392,0.004509341,0
same-sex_marriage1.0-8216,0,0,1,daily news,2012,5,19,20120519,0.476753126,0.121983019,0.401263854,0.104182571,0.895817429,0.001621674,0.001229455,0.535952778,0.003540176,0.00010375,0.000839078,0.001122385,0.001042527,0.002776408,0.019359559,0.122477744,0.216851364,0.091253871,0.00182923,0
same-sex_marriage1.0-8218,1,0,0,new york times,2012,5,19,20120519,0.679360732,0.237106539,0.083532728,0.198437328,0.801562672,0.007114125,0.014554437,0.035675006,0.079256314,0.679317013,0.030453271,0.022154719,0.00246361,0.020803129,0.055296328,0.023331264,0.010168333,0.004554908,0.014857546,0
same-sex_marriage1.0-822,0,0,1,daily news,2004,2,25,20040225,0.448093582,0.164038733,0.387867685,0.017609407,0.982390593,0.003457455,0.004095089,0.003619132,0.001906125,0.003502993,0.001968968,0.022402643,0.00089655,0.000284125,0.002233746,0.075104748,0.012920837,0.865127228,0.002480361,0
same-sex_marriage1.0-8220,0,0,1,san jose mercury news,2012,5,19,20120519,0.589493905,0.235408798,0.175097297,0.598612383,0.401387617,0.004830484,0.005144638,0.346057235,0.077493941,0.011592813,0.027009726,0.003390312,0.001589223,0.004207448,0.009594744,0.061655185,0.06067013,0.381083133,0.005680989,0
same-sex_marriage1.0-8222,0,1,0,washington post,2012,5,19,20120519,0.403037183,0.114738085,0.482224733,0.040890183,0.959109817,0.003816525,0.002022073,0.01751849,0.013417098,0.343742011,0.377335761,0.003300709,0.001248442,0.029752642,0.026522996,0.004172147,0.010365806,0.160873085,0.005912216,0
same-sex_marriage1.0-8223,0,0,1,washington post,2012,5,19,20120519,0.780851531,0.165380533,0.053767936,0.054567525,0.945432475,0.003714033,0.000885743,0.001798805,0.034650758,0.87137033,0.002035957,0.003231032,0.000596272,0.002282399,0.055654243,0.005633443,0.003412381,0.007748387,0.006986217,0
same-sex_marriage1.0-8225,0,0,0,new york times,2012,5,18,20120518,0.310871088,0.28545302,0.403675891,0.014337568,0.985662432,0.003609238,0.000819783,0.273878594,0.000835272,0.008413952,0.019388982,0.001203178,0.011067085,0.002355621,0.001738793,0.000800992,0.030630144,0.638666412,0.006591955,0
same-sex_marriage1.0-8226,0,0,1,san jose mercury news,2012,5,18,20120518,0.703264739,0.234311776,0.062423485,0.71043139,0.28956861,0.000687745,0.001146398,0.217158061,0.258948294,0.000119121,0.001585037,0.000641007,0.000751382,0.000284854,0.001241427,0.000380736,0.002965266,0.512276084,0.001814587,0
same-sex_marriage1.0-8227,0,0,0,san jose mercury news,2012,5,18,20120518,0.821988856,0.159425895,0.018585249,0.957875309,0.042124691,0.010475091,0.001877609,0.183655518,0.395582074,0.1040941,0.014095992,0.0099859,0.003619797,0.004292478,0.044613618,0.020878639,0.02983349,0.173015058,0.003980636,0
same-sex_marriage1.0-8229,0,0,1,saint paul pioneer press,2012,5,18,20120518,0.311669821,0.107752024,0.580578154,0.196439015,0.803560985,0.005503844,0.000739672,0.716551702,0.00246949,0.043207798,0.006731896,0.004144258,0.000618889,0.003834784,0.007862911,0.00048819,0.184569467,0.022172171,0.001104928,0
same-sex_marriage1.0-823,0,0,1,denver post,2004,2,25,20040225,0.124278629,0.374206319,0.501515052,0.013309723,0.986690277,0.001162391,0.000895714,0.797326675,0.005903942,0.00224843,0.017661057,0.002784464,0.001749505,0.00052444,0.024901234,0.067921211,0.04596862,0.028741912,0.002210404,0
same-sex_marriage1.0-8231,0,0,1,washington post,2012,5,18,20120518,0.735346046,0.229767599,0.034886355,0.689521783,0.310478217,0.005301657,0.002567332,0.321150352,0.204315759,0.21070108,0.001260732,0.011060842,0.003195125,0.001294463,0.020168337,0.041951042,0.007566802,0.165284813,0.004181663,0
same-sex_marriage1.0-8232,0,0,0,denver post,2012,5,17,20120517,0.658064571,0.182445655,0.159489773,0.922754337,0.077245663,0.001797435,0.000707719,0.012882711,0.005065335,0.004216019,0.1442709,0.000527733,0.000636386,0.001754276,0.007740961,0.006100841,0.012796385,0.800222879,0.001280421,0
same-sex_marriage1.0-8233,0,0,0,denver post,2012,5,17,20120517,0.61676298,0.257636886,0.125600133,0.005842101,0.994157899,0.018784222,0.000562539,0.001796959,0.013558643,0.001221788,0.004511654,0.002999088,0.002048668,0.001979587,0.004835279,0.000703659,0.019354081,0.923889887,0.003753947,0
same-sex_marriage1.0-8234,0,1,0,new york times,2012,5,17,20120517,0.282971218,0.319821449,0.397207333,0.050235355,0.949764645,0.010002161,0.006916398,0.228638607,0.006373352,0.00837744,0.00845902,0.004470992,0.002407028,0.002128721,0.059764703,0.093905526,0.07469572,0.492757502,0.001102831,0
same-sex_marriage1.0-8235,0,0,0,st. louis post-dispatch,2012,5,17,20120517,0.615375351,0.244471892,0.140152757,0.021553759,0.978446241,0.027906478,0.00379608,0.233431748,0.006867965,0.009903314,0.00160193,0.066922366,0.001689044,0.009807413,0.022716206,0.234101327,0.027173741,0.348576178,0.005506209,0
same-sex_marriage1.0-8236,0,0,0,saint paul pioneer press,2012,5,17,20120517,0.682728821,0.133131809,0.18413937,0.159229577,0.840770423,0.005947981,0.000661193,0.896432641,0.010169336,0.003242793,0.016183902,0.001127916,0.00074356,0.000933773,0.010867796,0.011750006,0.031447307,0.009472633,0.001019164,0
same-sex_marriage1.0-8237,0,1,0,tampa bay times,2012,5,17,20120517,0.828446061,0.066052228,0.105501712,0.001056097,0.998943903,0.252134579,0.000819924,0.010269358,0.000756634,0.119577059,0.358619177,0.003974931,0.000686037,0.022656816,0.07956791,0.120162062,0.019478656,0.009169495,0.002127362,0
same-sex_marriage1.0-8238,0,0,0,tampa bay times,2012,5,17,20120517,0.894566519,0.035271289,0.070162192,0.182067464,0.817932536,0.020802172,0.001226493,0.001862327,0.04524138,0.012078412,0.045790849,0.006315051,0.00405138,0.025916294,0.323661983,0.137523896,0.048943177,0.316556103,0.010030483,0
same-sex_marriage1.0-8239,0,0,0,tampa bay times,2012,5,17,20120517,0.731066614,0.187533218,0.081400168,0.057291515,0.942708485,0.054539213,0.001125397,0.069185727,0.005870367,0.275045282,0.261959775,0.055713652,0.001592523,0.042811579,0.028359175,0.023894443,0.01352623,0.124333619,0.042043018,0
same-sex_marriage1.0-824,0,0,0,denver post,2004,2,25,20040225,0.560537065,0.250955421,0.188507514,0.070215039,0.929784961,0.001196977,0.005045274,0.089795175,0.00704752,0.036003665,0.005992167,0.003949077,0.001030313,0.0008741,0.098843953,0.014316109,0.528573004,0.197245111,0.010087556,0
same-sex_marriage1.0-8241,0,0,1,washington post,2012,5,17,20120517,0.791640666,0.135599801,0.072759533,0.03613881,0.96386119,0.002010604,0.000809055,0.005509151,0.001985359,0.004630934,0.097046102,0.004299612,0.001078392,0.010366496,0.023566276,0.000306228,0.003616062,0.843407391,0.001368339,0
same-sex_marriage1.0-8242,0,0,0,atlanta journal and constitution,2012,5,16,20120516,0.599391903,0.244400812,0.156207285,0.970734824,0.029265176,0.053259897,0.00596764,0.123354476,0.077196642,0.025252436,0.061305422,0.007815019,0.001714805,0.007509374,0.203620024,0.043134149,0.036856765,0.320608089,0.032405261,0
same-sex_marriage1.0-8243,0,0,1,denver post,2012,5,16,20120516,0.55052519,0.32373157,0.125743241,0.004404331,0.995595669,0.002696484,0.00122306,0.019441994,0.030782316,0.018057749,0.003931169,0.004011776,0.001910287,0.004031484,0.001392563,0.032343601,0.796352467,0.080094724,0.003730326,0
same-sex_marriage1.0-8244,0,0,0,new york times,2012,5,16,20120516,0.577977285,0.272787368,0.149235347,0.398997862,0.601002138,0.019338213,0.02311566,0.221296046,0.09376183,0.056998807,0.087454338,0.05253361,0.000790188,0.014836241,0.072983817,0.085870277,0.191458532,0.035857487,0.043704953,0
same-sex_marriage1.0-8245,1,0,0,new york times,2012,5,16,20120516,0.63618871,0.10726678,0.256544511,0.040547602,0.959452398,0.001840706,0.001083929,0.003135878,0.011653376,0.001425247,0.001333036,0.005458044,0.000924792,0.0038976,0.018755983,0.014120931,0.010337038,0.922053076,0.003980365,0
same-sex_marriage1.0-8246,0,0,1,new york times,2012,5,16,20120516,0.630219232,0.301170996,0.068609773,0.260930016,0.739069984,0.002808422,0.009296502,0.003216399,0.02393615,0.055666371,0.027683996,0.005458158,0.003058294,0.002257646,0.011653149,0.062614429,0.737082169,0.05465769,0.000610625,0
same-sex_marriage1.0-8247,0,0,0,san jose mercury news,2012,5,16,20120516,0.599486147,0.175777271,0.224736582,0.017541569,0.982458431,0.004955698,0.000998531,0.005416285,0.019695877,0.000310892,0.117948013,0.008042034,0.003566605,0.001511125,0.004352239,0.002505483,0.005263181,0.824110575,0.001323462,0
same-sex_marriage1.0-8248,0,0,1,tampa bay times,2012,5,16,20120516,0.91768648,0.058676575,0.023636945,0.062550998,0.937449002,0.005791864,0.001261875,0.006945669,0.072767358,0.084556776,0.012403307,0.025205386,0.001212149,0.004265506,0.044132267,0.082065901,0.008864521,0.645000861,0.005526558,0
same-sex_marriage1.0-8249,0,0,1,usa today,2012,5,16,20120516,0.604203856,0.217237926,0.178558218,0.962929629,0.037070371,0.004576168,0.007243989,0.158035015,0.314392729,0.018037465,0.002438529,0.001840169,0.00056534,0.000773413,0.003069033,0.144368948,0.014366441,0.328169431,0.002123329,0
same-sex_marriage1.0-825,0,0,0,denver post,2004,2,25,20040225,0.171400482,0.22083872,0.607760798,0.056708266,0.943291734,0.000751608,0.000572848,0.013569394,0.001107285,0.013794202,0.004669634,0.000620141,0.000973341,0.001083885,0.0065199,0.000439951,0.001837509,0.950209221,0.003851081,0
same-sex_marriage1.0-8251,1,0,0,washington post,2012,5,16,20120516,0.866196815,0.067168182,0.066635003,0.998328071,0.001671929,0.001170785,0.00122873,0.229103455,0.003316403,0.011839789,0.000913655,0.003215775,0.000317502,0.001088169,0.313571663,0.376955212,0.022054124,0.032861629,0.002363109,0
same-sex_marriage1.0-8252,0,0,0,daily news,2012,5,15,20120515,0.534735996,0.188042284,0.27722172,0.005244384,0.994755616,0.006342825,0.001047346,0.005054839,0.008213905,0.008509888,0.063768453,0.02910955,0.002286404,0.008164429,0.008785922,0.003041722,0.006740129,0.842103932,0.006830657,0
same-sex_marriage1.0-8253,0,0,0,daily news,2012,5,15,20120515,0.830386095,0.111632253,0.057981653,0.519886518,0.480113482,0.011283829,0.001408045,0.012729806,0.047428868,0.005186837,0.000595663,0.005236798,0.000626502,0.005286691,0.07377733,0.065413042,0.016228119,0.748343704,0.006454768,0
same-sex_marriage1.0-8254,0,0,1,daily news,2012,5,15,20120515,0.777271094,0.121452577,0.101276329,0.019191026,0.980808974,0.099159766,0.001790729,0.058836549,0.143190282,0.030616059,0.00457605,0.003332495,0.001203853,0.005814972,0.02154669,0.083774056,0.073190771,0.469638,0.003329728,0
same-sex_marriage1.0-8255,0,0,0,denver post,2012,5,15,20120515,0.72763478,0.1150325,0.15733272,0.001941262,0.998058738,0.001239143,0.000539999,0.003019997,0.038479078,0.000336249,0.032562352,0.005123606,0.002630111,0.00129332,0.002166721,0.011375724,0.005516881,0.894823462,0.000893356,0
same-sex_marriage1.0-8256,0,0,0,denver post,2012,5,15,20120515,0.598003244,0.129452373,0.272544383,0.025170925,0.974829075,0.007154398,0.000707475,0.003326267,0.008269041,0.001553627,0.041168723,0.001565452,0.000636167,0.002029757,0.002660347,0.006080626,0.00666893,0.915834483,0.002344704,0
same-sex_marriage1.0-8257,0,0,0,denver post,2012,5,15,20120515,0.755863989,0.098625612,0.145510399,0.865259366,0.134740634,0.001708925,0.001560951,0.161925773,0.384698431,0.062420048,0.134886387,0.002506837,0.001280188,0.006363297,0.028976307,0.040207013,0.073651764,0.092297725,0.007516354,0
same-sex_marriage1.0-8258,0,0,1,new york times,2012,5,15,20120515,0.745405448,0.114378604,0.140215948,0.011598619,0.988401381,0.014139976,0.017454289,0.010301576,0.104223526,0.515746547,0.098657352,0.006540508,0.001455882,0.009170237,0.042339149,0.002934022,0.085731487,0.037462288,0.053843163,0
same-sex_marriage1.0-8259,0,0,0,new york times,2012,5,15,20120515,0.697818888,0.156866508,0.145314604,0.00181575,0.99818425,0.00132797,0.000575347,0.000584043,0.002041725,0.00075898,0.025195637,0.001761801,0.00138734,0.000751112,0.00063025,0.002662358,0.006955583,0.95450037,0.000867484,0
same-sex_marriage1.0-826,0,0,0,denver post,2004,2,25,20040225,0.536518274,0.140897083,0.322584643,0.016040865,0.983959135,0.008336539,0.000809167,0.016781027,0.057950939,0.003640682,0.00832185,0.002099121,0.000861074,0.003584769,0.25548283,0.260621047,0.001245093,0.378471196,0.001794668,0
same-sex_marriage1.0-8260,0,0,1,new york times,2012,5,15,20120515,0.847638208,0.133096802,0.01926499,0.098921857,0.901078143,0.005517539,0.001567315,0.005559536,0.04866274,0.004199183,0.005911851,0.001000672,0.000908619,0.000288371,0.013591685,0.244224315,0.028676019,0.63697237,0.002919785,0
same-sex_marriage1.0-8261,0,0,0,new york times,2012,5,15,20120515,0.367967134,0.413033209,0.218999657,0.050744277,0.949255723,0.002406243,0.000781156,0.004028642,0.012488344,0.006512247,0.001803258,0.001718612,0.000706752,0.001521669,0.001369865,0.025472986,0.186920491,0.75307669,0.001193045,0
same-sex_marriage1.0-8262,0,0,0,new york times,2012,5,15,20120515,0.527916703,0.330835426,0.141247871,0.31820024,0.68179976,0.003430413,0.000741146,0.048836093,0.013230614,0.004140039,0.003062762,0.002434047,0.005146007,0.003254149,0.002426834,0.013327891,0.453744654,0.442845175,0.003380176,0
same-sex_marriage1.0-8263,0,0,0,palm beach post,2012,5,15,20120515,0.781606584,0.138892835,0.079500581,0.125433736,0.874566264,0.221649305,0.013925852,0.008615934,0.005111305,0.194837888,0.041941156,0.005261955,0.003086098,0.010398228,0.119934529,0.259113847,0.052544372,0.042315378,0.021264153,0
same-sex_marriage1.0-8264,0,0,0,san jose mercury news,2012,5,15,20120515,0.765406205,0.189001429,0.045592366,0.003546823,0.996453177,0.00967331,0.00090784,0.681056459,0.001815767,0.204303176,0.00046484,0.003810098,0.000759597,0.002177724,0.017997731,0.052914918,0.017966608,0.002846545,0.003305388,0
same-sex_marriage1.0-8265,0,0,1,saint paul pioneer press,2012,5,15,20120515,0.920313807,0.06563625,0.014049943,0.684230805,0.315769195,0.000714143,0.00069974,0.002196257,0.202255502,0.016848771,0.002500906,0.000886697,0.004138072,0.001801155,0.007231385,0.023325238,0.493981652,0.242601973,0.000818507,0
same-sex_marriage1.0-8266,0,0,1,tampa bay times,2012,5,15,20120515,0.649075228,0.239173304,0.111751468,0.089904223,0.910095777,0.002189062,0.000754278,0.012716977,0.034099546,0.006243483,0.002509839,0.000377255,0.001793658,0.00219339,0.010938362,0.025971979,0.024185788,0.866545264,0.00948112,0
same-sex_marriage1.0-8267,0,0,1,usa today,2012,5,15,20120515,0.624416592,0.16201085,0.213572557,0.002669475,0.997330525,0.1154641,0.000909955,0.002472862,0.05389419,0.016141513,0.099283595,0.004452979,0.001460194,0.003666496,0.00153025,0.000640304,0.006876427,0.44267186,0.250535274,0
same-sex_marriage1.0-8268,0,0,0,usa today,2012,5,15,20120515,0.561394555,0.334610379,0.103995065,0.004950863,0.995049137,0.003385956,0.000898668,0.030678422,0.175519083,0.004351052,0.005547048,0.002604289,0.00100903,0.000235348,0.012534298,0.022387883,0.006593975,0.732471961,0.001782988,0
same-sex_marriage1.0-827,0,0,0,denver post,2004,2,25,20040225,0.60028544,0.238724929,0.160989631,0.981017893,0.018982107,0.00156162,0.000529754,0.522523709,0.004815946,0.008120595,0.00591698,0.011598828,0.002580216,0.002825748,0.123732606,0.19379923,0.06010674,0.05913635,0.002751677,0
same-sex_marriage1.0-8270,0,0,1,washington post,2012,5,15,20120515,0.307382454,0.402081155,0.290536391,0.004853439,0.995146561,0.005689146,0.000739284,0.013749742,0.005676133,0.006696699,0.000782592,0.005249261,0.002879151,0.001751785,0.008643264,0.011233067,0.884562306,0.03887384,0.013473729,0
same-sex_marriage1.0-8271,0,0,0,atlanta journal and constitution,2012,5,14,20120514,0.498482898,0.282288212,0.21922889,0.181466823,0.818533178,0.013902534,0.001607823,0.381605475,0.009556944,0.009635499,0.002868663,0.003469511,0.001097011,0.004494887,0.001124802,0.05007336,0.493449113,0.010476023,0.016638356,0
same-sex_marriage1.0-8272,0,0,1,daily news,2012,5,14,20120514,0.747305242,0.12325418,0.129440578,0.525866764,0.474133236,0.004976981,0.001256273,0.076876913,0.089272109,0.021607353,0.014887139,0.005427516,0.001129649,0.003393819,0.011722493,0.559529363,0.024207292,0.183584749,0.002128349,0
same-sex_marriage1.0-8273,0,0,0,denver post,2012,5,14,20120514,0.394539116,0.323940525,0.281520359,0.008916891,0.991083109,0.003587594,0.000704178,0.005509441,0.000927866,0.001174093,0.010761565,0.002909122,0.00057752,0.000533944,0.000895398,0.002098101,0.116851794,0.850820561,0.002648824,0
same-sex_marriage1.0-8274,0,0,1,denver post,2012,5,14,20120514,0.40535454,0.353776316,0.240869145,0.018404971,0.981595029,0.002527815,0.000549432,0.902507106,0.003968349,0.001717991,0.006458491,0.001388612,0.000617877,0.00107201,0.000967979,0.006935998,0.044502579,0.025124458,0.001661304,0
same-sex_marriage1.0-8275,0,0,1,new york times,2012,5,14,20120514,0.357526836,0.451118381,0.191354783,0.010202914,0.989797086,0.008117454,0.000709135,0.583629295,0.003041297,0.000284627,0.001644872,0.028003376,0.000797475,0.001481588,0.002960686,0.114518658,0.019171906,0.23411193,0.001527704,0
same-sex_marriage1.0-8276,0,0,0,new york times,2012,5,14,20120514,0.854468299,0.109142438,0.036389264,0.006840308,0.993159692,0.002173618,0.006098172,0.002971578,0.127674771,0.004881239,0.002111908,0.001179046,0.001034097,0.002413249,0.03839787,0.032437571,0.012121744,0.765853985,0.000651152,0
