,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
Tobacco1.0-3282,0,0,1,washington post,1999,1,17,19990117,13
Tobacco1.0-23262,0,0,1,washington post,2000,7,11,20000711,4
Tobacco1.0-4426,0,0,1,philadelphia inquirer,2005,2,28,20050228,13
Tobacco1.0-13443,0,0,1,new york times,1997,8,8,19970808,10
Tobacco1.0-3737,0,0,1,san jose mercury news,2000,1,11,20000111,4
Tobacco1.0-2643,0,0,1,new york times,1998,1,28,19980128,5
Tobacco1.0-6103,0,0,1,st. louis post-dispatch,2010,3,10,20100310,5
Tobacco1.0-3519,0,0,1,washington post,2000,3,2,20000302,0
Tobacco1.0-14225,0,1,0,saint paul pioneer press,1997,11,14,19971114,12
Tobacco1.0-8273,0,0,1,san jose mercury news,1996,5,29,19960529,4
Tobacco1.0-23007,0,0,1,daily news,2000,8,25,20000825,10
Tobacco1.0-8275,0,1,0,atlanta journal and constitution,1996,5,28,19960528,5
Tobacco1.0-1464,0,1,0,denver post,1995,2,26,19950226,6
Tobacco1.0-7958,0,0,1,palm beach post,1995,6,17,19950617,4
Tobacco1.0-9026,0,0,1,st. louis post-dispatch,1992,12,23,19921223,4
Tobacco1.0-26172,0,0,1,st. louis post-dispatch,2007,6,2,20070602,5
Tobacco1.0-24662,0,0,1,washington post,2003,11,21,20031121,12
Tobacco1.0-4397,0,0,1,philadelphia inquirer,2005,3,8,20050308,5
Tobacco1.0-4394,0,0,1,atlanta journal and constitution,2005,3,8,20050308,12
Tobacco1.0-22840,0,0,1,st. petersburg times,2000,4,8,20000408,8
Tobacco1.0-3609,0,0,1,denver post,2000,2,7,20000207,10
Tobacco1.0-9707,0,0,1,atlanta journal and constitution,1996,7,28,19960728,10
Tobacco1.0-4552,0,0,1,saint paul pioneer press,2005,1,27,20050127,12
Tobacco1.0-22572,0,0,1,st. petersburg times,2000,6,6,20000606,4
Tobacco1.0-8653,0,0,1,new york times,1996,4,7,19960407,0
Tobacco1.0-10590,0,0,1,st. louis post-dispatch,1993,10,21,19931021,10
Tobacco1.0-8874,0,0,1,st. louis post-dispatch,1991,10,5,19911005,12
Tobacco1.0-4559,0,0,1,st. petersburg times,2005,1,25,20050125,5
Tobacco1.0-8871,0,0,1,atlanta journal and constitution,1991,10,5,19911005,0
Tobacco1.0-772,0,0,1,st. petersburg times,1993,3,4,19930304,8
Tobacco1.0-23714,0,0,1,st. louis post-dispatch,2003,6,21,20030621,9
Tobacco1.0-9099,0,0,1,st. petersburg times,1992,11,20,19921120,9
Tobacco1.0-22290,0,0,1,washington post,2011,9,27,20110927,8
Tobacco1.0-14457,0,1,0,st. louis post-dispatch,1998,2,10,19980210,0
Tobacco1.0-778,0,0,1,usa today,1993,3,2,19930302,0
Tobacco1.0-2862,0,0,1,washington post,1998,1,2,19980102,5
Tobacco1.0-24115,0,0,1,st. petersburg times,2003,4,4,20030404,4
Tobacco1.0-23709,0,0,1,san jose mercury news,2003,6,24,20030624,8
Tobacco1.0-570,0,0,1,atlanta journal and constitution,1991,1,11,19910111,9
Tobacco1.0-8479,0,0,1,washington post,1996,5,1,19960501,4
Tobacco1.0-24597,0,0,1,san jose mercury news,2003,12,18,20031218,5
Tobacco1.0-22674,0,1,0,herald-sun,2000,5,16,20000516,0
Tobacco1.0-22847,0,0,1,washington post,2000,4,7,20000407,0
Tobacco1.0-27394,0,0,1,washington post,1992,2,12,19920212,0
Tobacco1.0-27395,0,0,1,atlanta journal and constitution,1992,2,11,19920211,5
Tobacco1.0-7338,0,0,1,palm beach post,1993,6,3,19930603,5
Tobacco1.0-9141,0,1,0,new york times,1992,11,8,19921108,4
Tobacco1.0-10328,0,0,1,atlanta journal and constitution,1995,10,7,19951007,6
Tobacco1.0-26357,0,0,1,washington post,2012,11,26,20121126,11
Tobacco1.0-19518,0,1,0,st. louis post-dispatch,2002,9,24,20020924,10
Tobacco1.0-15477,0,0,1,washington post,1998,10,14,19981014,8
Tobacco1.0-23144,0,0,1,saint paul pioneer press,2000,7,24,20000724,8
Tobacco1.0-16410,0,0,1,san jose mercury news,1999,7,28,19990728,5
Tobacco1.0-9672,0,0,1,herald-sun,1995,7,9,19950709,10
Tobacco1.0-174,0,1,0,st. louis post-dispatch,1990,8,9,19900809,5
Tobacco1.0-10134,0,0,1,daily news,1995,11,21,19951121,4
Tobacco1.0-9294,0,0,1,new york times,1995,8,28,19950828,0
Tobacco1.0-25885,0,0,1,washington post,2007,11,18,20071118,8
Tobacco1.0-9290,0,0,1,denver post,1995,8,28,19950828,0
Tobacco1.0-2230,0,0,1,daily news,1997,3,20,19970320,0
Tobacco1.0-20610,0,0,1,atlanta journal and constitution,2005,6,30,20050630,5
Tobacco1.0-17833,0,1,0,san jose mercury news,2000,11,16,20001116,9
Tobacco1.0-9298,0,0,1,palm beach post,1995,8,27,19950827,8
Tobacco1.0-17835,0,0,1,san jose mercury news,2000,11,15,20001115,6
Tobacco1.0-9055,0,0,1,palm beach post,1992,12,11,19921211,8
Tobacco1.0-318,0,0,1,new york times,1991,5,21,19910521,8
Tobacco1.0-9058,0,0,1,washington post,1992,12,11,19921211,8
Tobacco1.0-20295,0,0,1,herald-sun,2004,5,28,20040528,8
Tobacco1.0-8776,0,0,1,palm beach post,1991,11,19,19911119,9
Tobacco1.0-9143,0,0,1,new york times,1992,11,8,19921108,10
Tobacco1.0-18007,0,0,1,san jose mercury news,2001,12,19,20011219,4
Tobacco1.0-15502,0,0,1,san jose mercury news,1998,10,9,19981009,10
Tobacco1.0-20929,0,0,1,st. louis post-dispatch,2005,12,18,20051218,11
Tobacco1.0-7492,0,0,1,san jose mercury news,1994,6,21,19940621,8
Tobacco1.0-15058,0,0,1,atlanta journal and constitution,1998,6,11,19980611,10
Tobacco1.0-14053,0,0,1,new york times,1997,12,17,19971217,5
Tobacco1.0-8382,0,0,1,denver post,1996,5,11,19960511,5
Tobacco1.0-14055,0,0,1,philadelphia inquirer,1997,12,17,19971217,0
Tobacco1.0-9909,0,0,1,washington post,1996,6,27,19960627,5
Tobacco1.0-4172,0,0,1,herald-sun,2002,2,12,20020212,0
Tobacco1.0-7301,0,0,1,st. louis post-dispatch,1993,6,16,19930616,10
Tobacco1.0-9906,0,0,1,daily news,1996,6,27,19960627,10
Tobacco1.0-16987,0,0,1,herald-sun,1998,3,29,19980329,4
Tobacco1.0-9902,0,0,1,st. petersburg times,1996,6,28,19960628,4
Tobacco1.0-11135,0,0,1,herald-sun,1996,9,5,19960905,2
Tobacco1.0-26990,0,0,1,st. louis post-dispatch,1990,4,30,19900430,5
Tobacco1.0-14833,0,0,1,philadelphia inquirer,1998,5,1,19980501,12
Tobacco1.0-8703,0,0,1,atlanta journal and constitution,1991,12,30,19911230,10
Tobacco1.0-25085,0,0,1,new york times,2006,7,30,20060730,1
Tobacco1.0-2586,0,0,1,herald-sun,1997,1,8,19970108,5
Tobacco1.0-21523,0,0,1,palm beach post,2008,8,6,20080806,4
Tobacco1.0-15703,0,0,1,washington post,1998,12,1,19981201,4
Tobacco1.0-14903,0,0,1,saint paul pioneer press,1998,6,23,19980623,12
Tobacco1.0-406,0,0,1,palm beach post,1991,4,8,19910408,0
Tobacco1.0-5177,0,0,1,washington post,2007,1,14,20070114,8
Tobacco1.0-795,0,0,1,atlanta journal and constitution,1993,2,25,19930225,10
Tobacco1.0-7109,0,0,1,atlanta journal and constitution,1992,5,1,19920501,10
Tobacco1.0-1110,0,0,1,atlanta journal and constitution,1994,3,6,19940306,8
Tobacco1.0-7106,0,0,1,palm beach post,1992,5,2,19920502,8
Tobacco1.0-26242,0,0,1,st. louis post-dispatch,2007,5,8,20070508,4
Tobacco1.0-14633,0,0,1,herald-sun,1998,5,20,19980520,12
Tobacco1.0-20724,0,0,1,palm beach post,2005,6,3,20050603,0
Tobacco1.0-3545,0,0,1,washington post,2000,2,24,20000224,10
Tobacco1.0-14638,0,0,1,philadelphia inquirer,1998,5,20,19980520,0
Tobacco1.0-13682,0,0,1,palm beach post,1997,10,7,19971007,0
Tobacco1.0-15432,0,1,0,saint paul pioneer press,1998,10,24,19981024,5
Tobacco1.0-10868,0,0,1,denver post,1994,11,3,19941103,12
Tobacco1.0-10869,0,0,1,palm beach post,1994,11,3,19941103,0
Tobacco1.0-14839,0,0,1,daily news,1998,6,30,19980630,6
Tobacco1.0-9578,0,0,1,usa today,1995,7,26,19950726,5
Tobacco1.0-14837,0,0,1,atlanta journal and constitution,1998,6,30,19980630,6
Tobacco1.0-11834,0,0,1,st. petersburg times,1996,10,13,19961013,10
Tobacco1.0-21417,0,0,1,new york times,2008,10,28,20081028,12
Tobacco1.0-11835,0,0,1,st. petersburg times,1996,10,13,19961013,5
Tobacco1.0-17348,0,0,1,saint paul pioneer press,1998,9,7,19980907,8
Tobacco1.0-5289,0,1,0,philadelphia inquirer,2009,6,3,20090603,9
Tobacco1.0-2420,0,0,1,st. petersburg times,1997,2,12,19970212,6
Tobacco1.0-12249,0,1,0,san jose mercury news,1997,5,30,19970530,9
Tobacco1.0-5282,0,0,1,washington post,2009,6,7,20090607,6
Tobacco1.0-6558,0,0,1,new york times,2012,6,7,20120607,0
Tobacco1.0-17234,0,0,1,saint paul pioneer press,1998,3,4,19980304,12
Tobacco1.0-6410,0,0,1,san jose mercury news,2011,3,8,20110308,5
Tobacco1.0-13207,0,0,1,new york times,1997,8,31,19970831,4
Tobacco1.0-13208,0,0,1,palm beach post,1997,8,31,19970831,0
Tobacco1.0-18478,0,0,1,washington post,2001,6,7,20010607,5
Tobacco1.0-1078,0,0,1,new york times,1994,3,11,19940311,8
Tobacco1.0-26669,0,1,0,san jose mercury news,2013,5,31,20130531,9
Tobacco1.0-4848,0,0,1,new york times,2006,1,19,20060119,0
Tobacco1.0-751,0,0,1,st. louis post-dispatch,1993,3,12,19930312,5
Tobacco1.0-5155,0,0,1,st. louis post-dispatch,2007,1,21,20070121,5
Tobacco1.0-20435,0,0,1,new york times,2004,4,25,20040425,8
Tobacco1.0-25156,0,0,1,saint paul pioneer press,2006,7,7,20060707,4
Tobacco1.0-25157,0,0,1,st. petersburg times,2006,7,7,20060707,4
Tobacco1.0-6980,0,0,1,new york times,1992,6,17,19920617,5
Tobacco1.0-5913,0,0,1,new york times,2008,1,13,20080113,8
Tobacco1.0-5912,0,0,1,new york times,2008,1,15,20080115,5
Tobacco1.0-15678,0,0,1,philadelphia inquirer,1998,12,4,19981204,0
Tobacco1.0-8959,0,0,1,washington post,1991,8,7,19910807,5
Tobacco1.0-10792,0,0,1,usa today,1994,11,29,19941129,0
Tobacco1.0-9575,0,0,1,new york times,1995,7,26,19950726,4
Tobacco1.0-13519,0,0,1,washington post,1997,8,1,19970801,8
Tobacco1.0-19325,0,0,1,new york times,2002,11,11,20021111,0
Tobacco1.0-14643,0,0,1,washington post,1998,5,20,19980520,12
Tobacco1.0-1796,0,0,1,saint paul pioneer press,1996,3,14,19960314,4
Tobacco1.0-16180,0,0,1,philadelphia inquirer,1999,9,24,19990924,4
Tobacco1.0-3387,0,1,0,washington post,2000,3,28,20000328,4
Tobacco1.0-9015,0,0,1,st. petersburg times,1992,12,30,19921230,8
Tobacco1.0-17160,0,0,1,st. petersburg times,1998,3,11,19980311,4
Tobacco1.0-7738,0,0,1,new york times,1994,4,30,19940430,2
Tobacco1.0-20791,0,0,1,denver post,2005,5,10,20050510,12
Tobacco1.0-17163,0,1,0,washington post,1998,3,11,19980311,5
Tobacco1.0-2376,0,0,1,saint paul pioneer press,1997,2,19,19970219,6
Tobacco1.0-5593,0,0,1,st. petersburg times,2008,6,22,20080622,0
Tobacco1.0-13060,0,0,1,new york times,1997,7,17,19970717,10
Tobacco1.0-5591,0,0,1,st. petersburg times,2008,6,24,20080624,0
Tobacco1.0-17582,0,0,1,washington post,1998,7,19,19980719,12
Tobacco1.0-17586,0,0,1,denver post,1998,7,17,19980717,4
Tobacco1.0-17587,0,0,1,palm beach post,1998,7,17,19980717,0
Tobacco1.0-22667,0,0,1,st. petersburg times,2000,5,18,20000518,4
Tobacco1.0-6480,0,0,1,daily news,2011,2,2,20110202,12
Tobacco1.0-6484,0,0,1,new york times,2011,1,31,20110131,5
Tobacco1.0-14120,0,0,1,new york times,1997,12,7,19971207,0
Tobacco1.0-4391,0,0,1,st. louis post-dispatch,2005,3,10,20050310,12
Tobacco1.0-5350,0,0,1,st. petersburg times,2009,4,22,20090422,4
Tobacco1.0-21255,0,0,1,saint paul pioneer press,2005,8,14,20050814,0
Tobacco1.0-6943,0,0,1,palm beach post,1992,6,25,19920625,4
Tobacco1.0-5355,0,0,1,saint paul pioneer press,2009,4,20,20090420,8
Tobacco1.0-924,0,0,1,st. louis post-dispatch,1993,1,14,19930114,4
Tobacco1.0-26570,0,0,1,saint paul pioneer press,2013,8,9,20130809,0
Tobacco1.0-19786,0,0,1,washington post,2004,10,21,20041021,0
Tobacco1.0-26619,0,0,1,usa today,2013,7,9,20130709,8
Tobacco1.0-25524,0,0,1,new york times,2006,12,12,20061212,5
Tobacco1.0-1851,0,1,0,palm beach post,1996,3,2,19960302,4
Tobacco1.0-25528,0,0,1,st. petersburg times,2006,12,10,20061210,5
Tobacco1.0-5824,0,0,1,philadelphia inquirer,2008,3,3,20080303,5
Tobacco1.0-5820,0,0,1,saint paul pioneer press,2008,3,5,20080305,5
Tobacco1.0-16369,0,0,1,st. louis post-dispatch,1999,8,11,19990811,5
Tobacco1.0-593,0,0,1,st. louis post-dispatch,1993,4,28,19930428,0
Tobacco1.0-17760,0,0,1,philadelphia inquirer,2000,12,7,20001207,12
Tobacco1.0-2052,0,0,1,st. louis post-dispatch,1996,1,18,19960118,5
Tobacco1.0-26945,0,0,1,st. louis post-dispatch,1990,5,28,19900528,6
Tobacco1.0-23615,0,0,1,st. louis post-dispatch,2003,1,20,20030120,5
Tobacco1.0-8410,0,0,1,palm beach post,1996,5,7,19960507,12
Tobacco1.0-16361,0,0,1,st. petersburg times,1999,8,13,19990813,4
Tobacco1.0-12338,0,0,1,atlanta journal and constitution,1997,5,22,19970522,8
Tobacco1.0-4880,0,0,1,saint paul pioneer press,2006,1,11,20060111,5
Tobacco1.0-12423,0,0,1,atlanta journal and constitution,1997,5,12,19970512,6
Tobacco1.0-16961,0,0,1,new york times,1998,3,31,19980331,5
Tobacco1.0-12421,0,0,1,herald-sun,1997,5,13,19970513,4
Tobacco1.0-7609,0,0,1,new york times,1994,5,29,19940529,4
Tobacco1.0-2848,0,0,1,saint paul pioneer press,1998,1,4,19980104,5
Tobacco1.0-17287,0,1,0,herald-sun,1998,9,21,19980921,6
Tobacco1.0-596,0,0,1,washington post,1993,4,27,19930427,0
Tobacco1.0-8038,0,0,1,daily news,1995,5,27,19950527,8
Tobacco1.0-2740,0,0,1,atlanta journal and constitution,1998,1,16,19980116,4
Tobacco1.0-23155,0,0,1,st. louis post-dispatch,2000,7,23,20000723,6
Tobacco1.0-23386,0,0,1,philadelphia inquirer,2003,3,19,20030319,6
Tobacco1.0-7897,0,0,1,new york times,1994,4,3,19940403,8
Tobacco1.0-8416,0,0,1,daily news,1996,5,6,19960506,10
Tobacco1.0-1292,0,0,1,st. petersburg times,1994,1,13,19940113,11
Tobacco1.0-7084,0,0,1,atlanta journal and constitution,1992,5,14,19920514,8
Tobacco1.0-18673,0,0,1,new york times,2002,8,27,20020827,5
Tobacco1.0-11359,0,0,1,new york times,1996,8,18,19960818,6
Tobacco1.0-18672,0,0,1,daily news,2002,8,28,20020828,9
Tobacco1.0-19250,0,0,1,washington post,2002,12,7,20021207,0
Tobacco1.0-19251,0,0,1,st. louis post-dispatch,2002,12,6,20021206,0
Tobacco1.0-2562,0,0,1,st. louis post-dispatch,1997,1,16,19970116,10
Tobacco1.0-8881,0,0,1,new york times,1991,9,30,19910930,0
Tobacco1.0-6568,0,0,1,san jose mercury news,2012,6,1,20120601,8
Tobacco1.0-9979,0,0,1,st. louis post-dispatch,1996,6,9,19960609,10
Tobacco1.0-8888,0,0,1,atlanta journal and constitution,1991,9,22,19910922,0
Tobacco1.0-11213,0,0,1,herald-sun,1996,8,29,19960829,0
Tobacco1.0-7550,0,0,1,denver post,1994,6,8,19940608,8
Tobacco1.0-14620,0,0,1,philadelphia inquirer,1998,5,21,19980521,12
Tobacco1.0-7519,0,0,1,san jose mercury news,1994,6,15,19940615,12
Tobacco1.0-18819,0,1,0,new york times,2002,7,8,20020708,0
Tobacco1.0-3038,0,0,1,philadelphia inquirer,1999,3,3,19990303,0
Tobacco1.0-27274,0,0,1,atlanta journal and constitution,1992,3,20,19920320,8
Tobacco1.0-24940,0,0,1,st. louis post-dispatch,2004,1,13,20040113,5
Tobacco1.0-11509,0,1,0,st. louis post-dispatch,1996,12,16,19961216,10
Tobacco1.0-7512,0,0,1,atlanta journal and constitution,1994,6,16,19940616,5
Tobacco1.0-25417,0,0,1,denver post,2006,4,18,20060418,12
Tobacco1.0-25411,0,0,1,philadelphia inquirer,2006,4,19,20060419,0
Tobacco1.0-11691,0,0,1,new york times,1996,11,8,19961108,8
Tobacco1.0-26768,0,0,1,washington post,2013,3,29,20130329,8
Tobacco1.0-20903,0,1,0,philadelphia inquirer,2005,12,29,20051229,8
Tobacco1.0-15277,0,0,1,washington post,1998,11,18,19981118,10
Tobacco1.0-9357,0,0,1,san jose mercury news,1995,8,21,19950821,8
Tobacco1.0-15414,0,0,1,new york times,1998,10,28,19981028,0
Tobacco1.0-7995,0,0,1,new york times,1995,6,7,19950607,0
Tobacco1.0-25729,0,0,1,usa today,2006,10,4,20061004,8
Tobacco1.0-2744,0,1,0,palm beach post,1998,1,16,19980116,12
Tobacco1.0-23659,0,0,1,herald-sun,2003,1,7,20030107,0
Tobacco1.0-4961,0,0,1,herald-sun,2007,3,20,20070320,5
Tobacco1.0-3294,0,0,1,st. petersburg times,1999,1,15,19990115,10
Tobacco1.0-4969,0,0,1,new york times,2007,3,17,20070317,4
Tobacco1.0-3291,0,0,1,philadelphia inquirer,1999,1,15,19990115,0
Tobacco1.0-19424,0,0,1,st. petersburg times,2002,10,16,20021016,0
Tobacco1.0-4416,0,0,1,st. louis post-dispatch,2005,3,2,20050302,8
Tobacco1.0-23270,0,0,1,new york times,2000,7,9,20000709,5
Tobacco1.0-3726,0,0,1,saint paul pioneer press,2000,1,12,20000112,12
Tobacco1.0-25700,0,0,1,daily news,2006,10,12,20061012,4
Tobacco1.0-9962,0,0,1,new york times,1996,6,14,19960614,12
Tobacco1.0-4418,0,0,1,atlanta journal and constitution,2005,3,1,20050301,12
Tobacco1.0-25707,0,0,1,saint paul pioneer press,2006,10,12,20061012,8
Tobacco1.0-8995,0,0,1,new york times,1991,7,13,19910713,8
Tobacco1.0-25235,0,0,1,philadelphia inquirer,2006,6,21,20060621,5
Tobacco1.0-9091,0,1,0,usa today,1992,11,24,19921124,5
Tobacco1.0-2101,0,1,0,atlanta journal and constitution,1996,1,3,19960103,8
Tobacco1.0-7467,0,0,1,san jose mercury news,1994,6,23,19940623,2
Tobacco1.0-11030,0,0,1,palm beach post,1996,9,22,19960922,5
Tobacco1.0-3504,0,0,1,new york times,2000,3,4,20000304,0
Tobacco1.0-3505,0,0,1,new york times,2000,3,4,20000304,4
Tobacco1.0-3502,0,0,1,washington post,2000,3,5,20000305,2
Tobacco1.0-23018,0,0,1,saint paul pioneer press,2000,8,22,20000822,8
Tobacco1.0-15268,0,0,1,philadelphia inquirer,1998,11,18,19981118,0
Tobacco1.0-27072,0,0,1,st. louis post-dispatch,1990,3,1,19900301,5
Tobacco1.0-23013,0,0,1,st. louis post-dispatch,2000,8,25,20000825,10
Tobacco1.0-7860,0,0,1,usa today,1994,4,12,19940412,0
Tobacco1.0-8269,0,0,1,herald-sun,1996,5,29,19960529,0
Tobacco1.0-24059,0,0,1,new york times,2003,4,10,20030410,10
Tobacco1.0-25233,0,0,1,saint paul pioneer press,2006,6,22,20060622,8
Tobacco1.0-24722,0,0,1,daily news,2004,3,30,20040330,12
Tobacco1.0-2248,0,0,1,st. petersburg times,1997,3,19,19970319,12
Tobacco1.0-2221,0,0,1,san jose mercury news,1997,3,21,19970321,0
Tobacco1.0-26146,0,0,1,saint paul pioneer press,2007,6,21,20070621,5
Tobacco1.0-24615,0,0,1,new york times,2003,12,12,20031212,0
Tobacco1.0-9150,0,0,1,st. louis post-dispatch,1992,11,6,19921106,4
Tobacco1.0-26143,0,0,1,new york times,2007,6,22,20070622,10
Tobacco1.0-26141,0,0,1,st. louis post-dispatch,2007,6,25,20070625,0
Tobacco1.0-27493,0,0,1,st. louis post-dispatch,1992,1,3,19920103,5
Tobacco1.0-24619,0,0,1,daily news,2003,12,11,20031211,6
Tobacco1.0-26388,0,0,1,san jose mercury news,2012,11,7,20121107,9
Tobacco1.0-4562,0,0,1,atlanta journal and constitution,2005,1,23,20050123,0
Tobacco1.0-15695,0,1,0,new york times,1998,12,2,19981202,10
Tobacco1.0-4566,0,0,1,san jose mercury news,2005,1,22,20050122,4
Tobacco1.0-3612,0,0,1,saint paul pioneer press,2000,2,7,20000207,5
Tobacco1.0-3341,0,0,1,washington post,1999,1,5,19990105,4
Tobacco1.0-8647,0,0,1,st. petersburg times,1996,4,8,19960408,8
Tobacco1.0-9117,0,0,1,atlanta journal and constitution,1992,11,17,19921117,10
Tobacco1.0-2819,0,0,1,san jose mercury news,1998,1,8,19980108,6
Tobacco1.0-2818,0,0,1,philadelphia inquirer,1998,1,8,19980108,6
Tobacco1.0-9112,0,1,0,st. petersburg times,1992,11,18,19921118,8
Tobacco1.0-4343,0,0,1,san jose mercury news,2005,3,20,20050320,0
Tobacco1.0-24437,0,1,0,washington post,2003,7,29,20030729,4
Tobacco1.0-24122,0,0,1,st. louis post-dispatch,2003,4,3,20030403,0
Tobacco1.0-21769,0,0,1,new york times,2009,8,25,20090825,0
Tobacco1.0-15199,0,0,1,atlanta journal and constitution,1998,11,21,19981121,0
Tobacco1.0-25381,0,0,1,philadelphia inquirer,2006,5,1,20060501,4
Tobacco1.0-9635,0,1,0,new york times,1995,7,16,19950716,5
Tobacco1.0-9008,0,0,1,atlanta journal and constitution,1991,7,5,19910705,8
Tobacco1.0-15865,0,1,0,new york times,1999,5,30,19990530,10
Tobacco1.0-27380,0,0,1,atlanta journal and constitution,1992,2,18,19920218,8
Tobacco1.0-27384,0,0,1,st. petersburg times,1992,2,17,19920217,0
Tobacco1.0-719,0,0,1,new york times,1993,3,21,19930321,8
Tobacco1.0-12017,0,0,1,st. petersburg times,1997,4,22,19970422,8
Tobacco1.0-9590,0,0,1,daily news,1995,7,24,19950724,4
Tobacco1.0-9597,0,0,1,philadelphia inquirer,1995,7,23,19950723,12
Tobacco1.0-18748,0,0,1,daily news,2002,8,6,20020806,0
Tobacco1.0-9609,0,0,1,denver post,1995,7,20,19950720,10
Tobacco1.0-7569,0,0,1,usa today,1994,6,6,19940606,12
Tobacco1.0-15998,0,1,0,st. louis post-dispatch,1999,4,27,19990427,4
Tobacco1.0-15995,0,0,1,philadelphia inquirer,1999,4,27,19990427,4
Tobacco1.0-20600,0,0,1,st. louis post-dispatch,2005,7,2,20050702,5
Tobacco1.0-896,0,0,1,st. louis post-dispatch,1993,1,28,19930128,4
Tobacco1.0-16118,0,0,1,st. louis post-dispatch,1999,4,7,19990407,8
Tobacco1.0-17823,0,0,1,new york times,2000,11,21,20001121,8
Tobacco1.0-21735,0,0,1,washington post,2009,9,17,20090917,0
Tobacco1.0-21736,0,0,1,new york times,2009,9,16,20090916,11
Tobacco1.0-21737,0,0,1,philadelphia inquirer,2009,9,16,20090916,12
Tobacco1.0-2513,0,0,1,herald-sun,1997,1,25,19970125,4
Tobacco1.0-12163,0,0,1,st. louis post-dispatch,1997,4,8,19970408,8
Tobacco1.0-9029,0,0,1,washington post,1992,12,23,19921223,8
Tobacco1.0-21764,0,0,1,st. louis post-dispatch,2009,8,28,20090828,12
Tobacco1.0-2928,0,1,0,atlanta journal and constitution,1999,3,19,19990319,4
Tobacco1.0-15519,0,0,1,saint paul pioneer press,1998,10,4,19981004,5
Tobacco1.0-20284,0,1,0,washington post,2004,6,3,20040603,5
Tobacco1.0-6306,0,0,1,san jose mercury news,2011,5,12,20110512,5
Tobacco1.0-9876,0,0,1,new york times,1996,6,30,19960630,9
Tobacco1.0-19600,0,0,1,herald-sun,2004,12,23,20041223,4
Tobacco1.0-20938,0,0,1,philadelphia inquirer,2005,12,16,20051216,0
Tobacco1.0-24869,0,0,1,new york times,2004,2,11,20040211,12
Tobacco1.0-2517,0,1,0,st. petersburg times,1997,1,25,19970125,4
Tobacco1.0-14024,0,0,1,san jose mercury news,1997,12,21,19971221,4
Tobacco1.0-4186,0,0,1,washington post,2002,2,7,20020207,8
Tobacco1.0-10012,0,0,1,denver post,1995,12,29,19951229,8
Tobacco1.0-18410,0,0,1,daily news,2001,6,23,20010623,4
Tobacco1.0-18268,0,0,1,st. petersburg times,2001,8,14,20010814,9
Tobacco1.0-14023,0,0,1,saint paul pioneer press,1997,12,21,19971221,1
Tobacco1.0-7671,0,0,1,san jose mercury news,1994,5,17,19940517,12
Tobacco1.0-25687,0,0,1,san jose mercury news,2006,10,20,20061020,0
Tobacco1.0-9935,0,0,1,herald-sun,1996,6,20,19960620,0
Tobacco1.0-18261,0,1,0,philadelphia inquirer,2001,8,16,20010816,2
Tobacco1.0-17913,0,0,1,daily news,2000,10,25,20001025,6
Tobacco1.0-23594,0,0,1,herald-sun,2003,1,27,20030127,8
Tobacco1.0-17915,0,0,1,st. louis post-dispatch,2000,10,23,20001023,5
Tobacco1.0-23703,0,0,1,denver post,2003,6,25,20030625,12
Tobacco1.0-4850,0,0,1,saint paul pioneer press,2006,1,19,20060119,4
Tobacco1.0-7886,0,0,1,usa today,1994,4,5,19940405,5
Tobacco1.0-10781,0,0,1,st. louis post-dispatch,1994,12,4,19941204,8
Tobacco1.0-6152,0,0,1,st. louis post-dispatch,2010,1,28,20100128,9
Tobacco1.0-26963,0,1,0,st. louis post-dispatch,1990,5,18,19900518,5
Tobacco1.0-26964,0,0,1,palm beach post,1990,5,17,19900517,5
Tobacco1.0-23809,0,0,1,saint paul pioneer press,2003,6,1,20030601,10
Tobacco1.0-438,0,0,1,st. louis post-dispatch,1991,3,26,19910326,4
Tobacco1.0-24,0,0,1,st. louis post-dispatch,1990,12,11,19901211,0
Tobacco1.0-25093,0,0,1,new york times,2006,7,26,20060726,0
Tobacco1.0-3563,0,1,0,herald-sun,2000,2,18,20000218,4
Tobacco1.0-21082,0,0,1,daily news,2005,10,26,20051026,10
Tobacco1.0-9336,0,0,1,usa today,1995,8,23,19950823,10
Tobacco1.0-5164,0,0,1,atlanta journal and constitution,2007,1,18,20070118,8
Tobacco1.0-21087,0,0,1,daily news,2005,10,25,20051025,8
Tobacco1.0-5160,0,0,1,new york times,2007,1,19,20070119,5
Tobacco1.0-5161,0,0,1,new york times,2007,1,19,20070119,5
Tobacco1.0-19808,0,0,1,washington post,2004,10,12,20041012,8
Tobacco1.0-14484,0,0,1,st. louis post-dispatch,1998,2,8,19980208,0
Tobacco1.0-10306,0,0,1,new york times,1995,10,17,19951017,5
Tobacco1.0-11159,0,0,1,washington post,1996,9,3,19960903,8
Tobacco1.0-14480,0,0,1,philadelphia inquirer,1998,2,8,19980208,4
Tobacco1.0-10650,0,0,1,new york times,1993,9,28,19930928,0
Tobacco1.0-1104,0,0,1,new york times,1994,3,8,19940308,0
Tobacco1.0-13474,0,0,1,new york times,1997,8,5,19970805,0
Tobacco1.0-8398,0,0,1,philadelphia inquirer,1996,5,8,19960508,12
Tobacco1.0-10659,0,0,1,usa today,1993,9,23,19930923,0
Tobacco1.0-18930,0,0,1,washington post,2002,6,9,20020609,9
Tobacco1.0-23446,0,1,0,herald-sun,2003,3,8,20030308,0
