,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
gun_control1.0-5371,0,0,1,saint paul pioneer press,1999,2,15,19990215,12
gun_control1.0-4210,0,0,1,new york times,1996,4,3,19960403,4
gun_control1.0-1025,0,0,1,palm beach post,1991,5,9,19910509,4
gun_control1.0-4216,0,0,1,atlanta journal and constitution,1996,3,31,19960331,5
gun_control1.0-4214,0,0,1,palm beach post,1996,4,1,19960401,12
gun_control1.0-1322,0,0,1,st. louis post-dispatch,1990,11,17,19901117,5
gun_control1.0-4134,0,0,1,palm beach post,1996,6,6,19960606,0
gun_control1.0-4133,0,0,1,st. louis post-dispatch,1996,6,9,19960609,6
gun_control1.0-8271,0,0,1,daily news,2000,8,18,20000818,10
gun_control1.0-6795,0,0,1,philadelphia inquirer,1999,12,7,19991207,4
gun_control1.0-7910,0,0,1,san jose mercury news,2001,2,21,20010221,4
gun_control1.0-4866,0,0,1,new york times,1998,7,26,19980726,0
gun_control1.0-10207,0,1,0,palm beach post,2005,4,6,20050406,12
gun_control1.0-10206,0,0,1,st. louis post-dispatch,2005,4,7,20050407,12
gun_control1.0-10204,0,0,1,atlanta journal and constitution,2005,4,8,20050408,11
gun_control1.0-10203,0,0,1,new york times,2005,4,9,20050409,5
gun_control1.0-424,0,1,0,new york times,1983,10,9,19831009,4
gun_control1.0-6992,0,0,1,washington post,2000,4,26,20000426,6
gun_control1.0-365,0,1,0,new york times,1981,4,1,19810401,12
gun_control1.0-9371,0,0,1,atlanta journal and constitution,2003,5,19,20030519,4
gun_control1.0-4863,0,0,1,st. louis post-dispatch,1998,7,28,19980728,8
gun_control1.0-6995,0,1,0,new york times,2000,4,25,20000425,8
gun_control1.0-6999,0,0,1,new york times,2000,4,23,20000423,10
gun_control1.0-368,0,0,1,new york times,1981,3,26,19810326,4
gun_control1.0-5408,0,0,1,atlanta journal and constitution,1999,2,3,19990203,12
gun_control1.0-3674,0,0,1,herald-sun,1995,7,16,19950716,7
gun_control1.0-10687,0,0,1,saint paul pioneer press,2011,10,30,20111030,5
gun_control1.0-5402,0,1,0,saint paul pioneer press,1999,2,5,19990205,4
gun_control1.0-6457,0,0,1,denver post,1999,7,14,19990714,11
gun_control1.0-3679,0,0,1,saint paul pioneer press,1995,7,12,19950712,12
gun_control1.0-5405,0,1,0,daily news,1999,2,4,19990204,4
gun_control1.0-5406,0,0,1,palm beach post,1999,2,4,19990204,5
gun_control1.0-6176,0,0,1,new york times,1999,9,10,19990910,0
gun_control1.0-8174,0,0,1,atlanta journal and constitution,2000,9,20,20000920,12
gun_control1.0-10073,0,1,0,washington post,2005,10,21,20051021,4
gun_control1.0-4680,0,0,1,denver post,1997,2,20,19970220,6
gun_control1.0-4684,0,0,1,washington post,1997,2,18,19970218,8
gun_control1.0-4687,0,0,1,st. louis post-dispatch,1997,2,15,19970215,5
gun_control1.0-4686,0,0,1,washington post,1997,2,17,19970217,0
gun_control1.0-9283,0,0,1,atlanta journal and constitution,2003,7,22,20030722,5
gun_control1.0-8076,0,0,1,st. louis post-dispatch,2000,10,27,20001027,12
gun_control1.0-7228,0,0,1,daily news,2000,3,20,20000320,12
gun_control1.0-7227,0,0,1,daily news,2000,3,20,20000320,12
gun_control1.0-363,0,0,1,new york times,1981,4,1,19810401,10
gun_control1.0-7221,0,0,1,daily news,2000,3,21,20000321,11
gun_control1.0-4049,0,0,1,washington post,1996,8,15,19960815,12
gun_control1.0-4048,0,0,1,new york times,1996,8,15,19960815,4
gun_control1.0-10259,0,0,1,philadelphia inquirer,2005,2,2,20050202,12
gun_control1.0-4043,0,1,0,philadelphia inquirer,1996,8,25,19960825,4
gun_control1.0-961,0,0,1,washington post,1991,5,31,19910531,12
gun_control1.0-963,0,0,1,washington post,1991,5,30,19910530,12
gun_control1.0-4044,0,0,1,st. louis post-dispatch,1996,8,25,19960825,6
gun_control1.0-2770,0,0,1,san jose mercury news,1994,5,7,19940507,12
gun_control1.0-3245,0,0,1,philadelphia inquirer,1995,2,1,19950201,12
gun_control1.0-7795,0,1,0,st. louis post-dispatch,2000,5,10,20000510,12
gun_control1.0-3241,0,0,1,herald-sun,1995,2,5,19950205,5
gun_control1.0-3805,0,0,1,atlanta journal and constitution,1995,5,14,19950514,12
gun_control1.0-6678,0,0,1,denver post,2000,1,11,20000111,11
gun_control1.0-10029,0,0,1,philadelphia inquirer,2005,12,1,20051201,10
gun_control1.0-7799,0,0,1,daily news,2000,5,9,20000509,12
gun_control1.0-2074,0,0,1,atlanta journal and constitution,1993,4,17,19930417,6
gun_control1.0-7007,0,0,1,st. louis post-dispatch,2000,4,21,20000421,12
gun_control1.0-7005,0,0,1,saint paul pioneer press,2000,4,21,20000421,11
gun_control1.0-7550,0,0,1,san jose mercury news,2000,6,9,20000609,10
gun_control1.0-6578,0,0,1,denver post,2000,2,8,20000208,12
gun_control1.0-7552,0,0,1,palm beach post,2000,6,8,20000608,4
gun_control1.0-7553,0,0,1,washington post,2000,6,8,20000608,12
gun_control1.0-6574,0,0,1,denver post,2000,2,9,20000209,7
gun_control1.0-1830,0,0,1,new york times,1991,7,10,19910710,2
gun_control1.0-6571,0,0,1,denver post,2000,2,10,20000210,12
gun_control1.0-7559,0,0,1,washington post,2000,6,6,20000606,4
gun_control1.0-4238,0,1,0,st. louis post-dispatch,1996,3,24,19960324,12
gun_control1.0-6572,0,0,1,herald-sun,2000,2,10,20000210,11
gun_control1.0-5622,0,0,1,denver post,1998,9,29,19980929,12
gun_control1.0-7316,0,0,1,washington post,2000,3,14,20000314,12
gun_control1.0-7315,0,1,0,st. louis post-dispatch,2000,3,14,20000314,12
gun_control1.0-11072,0,0,1,san jose mercury news,2012,4,18,20120418,11
gun_control1.0-7318,0,0,1,daily news,2000,3,13,20000313,12
gun_control1.0-3733,0,0,1,san jose mercury news,1995,6,14,19950614,12
gun_control1.0-11181,0,0,1,washington post,2012,3,27,20120327,4
gun_control1.0-2020,0,0,1,st. petersburg times,1993,6,29,19930629,8
gun_control1.0-11599,0,0,1,philadelphia inquirer,2012,7,9,20120709,12
gun_control1.0-819,0,0,1,usa today,1989,3,17,19890317,4
gun_control1.0-4594,0,0,1,new york times,1997,4,8,19970408,0
gun_control1.0-7736,0,1,0,washington post,2000,5,14,20000514,11
gun_control1.0-3488,0,0,1,st. louis post-dispatch,1994,8,16,19940816,12
gun_control1.0-8183,0,0,1,denver post,2000,9,17,20000917,11
gun_control1.0-3787,0,0,1,daily news,1995,5,20,19950520,12
gun_control1.0-7173,0,1,0,new york times,2000,3,27,20000327,11
gun_control1.0-3249,0,0,1,usa today,1995,1,31,19950131,6
gun_control1.0-8768,0,0,1,san jose mercury news,2002,12,18,20021218,5
gun_control1.0-7174,0,0,1,palm beach post,2000,3,27,20000327,12
gun_control1.0-6377,0,0,1,atlanta journal and constitution,1999,8,1,19990801,7
gun_control1.0-6376,0,0,1,washington post,1999,8,2,19990802,12
gun_control1.0-1415,0,0,1,atlanta journal and constitution,1992,8,28,19920828,10
gun_control1.0-6374,0,0,1,st. louis post-dispatch,1999,8,2,19990802,0
gun_control1.0-1412,0,0,1,washington post,1992,8,31,19920831,12
gun_control1.0-6370,0,0,1,palm beach post,1999,8,3,19990803,4
gun_control1.0-1290,0,0,1,new york times,1991,1,4,19910104,5
gun_control1.0-1418,0,0,1,new york times,1992,8,23,19920823,12
gun_control1.0-4664,0,0,1,new york times,1997,2,26,19970226,6
gun_control1.0-1531,0,0,1,usa today,1992,5,5,19920505,7
gun_control1.0-1080,0,0,1,atlanta journal and constitution,1991,5,1,19910501,12
gun_control1.0-10643,0,0,1,san jose mercury news,2011,12,11,20111211,4
gun_control1.0-12087,0,0,1,denver post,2012,12,12,20121212,12
gun_control1.0-4466,0,0,1,washington post,1997,7,23,19970723,12
gun_control1.0-7483,0,0,1,denver post,2000,7,4,20000704,4
gun_control1.0-7790,0,0,1,atlanta journal and constitution,2000,5,10,20000510,11
gun_control1.0-7486,0,0,1,st. louis post-dispatch,2000,7,4,20000704,4
gun_control1.0-6209,0,0,1,palm beach post,1999,9,3,19990903,4
gun_control1.0-6751,0,0,1,st. louis post-dispatch,1999,12,19,19991219,12
gun_control1.0-11480,0,0,1,atlanta journal and constitution,2012,7,29,20120729,0
gun_control1.0-1521,0,0,1,new york times,1992,5,14,19920514,10
gun_control1.0-6759,0,0,1,denver post,1999,12,16,19991216,12
gun_control1.0-5881,0,0,1,philadelphia inquirer,1999,6,11,19990611,12
gun_control1.0-5882,0,0,1,st. petersburg times,1999,6,11,19990611,12
gun_control1.0-6204,0,1,0,philadelphia inquirer,1999,9,5,19990905,7
gun_control1.0-3511,0,0,1,st. louis post-dispatch,1994,8,4,19940804,11
gun_control1.0-719,0,0,1,st. petersburg times,1989,5,16,19890516,6
gun_control1.0-6178,0,0,1,st. petersburg times,1999,9,10,19990910,7
gun_control1.0-11465,0,0,1,st. louis post-dispatch,2012,8,1,20120801,12
gun_control1.0-11461,0,1,0,san jose mercury news,2012,8,2,20120802,5
gun_control1.0-6107,0,1,0,atlanta journal and constitution,1999,9,23,19990923,12
gun_control1.0-6194,0,0,1,saint paul pioneer press,1999,9,8,19990908,11
gun_control1.0-6686,0,1,0,saint paul pioneer press,2000,1,9,20000109,6
gun_control1.0-9641,0,0,1,new york times,2004,9,19,20040919,12
gun_control1.0-9646,0,0,1,washington post,2004,9,18,20040918,12
gun_control1.0-3512,0,0,1,philadelphia inquirer,1994,8,2,19940802,7
gun_control1.0-674,0,0,1,palm beach post,1989,6,19,19890619,8
gun_control1.0-3064,0,0,1,atlanta journal and constitution,1994,2,9,19940209,12
gun_control1.0-5957,0,0,1,washington post,1999,6,2,19990602,7
gun_control1.0-2024,0,0,1,st. petersburg times,1993,6,22,19930622,11
gun_control1.0-3063,0,0,1,atlanta journal and constitution,1994,2,10,19940210,6
gun_control1.0-1449,0,0,1,new york times,1992,7,5,19920705,12
gun_control1.0-1113,0,0,1,new york times,1991,4,19,19910419,12
gun_control1.0-11062,0,0,1,tampa bay times,2012,4,20,20120420,12
gun_control1.0-11067,0,0,1,tampa bay times,2012,4,19,20120419,5
gun_control1.0-11068,0,0,1,new york times,2012,4,18,20120418,12
gun_control1.0-2215,0,0,1,washington post,1992,11,10,19921110,6
gun_control1.0-2216,0,0,1,st. petersburg times,1992,11,4,19921104,6
gun_control1.0-2211,0,0,1,washington post,1992,11,18,19921118,4
gun_control1.0-2213,0,0,1,washington post,1992,11,13,19921113,6
gun_control1.0-7819,0,1,0,denver post,2000,5,6,20000506,6
gun_control1.0-7818,0,0,1,denver post,2000,5,6,20000506,12
gun_control1.0-46,0,0,1,new york times,1971,10,3,19711003,6
gun_control1.0-40,0,0,1,new york times,1972,9,24,19720924,4
gun_control1.0-7811,0,0,1,denver post,2000,5,7,20000507,12
gun_control1.0-7812,0,0,1,denver post,2000,5,7,20000507,12
gun_control1.0-7817,0,0,1,saint paul pioneer press,2000,5,7,20000507,11
gun_control1.0-7292,0,0,1,st. louis post-dispatch,2000,3,16,20000316,12
gun_control1.0-8590,0,0,1,washington post,2001,7,21,20010721,12
gun_control1.0-9518,0,0,1,atlanta journal and constitution,2003,2,11,20030211,8
gun_control1.0-9519,0,0,1,denver post,2003,2,11,20030211,12
gun_control1.0-5080,0,0,1,st. petersburg times,1998,4,16,19980416,12
gun_control1.0-8598,0,0,1,atlanta journal and constitution,2001,7,15,20010715,5
gun_control1.0-9516,0,0,1,herald-sun,2003,2,16,20030216,10
gun_control1.0-11206,0,1,0,new york times,2012,3,21,20120321,5
gun_control1.0-9515,0,1,0,washington post,2003,2,19,20030219,4
gun_control1.0-9427,0,1,0,philadelphia inquirer,2003,4,25,20030425,12
gun_control1.0-9425,0,0,1,saint paul pioneer press,2003,4,26,20030426,4
gun_control1.0-3116,0,0,1,new york times,1995,3,21,19950321,12
gun_control1.0-8917,0,0,1,st. petersburg times,2002,9,6,20020906,12
gun_control1.0-11665,0,0,1,tampa bay times,2012,5,5,20120505,6
gun_control1.0-11661,0,0,1,daily news,2012,5,12,20120512,2
gun_control1.0-10172,0,0,1,philadelphia inquirer,2005,5,12,20050512,10
gun_control1.0-2505,0,0,1,st. louis post-dispatch,1993,11,29,19931129,12
gun_control1.0-3003,0,0,1,atlanta journal and constitution,1994,2,28,19940228,6
gun_control1.0-1637,0,0,1,atlanta journal and constitution,1992,1,31,19920131,10
gun_control1.0-1636,0,0,1,atlanta journal and constitution,1992,1,31,19920131,5
gun_control1.0-1635,0,0,1,new york times,1992,2,1,19920201,0
gun_control1.0-1634,0,0,1,washington post,1992,2,4,19920204,12
gun_control1.0-1630,0,0,1,washington post,1992,2,11,19920211,12
gun_control1.0-11684,0,0,1,st. louis post-dispatch,2012,12,25,20121225,9
gun_control1.0-11686,0,0,1,st. louis post-dispatch,2012,12,25,20121225,2
gun_control1.0-11687,0,0,1,st. louis post-dispatch,2012,12,25,20121225,13
gun_control1.0-11680,0,0,1,daily news,2012,12,25,20121225,0
gun_control1.0-9706,0,0,1,daily news,2004,9,8,20040908,5
gun_control1.0-11683,0,0,1,san jose mercury news,2012,12,25,20121225,12
gun_control1.0-9355,0,0,1,daily news,2003,5,25,20030525,12
gun_control1.0-2103,0,0,1,st. petersburg times,1993,3,16,19930316,12
gun_control1.0-11846,0,0,1,washington post,2012,12,20,20121220,5
gun_control1.0-11847,0,0,1,washington post,2012,12,20,20121220,12
gun_control1.0-8771,0,0,1,new york times,2002,12,11,20021211,4
gun_control1.0-4917,0,0,1,saint paul pioneer press,1998,7,3,19980703,6
gun_control1.0-8772,0,0,1,st. louis post-dispatch,2002,12,11,20021211,4
gun_control1.0-4918,0,0,1,washington post,1998,7,3,19980703,10
gun_control1.0-11005,0,0,1,new york times,2011,1,14,20110114,12
gun_control1.0-5868,0,0,1,new york times,1999,6,12,19990612,12
gun_control1.0-6694,0,0,1,denver post,2000,1,6,20000106,12
gun_control1.0-11849,0,0,1,washington post,2012,12,20,20121220,12
gun_control1.0-8357,0,0,1,denver post,2002,3,4,20020304,12
gun_control1.0-8356,0,0,1,st. petersburg times,2002,3,5,20020305,4
gun_control1.0-7183,0,0,1,denver post,2000,3,26,20000326,12
gun_control1.0-7468,0,0,1,san jose mercury news,2000,7,14,20000714,8
gun_control1.0-11208,0,0,1,new york times,2012,3,20,20120320,4
gun_control1.0-8359,0,0,1,denver post,2002,3,1,20020301,5
gun_control1.0-1742,0,0,1,new york times,1991,10,23,19911023,12
gun_control1.0-1741,0,0,1,washington post,1991,10,24,19911024,12
gun_control1.0-1740,0,0,1,washington post,1991,10,25,19911025,0
gun_control1.0-7969,0,0,1,philadelphia inquirer,2001,1,10,20010110,11
gun_control1.0-2448,0,0,1,palm beach post,1993,12,10,19931210,12
gun_control1.0-1745,0,0,1,washington post,1991,10,22,19911022,5
gun_control1.0-1744,0,0,1,new york times,1991,10,22,19911022,6
gun_control1.0-7960,0,0,1,palm beach post,2001,1,13,20010113,6
gun_control1.0-2443,0,0,1,washington post,1993,12,12,19931212,12
gun_control1.0-2442,0,0,1,st. petersburg times,1993,12,12,19931212,6
gun_control1.0-4865,0,0,1,san jose mercury news,1998,7,27,19980727,6
gun_control1.0-11174,0,0,1,atlanta journal and constitution,2012,3,27,20120327,12
gun_control1.0-4867,0,0,1,washington post,1998,7,26,19980726,12
gun_control1.0-4860,0,0,1,new york times,1998,7,28,19980728,8
gun_control1.0-6968,0,0,1,washington post,1999,10,5,19991005,12
gun_control1.0-6966,0,0,1,palm beach post,1999,10,5,19991005,12
gun_control1.0-6967,0,0,1,palm beach post,1999,10,5,19991005,12
gun_control1.0-8175,0,0,1,atlanta journal and constitution,2000,9,20,20000920,4
gun_control1.0-6962,0,0,1,palm beach post,1999,10,7,19991007,5
gun_control1.0-8172,0,0,1,washington post,2000,9,22,20000922,12
gun_control1.0-6960,0,1,0,st. louis post-dispatch,1999,10,8,19991008,4
gun_control1.0-6961,0,0,1,denver post,1999,10,7,19991007,11
gun_control1.0-3800,0,0,1,new york times,1995,5,16,19950516,4
gun_control1.0-5573,0,0,1,st. louis post-dispatch,1998,10,30,19981030,7
gun_control1.0-2270,0,0,1,st. louis post-dispatch,1994,1,14,19940114,5
gun_control1.0-6942,0,0,1,new york times,1999,10,14,19991014,8
gun_control1.0-5576,0,0,1,palm beach post,1998,10,29,19981029,5
gun_control1.0-10364,0,1,0,san jose mercury news,2010,9,1,20100901,12
gun_control1.0-12088,0,0,1,new york times,2012,12,12,20121212,4
gun_control1.0-6523,0,0,1,new york times,1999,7,2,19990702,5
gun_control1.0-770,0,0,1,st. louis post-dispatch,1989,4,8,19890408,4
gun_control1.0-12082,0,0,1,st. louis post-dispatch,2012,12,13,20121213,12
gun_control1.0-4853,0,0,1,herald-sun,1998,7,29,19980729,6
gun_control1.0-9058,0,0,1,st. louis post-dispatch,2002,5,2,20020502,8
gun_control1.0-12042,0,0,1,washington post,2012,12,16,20121216,8
gun_control1.0-9363,0,0,1,saint paul pioneer press,2003,5,23,20030523,4
gun_control1.0-9702,0,0,1,san jose mercury news,2004,9,9,20040909,12
gun_control1.0-8001,0,0,1,washington post,2000,12,29,20001229,6
gun_control1.0-8000,0,0,1,san jose mercury news,2000,12,29,20001229,4
gun_control1.0-8007,0,0,1,denver post,2000,12,27,20001227,12
gun_control1.0-1334,0,0,1,st. louis post-dispatch,1990,10,28,19901028,12
gun_control1.0-7836,0,0,1,denver post,2000,5,3,20000503,12
gun_control1.0-8008,0,0,1,denver post,2000,12,26,20001226,7
gun_control1.0-5325,0,0,1,new york times,1999,3,3,19990303,5
gun_control1.0-1099,0,1,0,palm beach post,1991,4,24,19910424,5
gun_control1.0-9806,0,0,1,new york times,2004,4,20,20040420,12
gun_control1.0-3481,0,1,0,san jose mercury news,1994,8,17,19940817,12
gun_control1.0-551,0,0,1,st. louis post-dispatch,1990,1,4,19900104,12
gun_control1.0-552,0,0,1,palm beach post,1990,1,3,19900103,7
gun_control1.0-2223,0,0,1,new york times,1992,11,1,19921101,12
gun_control1.0-5670,0,1,0,palm beach post,1999,6,28,19990628,12
gun_control1.0-558,0,0,1,palm beach post,1989,12,10,19891210,5
gun_control1.0-6373,0,0,1,herald-sun,1999,8,2,19990802,0
gun_control1.0-174,0,0,1,new york times,1986,10,12,19861012,11
gun_control1.0-170,0,0,1,new york times,1986,12,7,19861207,12
gun_control1.0-7389,0,0,1,daily news,2000,3,3,20000303,12
gun_control1.0-178,0,0,1,new york times,1986,8,25,19860825,12
gun_control1.0-922,0,0,1,usa today,1991,6,26,19910626,12
gun_control1.0-3275,0,0,1,san jose mercury news,1995,1,19,19950119,0
gun_control1.0-483,0,0,1,usa today,1990,6,5,19900605,12
gun_control1.0-9700,0,0,1,philadelphia inquirer,2004,9,9,20040909,12
gun_control1.0-4263,0,0,1,saint paul pioneer press,1996,3,21,19960321,5
gun_control1.0-924,0,0,1,washington post,1991,6,26,19910626,12
gun_control1.0-4125,0,0,1,san jose mercury news,1996,6,17,19960617,12
gun_control1.0-6185,0,0,1,washington post,1999,9,9,19990909,0
gun_control1.0-4120,0,0,1,philadelphia inquirer,1996,6,18,19960618,4
gun_control1.0-4121,0,0,1,philadelphia inquirer,1996,6,18,19960618,12
gun_control1.0-177,0,0,1,new york times,1986,9,2,19860902,11
gun_control1.0-4128,0,0,1,san jose mercury news,1996,6,14,19960614,5
gun_control1.0-4129,0,0,1,herald-sun,1996,6,11,19960611,12
gun_control1.0-10944,0,0,1,st. petersburg times,2011,1,29,20110129,5
gun_control1.0-10021,0,1,0,philadelphia inquirer,2005,12,9,20051209,6
gun_control1.0-9121,0,0,1,denver post,2003,12,11,20031211,12
gun_control1.0-10230,0,0,1,st. louis post-dispatch,2005,3,19,20050319,6
gun_control1.0-2411,0,0,1,new york times,1993,12,20,19931220,12
gun_control1.0-10235,0,0,1,st. petersburg times,2005,3,16,20050316,4
gun_control1.0-6980,0,0,1,denver post,2000,4,30,20000430,5
gun_control1.0-9246,0,0,1,saint paul pioneer press,2003,9,17,20030917,4
gun_control1.0-6983,0,0,1,atlanta journal and constitution,2000,4,27,20000427,0
gun_control1.0-6987,0,0,1,philadelphia inquirer,2000,4,27,20000427,4
gun_control1.0-392,0,0,1,new york times,1980,12,15,19801215,12
gun_control1.0-5572,0,0,1,denver post,1998,10,30,19981030,7
gun_control1.0-10524,0,1,0,washington post,2010,3,24,20100324,6
gun_control1.0-10837,0,0,1,usa today,2011,5,13,20110513,8
gun_control1.0-10522,0,0,1,washington post,2010,3,27,20100327,4
gun_control1.0-9244,0,0,1,st. louis post-dispatch,2003,9,18,20030918,5
gun_control1.0-10833,0,0,1,usa today,2011,5,17,20110517,8
gun_control1.0-9263,0,0,1,washington post,2003,9,12,20030912,12
gun_control1.0-11186,0,1,0,tampa bay times,2012,3,26,20120326,7
gun_control1.0-3666,0,0,1,usa today,1995,7,20,19950720,12
gun_control1.0-5433,0,0,1,new york times,1999,1,22,19990122,2
gun_control1.0-3665,0,0,1,san jose mercury news,1995,7,20,19950720,5
gun_control1.0-888,0,0,1,st. petersburg times,1989,1,31,19890131,4
gun_control1.0-956,0,1,0,new york times,1991,6,4,19910604,11
gun_control1.0-4699,0,0,1,herald-sun,1997,2,5,19970205,4
gun_control1.0-4697,0,0,1,palm beach post,1997,2,9,19970209,4
gun_control1.0-8412,0,0,1,saint paul pioneer press,2002,1,17,20020117,7
gun_control1.0-4692,0,0,1,washington post,1997,2,13,19970213,12
gun_control1.0-9061,0,0,1,denver post,2002,4,30,20020430,7
gun_control1.0-6527,0,0,1,denver post,1999,7,1,19990701,11
gun_control1.0-4691,0,0,1,palm beach post,1997,2,13,19970213,7
gun_control1.0-10306,0,0,1,daily news,2010,11,17,20101117,10
gun_control1.0-10307,0,0,1,philadelphia inquirer,2010,11,17,20101117,6
gun_control1.0-10303,0,0,1,philadelphia inquirer,2010,11,21,20101121,2
gun_control1.0-10300,0,0,1,philadelphia inquirer,2010,11,30,20101130,12
gun_control1.0-10308,0,0,1,philadelphia inquirer,2010,11,17,20101117,6
gun_control1.0-9022,0,0,1,new york times,2002,5,12,20020512,4
gun_control1.0-11540,0,0,1,tampa bay times,2012,7,25,20120725,12
gun_control1.0-1528,0,0,1,new york times,1992,5,7,19920507,12
gun_control1.0-487,0,0,1,palm beach post,1990,5,31,19900531,5
gun_control1.0-10783,0,0,1,washington post,2011,7,12,20110712,12
gun_control1.0-10781,0,0,1,st. louis post-dispatch,2011,7,13,20110713,12
gun_control1.0-10007,0,0,1,daily news,2005,12,21,20051221,12
gun_control1.0-10785,0,0,1,st. louis post-dispatch,2011,7,9,20110709,5
gun_control1.0-5501,0,0,1,saint paul pioneer press,1998,12,1,19981201,7
gun_control1.0-2030,0,0,1,new york times,1993,6,12,19930612,0
gun_control1.0-5503,0,0,1,st. louis post-dispatch,1998,12,1,19981201,5
gun_control1.0-1238,0,0,1,washington post,1991,2,16,19910216,5
gun_control1.0-5505,0,0,1,washington post,1998,12,1,19981201,7
gun_control1.0-5507,0,0,1,philadelphia inquirer,1998,11,30,19981130,0
gun_control1.0-4051,0,0,1,new york times,1996,8,11,19960811,7
gun_control1.0-9249,0,0,1,st. louis post-dispatch,2003,9,17,20030917,5
gun_control1.0-4054,0,0,1,atlanta journal and constitution,1996,8,9,19960809,6
gun_control1.0-4345,0,0,1,st. petersburg times,1996,2,2,19960202,12
gun_control1.0-10016,0,0,1,philadelphia inquirer,2005,12,14,20051214,11
gun_control1.0-10017,0,0,1,washington post,2005,12,13,20051213,4
gun_control1.0-4584,0,0,1,washington post,1997,4,14,19970414,6
gun_control1.0-10015,0,0,1,new york times,2005,12,14,20051214,6
gun_control1.0-3273,0,0,1,new york times,1995,1,20,19950120,12
gun_control1.0-4589,0,0,1,st. louis post-dispatch,1997,4,10,19970410,13
gun_control1.0-7767,0,0,1,new york times,2000,5,12,20000512,11
gun_control1.0-8939,0,0,1,new york times,2002,7,28,20020728,7
gun_control1.0-3277,0,0,1,san jose mercury news,1995,1,18,19950118,5
gun_control1.0-3276,0,0,1,san jose mercury news,1995,1,18,19950118,7
gun_control1.0-9836,0,0,1,st. louis post-dispatch,2004,3,27,20040327,5
gun_control1.0-7516,0,0,1,san jose mercury news,2000,6,22,20000622,4
gun_control1.0-4349,0,0,1,daily news,1996,1,30,19960130,6
gun_control1.0-2040,0,1,0,st. louis post-dispatch,1993,6,1,19930601,8
gun_control1.0-2043,0,0,1,palm beach post,1993,5,29,19930529,12
gun_control1.0-7688,0,0,1,atlanta journal and constitution,2000,5,15,20000515,11
gun_control1.0-7365,0,0,1,st. petersburg times,2000,3,7,20000307,6
gun_control1.0-7363,0,0,1,san jose mercury news,2000,3,7,20000307,6
gun_control1.0-5613,0,0,1,washington post,1998,10,7,19981007,12
gun_control1.0-6026,0,0,1,washington post,1999,5,24,19990524,12
gun_control1.0-3105,0,0,1,new york times,1995,3,27,19950327,6
gun_control1.0-7368,0,0,1,washington post,2000,3,6,20000306,8
gun_control1.0-824,0,1,0,usa today,1989,3,16,19890316,5
gun_control1.0-12111,0,0,1,daily news,2012,12,31,20121231,12
gun_control1.0-820,0,0,1,usa today,1989,3,17,19890317,6
gun_control1.0-6915,0,0,1,washington post,1999,10,23,19991023,5
gun_control1.0-823,0,0,1,palm beach post,1989,3,16,19890316,12
gun_control1.0-10846,0,0,1,washington post,2011,4,30,20110430,0
gun_control1.0-7335,0,0,1,denver post,2000,3,10,20000310,4
gun_control1.0-7107,0,0,1,denver post,2000,4,6,20000406,11
gun_control1.0-7101,0,0,1,herald-sun,2000,4,7,20000407,4
gun_control1.0-7100,0,0,1,herald-sun,2000,4,7,20000407,4
gun_control1.0-1405,0,0,1,atlanta journal and constitution,1992,9,4,19920904,12
gun_control1.0-3742,0,0,1,philadelphia inquirer,1995,6,6,19950606,5
gun_control1.0-12116,0,0,1,new york times,2012,12,31,20121231,11
gun_control1.0-1409,0,0,1,atlanta journal and constitution,1992,9,1,19920901,12
gun_control1.0-11826,0,0,1,san jose mercury news,2012,12,20,20121220,8
gun_control1.0-4670,0,0,1,daily news,1997,2,25,19970225,12
gun_control1.0-3598,0,0,1,atlanta journal and constitution,1995,10,24,19951024,4
gun_control1.0-6560,0,0,1,denver post,2000,2,12,20000212,6
gun_control1.0-6561,0,0,1,denver post,2000,2,12,20000212,12
gun_control1.0-6566,0,0,1,denver post,2000,2,11,20000211,12
gun_control1.0-6567,0,0,1,new york times,2000,2,11,20000211,12
gun_control1.0-3587,0,0,1,saint paul pioneer press,1995,11,3,19951103,12
gun_control1.0-9315,0,0,1,st. petersburg times,2003,6,26,20030626,12
gun_control1.0-3585,0,0,1,st. louis post-dispatch,1995,11,4,19951104,12
gun_control1.0-3584,0,0,1,saint paul pioneer press,1995,11,4,19951104,12
gun_control1.0-3581,0,0,1,new york times,1995,11,7,19951107,5
gun_control1.0-4476,0,0,1,washington post,1997,7,8,19970708,7
gun_control1.0-9253,0,1,0,saint paul pioneer press,2003,9,15,20030915,11
gun_control1.0-7689,0,0,1,daily news,2000,5,15,20000515,11
gun_control1.0-9027,0,0,1,st. louis post-dispatch,2002,5,12,20020512,12
gun_control1.0-4470,0,0,1,san jose mercury news,1997,7,20,19970720,6
gun_control1.0-4471,0,0,1,washington post,1997,7,20,19970720,6
gun_control1.0-2197,0,0,1,washington post,1992,12,12,19921212,12
gun_control1.0-2195,0,0,1,washington post,1992,12,15,19921215,6
gun_control1.0-4478,0,0,1,new york times,1997,7,6,19970706,8
gun_control1.0-1538,0,0,1,st. louis post-dispatch,1992,4,27,19920427,10
gun_control1.0-7610,0,0,1,washington post,2000,5,25,20000525,8
gun_control1.0-2224,0,0,1,denver post,1994,1,31,19940131,12
gun_control1.0-2226,0,1,0,new york times,1994,1,30,19940130,6
