,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti
same-sex_marriage1.0-256,0,0,washington post,2003,12,12,20031212,0,1,0
same-sex_marriage1.0-259,1,0,denver post,2003,12,10,20031210,0,1,0
same-sex_marriage1.0-7321,0,0,daily news,2011,7,20,20110720,1,0,0
same-sex_marriage1.0-1797,0,0,san jose mercury news,2004,5,16,20040516,1,0,0
same-sex_marriage1.0-7320,0,1,daily news,2011,7,20,20110720,1,0,0
same-sex_marriage1.0-10852,0,0,atlanta journal and constitution,2000,4,21,20000421,1,0,0
same-sex_marriage1.0-10856,0,0,new york times,2000,4,20,20000420,1,0,0
same-sex_marriage1.0-9788,0,0,atlanta journal and constitution,1993,8,26,19930826,0,0,1
same-sex_marriage1.0-7904,0,0,new york times,2012,2,16,20120216,1,0,0
same-sex_marriage1.0-7901,0,0,denver post,2012,2,16,20120216,1,0,0
same-sex_marriage1.0-7900,0,1,washington post,2012,2,17,20120217,1,0,0
same-sex_marriage1.0-7903,0,0,new york times,2012,2,16,20120216,1,0,0
same-sex_marriage1.0-2332,0,0,san jose mercury news,2004,12,22,20041222,0,1,0
same-sex_marriage1.0-5859,0,0,new york times,2009,3,26,20090326,0,0,1
same-sex_marriage1.0-5858,0,0,new york times,2009,3,26,20090326,0,0,1
same-sex_marriage1.0-5851,0,1,new york times,2009,4,5,20090405,1,0,0
same-sex_marriage1.0-5850,0,1,new york times,2009,4,5,20090405,1,0,0
same-sex_marriage1.0-5852,0,0,new york times,2009,4,4,20090404,1,0,0
same-sex_marriage1.0-5854,0,1,washington post,2009,4,4,20090404,1,0,0
same-sex_marriage1.0-5857,0,0,daily news,2009,3,26,20090326,1,0,0
same-sex_marriage1.0-5856,0,0,new york times,2009,3,27,20090327,0,1,0
same-sex_marriage1.0-1018,0,1,herald-sun,2004,2,13,20040213,1,0,0
same-sex_marriage1.0-1051,0,1,saint paul pioneer press,2004,2,12,20040212,1,0,0
same-sex_marriage1.0-4458,0,0,washington post,2007,6,3,20070603,0,1,0
same-sex_marriage1.0-4456,0,0,san jose mercury news,2007,6,6,20070606,1,0,0
same-sex_marriage1.0-4457,0,0,washington post,2007,6,5,20070605,1,0,0
same-sex_marriage1.0-4454,0,1,new york times,2007,6,7,20070607,1,0,0
same-sex_marriage1.0-4452,0,0,new york times,2007,6,10,20070610,1,0,0
same-sex_marriage1.0-4453,0,0,st. louis post-dispatch,2007,6,9,20070609,1,0,0
same-sex_marriage1.0-4450,0,1,st. louis post-dispatch,2007,6,14,20070614,1,0,0
same-sex_marriage1.0-4103,0,0,denver post,2006,10,31,20061031,0,1,0
same-sex_marriage1.0-2854,0,0,san jose mercury news,2005,5,23,20050523,0,1,0
same-sex_marriage1.0-2855,0,0,san jose mercury news,2005,5,23,20050523,1,0,0
same-sex_marriage1.0-2856,0,0,washington post,2005,5,23,20050523,1,0,0
same-sex_marriage1.0-2857,0,0,washington post,2005,5,22,20050522,0,0,1
same-sex_marriage1.0-2850,0,1,saint paul pioneer press,2005,5,24,20050524,0,0,1
same-sex_marriage1.0-2851,0,0,atlanta journal and constitution,2005,5,23,20050523,1,0,0
same-sex_marriage1.0-2852,0,0,daily news,2005,5,23,20050523,1,0,0
same-sex_marriage1.0-2755,0,0,washington post,2005,8,1,20050801,1,0,0
same-sex_marriage1.0-2858,0,0,new york times,2005,5,20,20050520,1,0,0
same-sex_marriage1.0-1441,0,0,new york times,2004,3,8,20040308,1,0,0
same-sex_marriage1.0-10380,0,1,san jose mercury news,1998,11,5,19981105,0,0,1
same-sex_marriage1.0-10381,0,1,new york times,1998,11,4,19981104,0,1,0
same-sex_marriage1.0-10383,0,0,palm beach post,1998,10,30,19981030,0,1,0
same-sex_marriage1.0-10384,0,0,saint paul pioneer press,1998,10,28,19981028,0,0,1
same-sex_marriage1.0-10385,0,0,saint paul pioneer press,1998,10,24,19981024,0,1,0
same-sex_marriage1.0-10386,0,1,herald-sun,1998,10,20,19981020,1,0,0
same-sex_marriage1.0-10387,0,1,denver post,1998,10,19,19981019,0,0,1
same-sex_marriage1.0-3101,0,0,new york times,2006,6,10,20060610,0,1,0
same-sex_marriage1.0-3100,0,0,washington post,2006,6,11,20060611,1,0,0
same-sex_marriage1.0-3103,0,1,new york times,2006,6,9,20060609,1,0,0
same-sex_marriage1.0-3102,0,0,palm beach post,2006,6,10,20060610,1,0,0
same-sex_marriage1.0-3105,0,1,st. louis post-dispatch,2006,6,9,20060609,1,0,0
same-sex_marriage1.0-3104,0,1,san jose mercury news,2006,6,9,20060609,0,0,1
same-sex_marriage1.0-3109,0,0,denver post,2006,6,8,20060608,1,0,0
same-sex_marriage1.0-3108,0,1,daily news,2006,6,8,20060608,0,0,1
same-sex_marriage1.0-3455,0,0,new york times,2008,6,10,20080610,1,0,0
same-sex_marriage1.0-3454,0,0,san jose mercury news,2008,6,11,20080611,1,0,0
same-sex_marriage1.0-3452,0,0,usa today,2008,6,12,20080612,1,0,0
same-sex_marriage1.0-3450,0,1,san jose mercury news,2008,6,12,20080612,1,0,0
same-sex_marriage1.0-1649,0,0,washington post,2004,6,13,20040613,1,0,0
same-sex_marriage1.0-2502,0,0,atlanta journal and constitution,2004,10,21,20041021,0,1,0
same-sex_marriage1.0-7751,0,1,herald-sun,2012,4,22,20120422,0,0,1
same-sex_marriage1.0-7752,0,1,tampa bay times,2012,4,18,20120418,1,0,0
same-sex_marriage1.0-2506,0,1,saint paul pioneer press,2004,10,21,20041021,1,0,0
same-sex_marriage1.0-7755,0,1,denver post,2012,4,15,20120415,1,0,0
same-sex_marriage1.0-2504,0,1,atlanta journal and constitution,2004,10,21,20041021,1,0,0
same-sex_marriage1.0-7758,0,0,denver post,2012,4,14,20120414,1,0,0
same-sex_marriage1.0-7759,0,0,tampa bay times,2012,4,14,20120414,1,0,0
same-sex_marriage1.0-2508,0,0,atlanta journal and constitution,2004,10,20,20041020,0,1,0
same-sex_marriage1.0-2509,0,0,daily news,2004,10,20,20041020,1,0,0
same-sex_marriage1.0-1539,0,0,washington post,2004,3,4,20040304,1,0,0
same-sex_marriage1.0-408,0,0,washington post,2003,10,4,20031004,1,0,0
same-sex_marriage1.0-409,0,1,daily news,2003,10,3,20031003,0,1,0
same-sex_marriage1.0-404,0,0,atlanta journal and constitution,2003,10,10,20031010,1,0,0
same-sex_marriage1.0-407,0,0,washington post,2003,10,5,20031005,1,0,0
same-sex_marriage1.0-400,0,1,new york times,2003,10,15,20031015,1,0,0
same-sex_marriage1.0-401,0,1,philadelphia inquirer,2003,10,12,20031012,0,0,1
same-sex_marriage1.0-402,0,0,philadelphia inquirer,2003,10,12,20031012,0,0,1
same-sex_marriage1.0-403,0,1,st. louis post-dispatch,2003,10,12,20031012,0,0,1
same-sex_marriage1.0-11163,0,0,new york times,1999,1,7,19990107,1,0,0
same-sex_marriage1.0-11162,0,0,new york times,1999,1,10,19990110,1,0,0
same-sex_marriage1.0-11161,0,1,washington post,1999,1,17,19990117,1,0,0
same-sex_marriage1.0-11160,0,0,philadelphia inquirer,1999,1,17,19990117,1,0,0
same-sex_marriage1.0-1075,0,1,st. louis post-dispatch,2004,2,9,20040209,0,0,1
same-sex_marriage1.0-1074,0,0,saint paul pioneer press,2004,2,9,20040209,1,0,0
same-sex_marriage1.0-6542,0,0,daily news,2010,1,30,20100130,0,1,0
same-sex_marriage1.0-1078,0,0,daily news,2004,2,8,20040208,0,0,1
same-sex_marriage1.0-6540,0,0,st. petersburg times,2010,1,31,20100131,1,0,0
same-sex_marriage1.0-9629,0,0,usa today,1990,2,27,19900227,0,0,1
same-sex_marriage1.0-3112,0,1,new york times,2006,6,8,20060608,1,0,0
same-sex_marriage1.0-3113,1,0,philadelphia inquirer,2006,6,8,20060608,1,0,0
same-sex_marriage1.0-1368,0,0,new york times,2004,3,12,20040312,0,0,1
same-sex_marriage1.0-1363,0,1,washington post,2004,3,13,20040313,0,1,0
same-sex_marriage1.0-6541,0,0,washington post,2010,1,31,20100131,1,0,0
same-sex_marriage1.0-1361,0,0,washington post,2004,3,13,20040313,1,0,0
same-sex_marriage1.0-1360,0,1,st. petersburg times,2004,3,13,20040313,1,0,0
same-sex_marriage1.0-1366,0,1,herald-sun,2004,3,12,20040312,1,0,0
same-sex_marriage1.0-1365,0,0,daily news,2004,3,12,20040312,1,0,0
same-sex_marriage1.0-1364,0,0,atlanta journal and constitution,2004,3,12,20040312,0,0,1
same-sex_marriage1.0-3446,0,1,washington post,2008,6,14,20080614,0,1,0
same-sex_marriage1.0-6546,0,0,saint paul pioneer press,2010,1,29,20100129,0,0,1
same-sex_marriage1.0-10418,0,1,washington post,1998,8,8,19980808,1,0,0
same-sex_marriage1.0-10419,0,0,palm beach post,1998,8,6,19980806,0,0,1
same-sex_marriage1.0-10410,0,1,herald-sun,1998,8,12,19980812,0,0,1
same-sex_marriage1.0-10411,0,0,new york times,1998,8,12,19980812,0,0,1
same-sex_marriage1.0-10412,0,0,philadelphia inquirer,1998,8,12,19980812,0,0,1
same-sex_marriage1.0-10413,0,1,st. louis post-dispatch,1998,8,12,19980812,0,0,1
same-sex_marriage1.0-10414,0,1,washington post,1998,8,11,19980811,1,0,0
same-sex_marriage1.0-10415,0,0,herald-sun,1998,8,10,19980810,1,0,0
same-sex_marriage1.0-10416,0,1,herald-sun,1998,8,8,19980808,0,0,1
same-sex_marriage1.0-6547,0,0,new york times,2010,1,28,20100128,1,0,0
same-sex_marriage1.0-8578,0,0,saint paul pioneer press,2012,9,7,20120907,1,0,0
same-sex_marriage1.0-447,0,1,herald-sun,2003,8,27,20030827,0,1,0
same-sex_marriage1.0-8570,0,1,usa today,2012,9,13,20120913,1,0,0
same-sex_marriage1.0-8573,0,1,san jose mercury news,2012,9,12,20120912,0,1,0
same-sex_marriage1.0-8572,0,1,new york times,2012,9,12,20120912,1,0,0
same-sex_marriage1.0-8574,0,0,saint paul pioneer press,2012,9,11,20120911,1,0,0
same-sex_marriage1.0-8576,0,0,new york times,2012,9,9,20120909,1,0,0
same-sex_marriage1.0-5724,0,1,washington post,2009,5,21,20090521,0,1,0
same-sex_marriage1.0-1635,0,0,new york times,2004,6,17,20040617,1,0,0
same-sex_marriage1.0-1444,0,0,saint paul pioneer press,2004,3,8,20040308,0,1,0
same-sex_marriage1.0-5620,0,1,new york times,2009,6,26,20090626,1,0,0
same-sex_marriage1.0-5621,0,1,san jose mercury news,2009,6,26,20090626,1,0,0
same-sex_marriage1.0-5194,0,0,usa today,2008,5,22,20080522,0,0,1
same-sex_marriage1.0-5625,0,1,new york times,2009,6,22,20090622,1,0,0
same-sex_marriage1.0-5198,0,0,usa today,2008,5,21,20080521,0,0,1
same-sex_marriage1.0-5628,1,0,philadelphia inquirer,2009,6,21,20090621,1,0,0
same-sex_marriage1.0-5629,0,0,washington post,2009,6,21,20090621,1,0,0
same-sex_marriage1.0-1634,0,0,new york times,2004,6,17,20040617,0,0,1
same-sex_marriage1.0-8108,0,0,denver post,2012,6,11,20120611,0,1,0
same-sex_marriage1.0-8109,0,0,new york times,2012,6,11,20120611,1,0,0
same-sex_marriage1.0-8101,0,0,san jose mercury news,2012,6,14,20120614,1,0,0
same-sex_marriage1.0-8104,0,0,saint paul pioneer press,2012,6,13,20120613,0,1,0
same-sex_marriage1.0-8105,0,1,saint paul pioneer press,2012,6,13,20120613,0,1,0
same-sex_marriage1.0-8107,0,1,new york times,2012,6,12,20120612,1,0,0
same-sex_marriage1.0-4865,0,1,washington post,2011,5,6,20110506,1,0,0
same-sex_marriage1.0-4862,0,1,new york times,2011,5,6,20110506,0,0,1
same-sex_marriage1.0-4860,0,0,new york times,2011,5,7,20110507,1,0,0
same-sex_marriage1.0-6203,0,1,washington post,2010,12,5,20101205,1,0,0
same-sex_marriage1.0-6202,0,0,saint paul pioneer press,2010,12,6,20101206,1,0,0
same-sex_marriage1.0-5443,0,1,san jose mercury news,2008,11,4,20081104,0,0,1
same-sex_marriage1.0-6205,0,0,st. louis post-dispatch,2010,12,4,20101204,1,0,0
same-sex_marriage1.0-5448,0,1,new york times,2008,11,1,20081101,0,1,0
same-sex_marriage1.0-1524,0,0,new york times,2004,3,4,20040304,0,1,0
same-sex_marriage1.0-5998,0,1,washington post,2009,12,2,20091202,1,0,0
same-sex_marriage1.0-5999,0,0,washington post,2009,12,2,20091202,1,0,0
same-sex_marriage1.0-6207,0,1,new york times,2010,12,2,20101202,1,0,0
same-sex_marriage1.0-5990,1,0,daily news,2009,12,3,20091203,0,0,1
same-sex_marriage1.0-5992,0,0,new york times,2009,12,3,20091203,0,1,0
same-sex_marriage1.0-1526,0,0,new york times,2004,3,4,20040304,0,1,0
same-sex_marriage1.0-5995,0,1,washington post,2009,12,3,20091203,0,0,1
same-sex_marriage1.0-5996,0,1,daily news,2009,12,2,20091202,1,0,0
same-sex_marriage1.0-5997,0,0,san jose mercury news,2009,12,2,20091202,0,0,1
same-sex_marriage1.0-3598,0,1,st. louis post-dispatch,2008,4,10,20080410,0,0,1
same-sex_marriage1.0-3597,0,0,new york times,2008,4,11,20080411,1,0,0
same-sex_marriage1.0-3595,0,1,st. petersburg times,2008,4,13,20080413,0,1,0
same-sex_marriage1.0-3593,0,1,st. petersburg times,2008,4,18,20080418,0,0,1
same-sex_marriage1.0-1631,0,0,new york times,2004,6,18,20040618,1,0,0
same-sex_marriage1.0-6420,0,0,new york times,2010,6,27,20100627,0,1,0
same-sex_marriage1.0-10908,0,0,new york times,2000,3,18,20000318,1,0,0
same-sex_marriage1.0-6433,0,1,san jose mercury news,2010,6,16,20100616,0,1,0
same-sex_marriage1.0-7724,0,0,denver post,2012,1,4,20120104,1,0,0
same-sex_marriage1.0-1251,0,1,atlanta journal and constitution,2004,3,23,20040323,0,0,1
same-sex_marriage1.0-1630,0,1,washington post,2004,6,19,20040619,1,0,0
same-sex_marriage1.0-2534,0,0,atlanta journal and constitution,2004,10,13,20041013,1,0,0
same-sex_marriage1.0-3848,0,1,st. louis post-dispatch,2008,10,14,20081014,0,1,0
same-sex_marriage1.0-7720,0,1,new york times,2012,1,5,20120105,1,0,0
same-sex_marriage1.0-1250,0,1,washington post,2004,3,24,20040324,0,0,1
same-sex_marriage1.0-6422,0,0,philadelphia inquirer,2010,6,25,20100625,0,0,1
same-sex_marriage1.0-8810,0,1,st. louis post-dispatch,2012,12,8,20121208,0,1,0
same-sex_marriage1.0-4719,0,1,usa today,2011,6,22,20110622,0,0,1
same-sex_marriage1.0-4711,0,1,daily news,2011,6,23,20110623,0,1,0
same-sex_marriage1.0-4710,0,1,daily news,2011,6,23,20110623,1,0,0
same-sex_marriage1.0-1257,0,1,new york times,2004,3,23,20040323,1,0,0
same-sex_marriage1.0-1632,0,0,philadelphia inquirer,2004,6,18,20040618,0,1,0
same-sex_marriage1.0-4717,0,1,new york times,2011,6,22,20110622,0,1,0
same-sex_marriage1.0-8045,0,0,new york times,2012,1,8,20120108,0,1,0
same-sex_marriage1.0-7109,0,1,washington post,2011,12,4,20111204,1,0,0
same-sex_marriage1.0-3842,0,1,st. petersburg times,2008,10,16,20081016,0,1,0
same-sex_marriage1.0-7552,0,1,washington post,2012,2,18,20120218,1,0,0
same-sex_marriage1.0-7105,0,0,san jose mercury news,2011,12,8,20111208,0,1,0
same-sex_marriage1.0-7104,0,1,washington post,2011,12,9,20111209,1,0,0
same-sex_marriage1.0-7107,0,0,st. louis post-dispatch,2011,12,4,20111204,1,0,0
same-sex_marriage1.0-7106,0,0,san jose mercury news,2011,12,8,20111208,1,0,0
same-sex_marriage1.0-7100,0,0,new york times,2011,12,12,20111212,1,0,0
same-sex_marriage1.0-7102,0,1,new york times,2011,12,9,20111209,0,1,0
same-sex_marriage1.0-1256,1,0,herald-sun,2004,3,23,20040323,0,1,0
same-sex_marriage1.0-3844,0,0,san jose mercury news,2008,10,15,20081015,1,0,0
same-sex_marriage1.0-3845,0,0,st. petersburg times,2008,10,15,20081015,0,0,1
same-sex_marriage1.0-8811,0,1,washington post,2012,12,8,20121208,1,0,0
same-sex_marriage1.0-3840,0,1,san jose mercury news,2008,10,16,20081016,1,0,0
same-sex_marriage1.0-8814,0,1,atlanta journal and constitution,2012,12,7,20121207,1,0,0
same-sex_marriage1.0-3843,1,0,san jose mercury news,2008,10,15,20081015,0,0,1
same-sex_marriage1.0-6430,0,1,new york times,2010,6,17,20100617,1,0,0
same-sex_marriage1.0-1254,0,1,herald-sun,2004,3,23,20040323,1,0,0
same-sex_marriage1.0-6426,0,1,new york times,2010,6,20,20100620,1,0,0
same-sex_marriage1.0-1999,0,0,new york times,2004,9,19,20040919,0,0,1
same-sex_marriage1.0-1629,0,1,philadelphia inquirer,2004,6,19,20040619,0,0,1
same-sex_marriage1.0-1994,0,1,atlanta journal and constitution,2004,9,21,20040921,1,0,0
same-sex_marriage1.0-1995,0,1,atlanta journal and constitution,2004,9,21,20040921,0,1,0
same-sex_marriage1.0-1625,0,0,philadelphia inquirer,2004,6,21,20040621,1,0,0
same-sex_marriage1.0-1990,0,0,atlanta journal and constitution,2004,9,23,20040923,0,1,0
same-sex_marriage1.0-1623,1,0,philadelphia inquirer,2004,6,23,20040623,0,1,0
same-sex_marriage1.0-1620,0,1,atlanta journal and constitution,2004,6,23,20040623,1,0,0
same-sex_marriage1.0-1993,1,0,philadelphia inquirer,2004,9,22,20040922,1,0,0
same-sex_marriage1.0-8741,0,1,new york times,2012,12,24,20121224,1,0,0
same-sex_marriage1.0-2718,0,1,philadelphia inquirer,2005,9,2,20050902,1,0,0
same-sex_marriage1.0-2717,0,1,new york times,2005,9,2,20050902,1,0,0
same-sex_marriage1.0-2716,0,0,washington post,2005,9,7,20050907,1,0,0
same-sex_marriage1.0-2715,0,0,st. louis post-dispatch,2005,9,7,20050907,1,0,0
same-sex_marriage1.0-2714,0,0,san jose mercury news,2005,9,7,20050907,1,0,0
same-sex_marriage1.0-2710,0,0,philadelphia inquirer,2005,9,7,20050907,1,0,0
same-sex_marriage1.0-10627,0,0,st. petersburg times,1997,3,26,19970326,0,1,0
same-sex_marriage1.0-10626,0,0,palm beach post,1997,3,26,19970326,0,0,1
same-sex_marriage1.0-10625,0,1,st. petersburg times,1997,3,27,19970327,0,0,1
same-sex_marriage1.0-10623,0,0,st. petersburg times,1997,3,28,19970328,1,0,0
same-sex_marriage1.0-10622,0,0,new york times,1997,3,28,19970328,0,0,1
same-sex_marriage1.0-10621,0,0,palm beach post,1997,3,30,19970330,1,0,0
same-sex_marriage1.0-10620,0,0,san jose mercury news,1997,4,3,19970403,1,0,0
same-sex_marriage1.0-10629,0,0,denver post,1997,3,22,19970322,0,0,1
same-sex_marriage1.0-10628,0,1,denver post,1997,3,25,19970325,1,0,0
same-sex_marriage1.0-1194,0,0,washington post,2004,3,31,20040331,0,0,1
same-sex_marriage1.0-1195,0,1,daily news,2004,3,30,20040330,0,0,1
same-sex_marriage1.0-6412,0,0,san jose mercury news,2010,7,6,20100706,0,0,1
same-sex_marriage1.0-1197,0,0,new york times,2004,3,30,20040330,0,0,1
same-sex_marriage1.0-6415,0,1,new york times,2010,7,3,20100703,0,1,0
same-sex_marriage1.0-1192,0,1,st. petersburg times,2004,3,31,20040331,0,0,1
same-sex_marriage1.0-1193,0,0,washington post,2004,3,31,20040331,0,1,0
same-sex_marriage1.0-6418,0,0,new york times,2010,7,1,20100701,1,0,0
same-sex_marriage1.0-1198,0,0,new york times,2004,3,30,20040330,1,0,0
same-sex_marriage1.0-237,0,0,denver post,2003,12,21,20031221,0,1,0
same-sex_marriage1.0-236,0,1,saint paul pioneer press,2003,12,23,20031223,0,0,1
same-sex_marriage1.0-234,0,1,new york times,2003,12,24,20031224,1,0,0
same-sex_marriage1.0-233,0,0,new york times,2003,12,24,20031224,1,0,0
same-sex_marriage1.0-231,0,0,washington post,2003,12,28,20031228,1,0,0
same-sex_marriage1.0-230,0,0,atlanta journal and constitution,2003,12,28,20031228,0,1,0
same-sex_marriage1.0-238,1,0,new york times,2003,12,21,20031221,0,1,0
same-sex_marriage1.0-5292,0,1,philadelphia inquirer,2008,2,28,20080228,1,0,0
same-sex_marriage1.0-5290,0,0,san jose mercury news,2008,3,2,20080302,0,1,0
same-sex_marriage1.0-5297,0,0,philadelphia inquirer,2008,2,18,20080218,1,0,0
same-sex_marriage1.0-5299,0,1,new york times,2008,2,14,20080214,1,0,0
same-sex_marriage1.0-5298,0,1,washington post,2008,2,15,20080215,0,1,0
same-sex_marriage1.0-7559,0,0,new york times,2012,2,17,20120217,0,1,0
same-sex_marriage1.0-7929,1,0,st. louis post-dispatch,2012,2,12,20120212,0,0,1
same-sex_marriage1.0-7927,0,1,denver post,2012,2,12,20120212,1,0,0
same-sex_marriage1.0-7926,0,1,washington post,2012,2,13,20120213,0,1,0
same-sex_marriage1.0-9199,0,1,usa today,2012,11,8,20121108,1,0,0
same-sex_marriage1.0-9190,0,1,denver post,2012,11,8,20121108,1,0,0
same-sex_marriage1.0-9191,0,1,new york times,2012,11,8,20121108,1,0,0
same-sex_marriage1.0-5879,0,1,new york times,2009,3,5,20090305,1,0,0
same-sex_marriage1.0-5878,0,0,washington post,2009,3,6,20090306,0,1,0
same-sex_marriage1.0-5877,0,0,st. louis post-dispatch,2009,3,6,20090306,1,0,0
same-sex_marriage1.0-5875,0,1,new york times,2009,3,6,20090306,0,1,0
same-sex_marriage1.0-5874,0,1,san jose mercury news,2009,3,10,20090310,0,1,0
same-sex_marriage1.0-5873,0,1,san jose mercury news,2009,3,11,20090311,0,1,0
same-sex_marriage1.0-5872,0,0,new york times,2009,3,13,20090313,0,1,0
same-sex_marriage1.0-10979,0,1,san jose mercury news,2000,2,10,20000210,1,0,0
same-sex_marriage1.0-10978,0,0,new york times,2000,2,10,20000210,0,1,0
same-sex_marriage1.0-9995,0,1,san jose mercury news,1996,9,19,19960919,0,0,1
same-sex_marriage1.0-9996,0,0,new york times,1996,9,18,19960918,1,0,0
same-sex_marriage1.0-4477,0,1,new york times,2007,4,28,20070428,1,0,0
same-sex_marriage1.0-9990,0,1,saint paul pioneer press,1996,9,21,19960921,0,0,1
same-sex_marriage1.0-4471,0,1,new york times,2007,5,13,20070513,1,0,0
same-sex_marriage1.0-9992,0,1,washington post,1996,9,21,19960921,1,0,0
same-sex_marriage1.0-9993,0,0,washington post,1996,9,20,19960920,1,0,0
same-sex_marriage1.0-4478,0,0,new york times,2007,4,28,20070428,1,0,0
same-sex_marriage1.0-1997,0,0,atlanta journal and constitution,2004,9,20,20040920,1,0,0
same-sex_marriage1.0-1622,0,1,palm beach post,2004,6,23,20040623,1,0,0
same-sex_marriage1.0-10291,0,0,san jose mercury news,1996,3,26,19960326,1,0,0
same-sex_marriage1.0-1992,0,0,atlanta journal and constitution,2004,9,22,20040922,0,1,0
same-sex_marriage1.0-1621,0,0,new york times,2004,6,23,20040623,0,0,1
same-sex_marriage1.0-10362,0,0,new york times,1998,12,10,19981210,1,0,0
same-sex_marriage1.0-10363,0,1,new york times,1998,11,23,19981123,0,0,1
same-sex_marriage1.0-10360,0,0,denver post,1998,12,14,19981214,0,0,1
same-sex_marriage1.0-10366,0,1,san jose mercury news,1998,11,19,19981119,0,0,1
same-sex_marriage1.0-10367,0,0,st. louis post-dispatch,1998,11,19,19981119,0,0,1
same-sex_marriage1.0-10364,0,0,san jose mercury news,1998,11,23,19981123,1,0,0
same-sex_marriage1.0-10365,0,1,new york times,1998,11,19,19981119,1,0,0
same-sex_marriage1.0-10368,0,0,washington post,1998,11,19,19981119,1,0,0
same-sex_marriage1.0-10369,0,1,philadelphia inquirer,1998,11,18,19981118,0,1,0
same-sex_marriage1.0-3669,0,0,san jose mercury news,2008,12,21,20081221,1,0,0
same-sex_marriage1.0-3127,1,0,new york times,2006,6,7,20060607,1,0,0
same-sex_marriage1.0-3126,0,1,atlanta journal and constitution,2006,6,7,20060607,0,0,1
same-sex_marriage1.0-3125,0,0,atlanta journal and constitution,2006,6,7,20060607,0,1,0
same-sex_marriage1.0-3124,0,0,atlanta journal and constitution,2006,6,7,20060607,1,0,0
same-sex_marriage1.0-3123,0,0,washington post,2006,6,8,20060608,1,0,0
same-sex_marriage1.0-3367,0,0,new york times,2006,1,26,20060126,1,0,0
same-sex_marriage1.0-3121,0,1,usa today,2006,6,8,20060608,0,0,1
same-sex_marriage1.0-3128,0,1,philadelphia inquirer,2006,6,7,20060607,0,0,1
same-sex_marriage1.0-8196,0,1,washington post,2012,5,23,20120523,1,0,0
same-sex_marriage1.0-7737,0,1,usa today,2012,4,30,20120430,1,0,0
same-sex_marriage1.0-7735,1,0,new york times,2012,4,30,20120430,1,0,0
same-sex_marriage1.0-7733,0,1,saint paul pioneer press,2012,1,2,20120102,1,0,0
same-sex_marriage1.0-7730,0,0,denver post,2012,1,3,20120103,0,1,0
same-sex_marriage1.0-7738,0,1,new york times,2012,4,29,20120429,0,1,0
same-sex_marriage1.0-7739,1,0,herald-sun,2012,4,28,20120428,1,0,0
same-sex_marriage1.0-6257,0,1,new york times,2010,9,25,20100925,0,0,1
same-sex_marriage1.0-8748,0,0,denver post,2012,12,16,20121216,1,0,0
same-sex_marriage1.0-422,0,0,denver post,2003,9,21,20030921,0,0,1
same-sex_marriage1.0-423,0,0,atlanta journal and constitution,2003,9,20,20030920,1,0,0
same-sex_marriage1.0-426,0,1,san jose mercury news,2003,9,19,20030919,1,0,0
same-sex_marriage1.0-427,0,0,new york times,2003,9,11,20030911,0,0,1
same-sex_marriage1.0-424,0,0,new york times,2003,9,20,20030920,1,0,0
same-sex_marriage1.0-425,0,1,san jose mercury news,2003,9,20,20030920,0,0,1
same-sex_marriage1.0-938,0,0,atlanta journal and constitution,2004,2,18,20040218,1,0,0
same-sex_marriage1.0-939,0,0,atlanta journal and constitution,2004,2,18,20040218,0,1,0
same-sex_marriage1.0-428,0,0,san jose mercury news,2003,9,11,20030911,0,0,1
same-sex_marriage1.0-429,0,0,washington post,2003,9,11,20030911,0,0,1
same-sex_marriage1.0-11105,0,0,washington post,1999,8,10,19990810,1,0,0
same-sex_marriage1.0-11104,0,0,herald-sun,1999,8,17,19990817,0,1,0
same-sex_marriage1.0-11107,0,0,st. louis post-dispatch,1999,8,6,19990806,1,0,0
same-sex_marriage1.0-11106,0,0,new york times,1999,8,6,19990806,1,0,0
same-sex_marriage1.0-11101,0,0,new york times,1999,9,5,19990905,1,0,0
same-sex_marriage1.0-11100,0,1,new york times,1999,9,5,19990905,1,0,0
same-sex_marriage1.0-11102,0,0,denver post,1999,8,28,19990828,1,0,0
same-sex_marriage1.0-2520,0,0,st. louis post-dispatch,2004,10,17,20041017,0,0,1
same-sex_marriage1.0-2522,0,0,new york times,2004,10,16,20041016,0,0,1
same-sex_marriage1.0-2523,0,0,new york times,2004,10,16,20041016,0,1,0
same-sex_marriage1.0-2524,0,1,washington post,2004,10,16,20041016,0,0,1
same-sex_marriage1.0-11108,0,0,san jose mercury news,1999,7,31,19990731,1,0,0
same-sex_marriage1.0-2526,0,1,denver post,2004,10,15,20041015,0,1,0
same-sex_marriage1.0-9607,0,1,palm beach post,1990,3,24,19900324,0,1,0
same-sex_marriage1.0-6069,0,1,washington post,2009,11,2,20091102,0,1,0
same-sex_marriage1.0-6068,0,0,usa today,2009,11,2,20091102,1,0,0
same-sex_marriage1.0-684,0,1,philadelphia inquirer,2003,4,9,20030409,1,0,0
same-sex_marriage1.0-682,0,1,washington post,2003,4,16,20030416,1,0,0
same-sex_marriage1.0-680,0,0,daily news,2003,4,16,20030416,1,0,0
same-sex_marriage1.0-681,0,0,new york times,2003,4,16,20030416,1,0,0
same-sex_marriage1.0-6061,1,0,philadelphia inquirer,2009,11,4,20091104,0,0,1
same-sex_marriage1.0-6060,0,0,daily news,2009,11,4,20091104,1,0,0
