,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14
same-sex_marriage1.0-7399,0,0,0,washington post,2011,7,2,20110702,0.433364003,0.287321623,0.279314373,0.002494936,0.000962955,0.050404996,0.348410407,0.021520284,0.005038979,0.0009507,0.000944296,0.0009407,0.003331159,0.093316744,0.003893446,0.459236512,0.008553886,0,0.023370196,0.007404174,0.090236653,0.358445097,0.455109115,0.400808931,0.003501158,0.000412431,0.019662012,0.363063369,0.139353144,0.317204451,0.49362575,0.031276843,0.185149914
same-sex_marriage1.0-740,0,0,1,washington post,2004,2,29,20040229,0.814601028,0.131485234,0.053913738,0.001363504,0.001311854,0.202013913,0.137064316,0.035085736,0.000855529,0.001779784,0.001075601,0.001556078,0.090834858,0.473296636,0.044899289,0.005046256,0.003816647,0,0.03013315,0.012764882,0.533917141,0.652106609,0.906233864,0.415118714,0.00782101,5.16E-05,0.050187266,0.575080229,0.601060247,0.485071047,0.678102223,0.03428982,0.189281989
same-sex_marriage1.0-7402,0,0,0,philadelphia inquirer,2011,7,1,20110701,0.520221492,0.159460909,0.320317599,0.052837075,0.002342628,0.049775467,0.052500505,0.016082768,0.312371741,0.002068098,0.001219232,0.015978035,0.000684638,0.152704085,0.216092558,0.101717276,0.023625895,0,0.028691066,0.008841869,0.420452846,0.370671768,0.825478868,0.417956449,0.006202891,0.001099877,0.003534054,0.140428615,0.676246765,0.543928887,0.612290812,0.055638644,0.146286766
same-sex_marriage1.0-7403,0,0,0,usa today,2011,7,1,20110701,0.768804062,0.105669374,0.125526563,0.040855297,0.003615564,0.068272974,0.103171389,0.067734454,0.008773388,0.001016392,0.000809969,0.001334626,0.024194513,0.123054123,0.508317427,0.026414411,0.022435474,0,0.109188189,0.01063737,0.402571377,0.409716688,0.904270011,0.342043759,0.010967336,0.003590703,0.021359075,0.317671334,0.353928308,0.662220237,0.375231964,0.04443735,0.296886973
same-sex_marriage1.0-7409,0,0,0,denver post,2012,4,27,20120427,0.720087654,0.182578741,0.097333605,0.001748634,0.000958541,0.006115506,0.060959818,0.029173637,0.028924623,0.002924039,0.001505456,0.001945049,0.002053486,0.01107848,0.001079146,0.84982367,0.001709915,0,0.039831935,0.003232142,0.251656369,0.867012763,0.517179914,0.495869459,0.00507206,0.0001977,0.011319523,0.188086857,0.090977338,0.326665471,0.874827946,0.014558972,0.105420671
same-sex_marriage1.0-741,0,0,0,washington post,2004,2,29,20040229,0.414854465,0.259789054,0.325356481,0.001917626,0.000714117,0.004536308,0.018472453,0.401137456,0.076078421,0.00182021,0.000766185,0.001482315,0.015527084,0.000207365,0.234249886,0.237327519,0.005763055,0,0.065046792,0.01042545,0.119099163,0.060465057,0.982996044,0.452027688,0.003297475,0.000131989,0.026493978,0.24522958,0.049594046,0.971852278,0.974830542,0.05615362,0.144600221
same-sex_marriage1.0-7413,0,0,0,denver post,2012,4,26,20120426,0.753488558,0.148975464,0.097535978,0.014930707,0.000631088,0.004380182,0.022795987,0.009767742,0.078444123,0.001987249,0.000517435,0.00209886,0.0294855,0.000601727,0.000430028,0.833099021,0.000830349,0,0.194765283,0.003330778,0.903181667,0.537344849,0.307899229,0.44019147,0.004292816,0.007215228,0.045519235,0.141796173,0.105525282,0.420637075,0.99492363,0.010392038,0.042036266
same-sex_marriage1.0-7415,0,0,1,new york times,2012,4,26,20120426,0.67625788,0.228867091,0.094875029,0.000934728,0.001644453,0.105273069,0.023826136,0.000503499,0.009749786,0.015573031,0.002920226,0.002039451,0.030538999,0.145161183,0.657472665,0.002021493,0.002341281,0,0.047472399,0.007524264,0.808543317,0.119735913,0.053231395,0.334876226,0.009133854,0.001818619,0.011475841,0.035308966,0.799104353,0.979416763,0.345363556,0.014358996,0.229794762
same-sex_marriage1.0-7419,0,0,1,herald-sun,2012,4,22,20120422,0.536164655,0.253657403,0.210177941,0.041063551,0.002999931,0.005390378,0.171634644,0.039925108,0.52502326,0.003610172,0.000692717,0.025566249,0.113089167,0.017239037,0.0450407,0.003269652,0.005455436,0,0.439555324,0.009254327,0.897045739,0.652703994,0.914827174,0.460194598,0.013304196,0.008264417,0.538002305,0.525055604,0.189476807,0.856724493,0.467582955,0.020744834,0.142094569
same-sex_marriage1.0-742,0,0,0,atlanta journal and constitution,2004,2,28,20040228,0.355215781,0.266898265,0.377885953,0.012321851,0.0010988,0.818563777,0.007124937,0.01656763,0.000469364,0.001920782,0.006980341,0.001995103,0.000714798,0.024319687,0.004735247,0.098138665,0.005049017,0,0.006311705,0.006488205,0.977510731,0.076996309,0.414505855,0.285803851,0.020224757,3.25E-05,0.004155693,0.049636856,0.211544953,0.385399263,0.567489008,0.061825648,0.133426263
same-sex_marriage1.0-7423,0,0,1,new york times,2012,4,16,20120416,0.702270537,0.090693571,0.207035892,0.575864658,0.004432772,0.001960396,0.023268693,0.088571625,0.046920768,0.002389136,0.00279229,0.003192433,0.134545652,0.088307034,0.016291306,0.00105646,0.010406777,0,0.630336509,0.007490156,0.147285887,0.260683468,0.326142311,0.507688841,0.028771755,0.008158156,0.035172763,0.94201035,0.174829172,0.301669361,0.155340027,0.033611436,0.098751457
same-sex_marriage1.0-7425,0,0,1,washington post,2012,4,15,20120415,0.618874271,0.232350143,0.148775586,0.009764653,0.005048387,0.904712915,0.001971626,0.005445523,0.00549249,0.004955886,0.000740276,0.001340131,0.001058526,0.002956608,0.017102308,0.036930599,0.002480072,0,0.105201454,0.007908036,0.990264068,0.090736751,0.149405411,0.490085181,0.011275911,0.000271802,0.007047607,0.039581629,0.110275294,0.448901161,0.660670959,0.007707615,0.188819884
same-sex_marriage1.0-743,0,0,1,atlanta journal and constitution,2004,2,28,20040228,0.429531413,0.192831078,0.37763751,0.001492572,0.000815927,0.003929807,0.000685414,0.942341568,0.001065114,0.000749065,0.000608417,0.000881734,0.003551463,0.003568646,0.017929355,0.01883715,0.003543767,0,0.0044071,0.014675857,0.118427086,0.04158558,0.987138227,0.356457876,0.012866481,5.37E-05,0.016127221,0.241352369,0.098299676,0.317660676,0.560011043,0.023208992,0.093521979
same-sex_marriage1.0-7430,0,0,1,washington post,2012,4,13,20120413,0.608425683,0.272261257,0.119313059,0.005390394,0.002862483,0.002413787,0.388714345,0.434507979,0.025160234,0.001697028,0.000869239,0.004709006,0.006903798,0.00043974,0.021987077,0.053162467,0.051182422,0,0.062516279,0.007907618,0.083144748,0.65468052,0.910411929,0.529094355,0.052856124,0.001869226,0.038078331,0.319444538,0.112965403,0.223869052,0.364174546,0.124930507,0.223332024
same-sex_marriage1.0-7433,0,0,0,new york times,2012,4,10,20120410,0.791460217,0.086594612,0.121945172,0.03801591,0.000935528,0.127138246,0.051110495,0.004104043,0.00084384,0.000808776,0.000676753,0.001515745,0.480676471,0.202271965,0.014511263,0.0738595,0.003531465,0,0.0793427,0.012003467,0.55433207,0.202586917,0.09473802,0.525840681,0.006182424,0.000374997,0.012304788,0.511639782,0.419567572,0.328699893,0.29709627,0.006993521,0.135497037
same-sex_marriage1.0-7434,0,0,1,tampa bay times,2012,4,9,20120409,0.332574505,0.26399129,0.403434205,0.000353687,0.004843573,0.002010184,0.006391143,0.054754199,0.045411568,0.002614564,0.000906206,0.00335976,0.000951318,0.003719726,0.001687438,0.855518846,0.017477788,0,0.113650278,0.008238923,0.207258008,0.397816409,0.967641321,0.553589375,0.025237217,0.000475979,0.047232592,0.220961316,0.107440487,0.224033088,0.955281208,0.062838975,0.060591538
same-sex_marriage1.0-7435,1,0,0,new york times,2012,4,7,20120407,0.710623684,0.179415389,0.109960927,0.014123065,0.001209895,0.042550582,0.07777153,0.003179343,0.010025953,0.005463628,0.001344755,0.002241009,0.006268871,0.677722615,0.029802706,0.117262104,0.011033945,0,0.37062317,0.007548901,0.596546904,0.638231593,0.181783801,0.379382458,0.004091494,0.001112589,0.025529025,0.091234153,0.466383028,0.304041196,0.969302041,0.032858987,0.18529872
same-sex_marriage1.0-7437,1,0,0,tampa bay times,2012,4,6,20120406,0.783792524,0.142396895,0.073810581,0.073336142,0.000830493,0.011099349,0.061155829,0.085273381,0.259561594,0.004210137,0.001150804,0.213246335,0.094177692,0.12763624,0.016758394,0.043548765,0.008014844,0,0.088901894,0.01584273,0.079786065,0.509737136,0.318076676,0.523119698,0.029182158,9.78E-05,0.762687105,0.815139379,0.129405688,0.37651157,0.405886391,0.011051784,0.118553748
same-sex_marriage1.0-7438,0,0,0,new york times,2012,4,5,20120405,0.687655716,0.247145801,0.065198483,0.003212658,0.001105669,0.001119443,0.00796056,0.946353703,0.002319671,0.003011574,0.00724027,0.00072232,0.016120044,0.002218097,0.001507714,0.000179776,0.006928501,0,0.675294876,0.008977593,0.109460372,0.385907012,0.989246915,0.492811905,0.0414128,5.92E-05,0.01735122,0.219879103,0.124559234,0.090344199,0.119835909,0.038655384,0.135219934
same-sex_marriage1.0-744,0,0,0,atlanta journal and constitution,2004,2,28,20040228,0.172520454,0.315387069,0.512092477,0.002722682,0.000806544,0.011601206,0.000238509,0.003019167,0.002765662,0.001654811,0.00041977,0.002757292,0.000146896,0.002683587,0.40929619,0.56076113,0.001126554,0,0.018534293,0.003445004,0.485433676,0.053875842,0.927586906,0.494234261,0.002399265,0.000243612,0.007368518,0.036641887,0.035290298,0.927660687,0.978385491,0.049782486,0.088947486
same-sex_marriage1.0-7442,0,0,1,washington post,2012,4,3,20120403,0.633560074,0.235175334,0.131264592,0.015886363,0.000664926,0.005024885,0.000713396,0.001440855,0.69639848,0.004932381,0.000545179,0.081865097,0.109919689,0.003102549,0.000922,0.069397043,0.009187156,0,0.261264257,0.013055588,0.056259851,0.317866758,0.739780414,0.547842462,0.026520398,0.00125653,0.897385107,0.78800651,0.223909828,0.288995567,0.818788726,0.033315512,0.114498296
same-sex_marriage1.0-7446,0,0,1,washington post,2012,4,1,20120401,0.545723862,0.314891898,0.139384241,0.000820308,0.000741539,0.00043043,0.007187765,0.001556903,0.003883436,0.000533457,0.000607994,0.000692926,0.002817746,0.024542883,0.039375627,0.910061759,0.006747228,0,0.047181009,0.005651457,0.05378005,0.173619018,0.28478654,0.421716053,0.002902755,1.80E-05,0.003243372,0.084683883,0.095727292,0.746597077,0.996002698,0.014161293,0.19124788
same-sex_marriage1.0-745,0,0,0,atlanta journal and constitution,2004,2,28,20040228,0.373635873,0.295978763,0.330385364,0.063022036,0.022567427,0.09836393,0.087648775,0.092311323,0.04712473,0.091798703,0.043753471,0.076235922,0.078118246,0.091780733,0.066217666,0.084015857,0.05704118,0,0.194517436,0.007374447,0.442144821,0.45498562,0.498911148,0.429838551,0.048284736,0.049179382,0.380300375,0.114840234,0.254481141,0.519458752,0.465135497,0.294561921,0.481069267
same-sex_marriage1.0-7452,0,0,1,saint paul pioneer press,2012,3,29,20120329,0.708174868,0.168566156,0.123258976,0.025953705,0.000635964,0.003136184,0.001329616,0.003797341,0.009471158,0.000850245,0.000750262,0.001514288,0.014740332,0.082195107,0.002224111,0.851351407,0.002050277,0,0.083534266,0.007494956,0.16732977,0.234333841,0.319279303,0.465761612,0.003450903,0.00032353,0.031191581,0.187110041,0.481165231,0.563156476,0.988652804,0.017806203,0.162882027
same-sex_marriage1.0-7453,0,0,0,saint paul pioneer press,2012,3,29,20120329,0.440328255,0.237947234,0.321724511,0.052877691,0.001452045,0.165989899,0.004025748,0.107918743,0.002395678,0.004238812,0.001227223,0.01422479,0.074441086,0.339642886,0.17719855,0.051590823,0.002776024,0,0.19111845,0.009488432,0.82162787,0.150474588,0.404070063,0.515095741,0.020227274,0.0001202,0.009131204,0.236858025,0.087428586,0.763578002,0.744399197,0.009971374,0.183929699
same-sex_marriage1.0-7457,0,0,1,washington post,2012,3,29,20120329,0.301737404,0.420723701,0.277538895,0.001501413,0.003847233,0.018640356,0.01497452,0.057515547,0.044588557,0.000700731,0.000483136,0.004314213,0.000280094,0.00310291,0.790737279,0.058840757,0.000473253,0,0.251483182,0.005690616,0.15072488,0.071542943,0.098794758,0.445734021,0.009679336,0.000235268,0.006200613,0.020390008,0.168742671,0.933267609,0.551467422,0.025770926,0.186405583
same-sex_marriage1.0-7458,0,0,0,new york times,2012,3,28,20120328,0.628602889,0.223157743,0.148239368,0.044698989,0.003849535,0.015242976,0.005649006,0.118422955,0.010425595,0.03371823,0.002784721,0.003149291,0.101465491,0.086418451,0.024849861,0.546274591,0.003050308,0,0.103354086,0.008541089,0.122378627,0.364138788,0.812750148,0.466272148,0.061982398,0.000263298,0.007371251,0.107360945,0.180067062,0.526910209,0.194206628,0.007301861,0.093323094
same-sex_marriage1.0-746,0,0,0,daily news,2004,2,28,20040228,0.733855241,0.101737451,0.164407308,0.001077508,0.001090315,0.011898697,0.013646757,0.01978039,0.00213406,0.007699239,0.000550508,0.001279391,0.652944116,0.084321346,0.190619956,0.003368687,0.00958903,0,0.03542339,0.029976741,0.363367165,0.555425924,0.853797199,0.408749496,0.317962352,3.52E-05,0.011784548,0.579332631,0.331970851,0.631505189,0.769220539,0.044335764,0.270925269
same-sex_marriage1.0-7460,0,0,0,washington post,2012,3,28,20120328,0.760759751,0.13828409,0.100956159,0.001883686,0.000687139,0.02980458,0.011110923,0.574443188,0.001807917,0.003765972,0.003603134,0.001117457,0.335921541,0.029525963,6.09E-05,0.004586262,0.001681303,0,0.109265871,0.011006703,0.128943443,0.385580827,0.978090917,0.533673259,0.008164395,0.006825053,0.380633284,0.541775913,0.106037236,0.210044327,0.668737388,0.016142308,0.173371646
same-sex_marriage1.0-7461,0,0,0,herald-sun,2012,3,27,20120327,0.759752795,0.146528155,0.09371905,0.000139494,0.000442458,0.348416341,0.007159154,0.00878263,0.011107668,0.000881215,0.00032993,0.000152378,0.488394334,0.130143444,0.000711074,0.000591206,0.002748674,0,0.247920629,0.008189213,0.993183724,0.945258332,0.996441409,0.495576119,0.025110892,0.000709295,0.017265582,0.903749423,0.118061724,0.473292046,0.375188356,0.022302851,0.192343471
same-sex_marriage1.0-7463,0,0,1,denver post,2012,3,25,20120325,0.799106244,0.140102355,0.060791401,0.002155474,0.000725446,0.00062586,0.04058826,0.008182944,0.098331593,0.001158452,0.001174466,0.001102917,0.001205185,0.008712182,0.031272236,0.802641364,0.002123621,0,0.06594469,0.002917804,0.072229419,0.727519308,0.853337186,0.50159214,0.008281915,0.000163889,0.009649905,0.171162388,0.139944097,0.494619072,0.984293912,0.024424891,0.105270631
same-sex_marriage1.0-7464,0,0,1,new york times,2012,3,25,20120325,0.808430198,0.16643713,0.025132672,0.004640449,0.001036348,0.001132859,0.003985206,0.780091448,0.024229714,0.002904845,0.000749686,0.003131251,0.032122623,0.107023027,0.034186696,0.001133978,0.003631871,0,0.830904508,0.014658994,0.105968606,0.2321118,0.894219373,0.49173105,0.019185769,0.000117105,0.056490549,0.733404281,0.403650299,0.448495063,0.075407386,0.01579223,0.154059661
same-sex_marriage1.0-7466,1,0,0,atlanta journal and constitution,2012,3,22,20120322,0.393872257,0.299411762,0.30671598,0.006953742,0.001912021,0.11442434,0.009498927,0.11035756,0.017782091,0.03277904,0.000878028,0.001400529,0.011762699,0.009838115,0.425784327,0.255045714,0.001582868,0,0.071913667,0.005485241,0.056128515,0.206228007,0.110193326,0.436020796,0.021155845,0.000344398,0.033527388,0.118062804,0.084819497,0.742887332,0.951210478,0.012932326,0.14825243
same-sex_marriage1.0-7468,0,0,0,new york times,2012,3,22,20120322,0.421401933,0.283793148,0.294804919,0.004825513,0.000965629,0.002182466,0.009978649,0.005412179,0.011869429,0.003005513,0.00081612,0.001496544,0.002613887,0.006831201,0.002231505,0.94643349,0.001337874,0,0.067480739,0.008462952,0.095144034,0.051009627,0.145759717,0.478772169,0.014367016,0.000991663,0.006536192,0.046176694,0.218921372,0.382156498,0.987970607,0.008201691,0.153660618
same-sex_marriage1.0-7469,0,0,1,new york times,2012,3,22,20120322,0.478579589,0.35720311,0.164217302,0.00289198,0.000694531,0.001955748,0.00605509,0.003737349,0.006910089,0.001310056,0.000586995,0.000636999,0.00871002,0.000519646,0.003748772,0.960746596,0.001496128,0,0.023295258,0.004031167,0.040660711,0.129021751,0.171880682,0.487275161,0.008771633,4.16E-05,0.002792421,0.119327547,0.185238242,0.63419218,0.999276098,0.037418252,0.115637051
same-sex_marriage1.0-7474,0,0,1,tampa bay times,2012,3,16,20120316,0.696734309,0.22303827,0.080227421,0.002045564,0.001984729,0.632967856,0.023598469,0.017350315,0.007661014,0.00166935,0.000841247,0.00572645,0.15224013,0.108606799,0.032908315,0.004557479,0.007842282,0,0.01679136,0.0101192,0.991557933,0.32764177,0.618808966,0.418951524,0.01976917,0.01818212,0.016471232,0.517263564,0.302215204,0.178997798,0.15220991,0.016106624,0.304644509
same-sex_marriage1.0-7477,0,0,1,washington post,2012,3,16,20120316,0.622875547,0.258353621,0.118770832,0.004241864,0.000669172,0.001236366,0.029505702,0.000812131,0.001034275,0.005917515,0.000721532,0.00153571,0.000277876,0.014772028,0.042065101,0.889226695,0.007984032,0,0.091057711,0.007078112,0.068596402,0.650575946,0.179711727,0.460008072,0.03585071,0.001576012,0.004441453,0.041296378,0.279622392,0.226767128,0.987283144,0.017051021,0.210565649
same-sex_marriage1.0-7478,0,0,1,philadelphia inquirer,2012,3,15,20120315,0.614980121,0.253354267,0.131665612,0.011283509,0.001340616,0.001965099,0.037404731,0.064735839,0.021352629,0.00381784,0.00214377,0.001160504,0.006035562,0.007044994,0.013537856,0.739923551,0.0882535,0,0.019424414,0.005381163,0.084551032,0.168208958,0.860912915,0.50159214,0.043311028,0.000536837,0.011914524,0.219242863,0.130244554,0.754140502,0.964970275,0.041873761,0.146337845
same-sex_marriage1.0-748,0,0,0,new york times,2004,2,28,20040228,0.455009784,0.267036476,0.27795374,0.002949403,0.003815911,0.000941806,2.05E-05,0.557671477,0.000357119,0.002372758,0.00434463,0.000477635,0.001592321,0.000864538,0.00133528,0.422686782,0.000569837,0,0.012501068,0.016510012,0.011879289,0.033555852,0.988880858,0.406875663,0.019194291,9.45E-05,0.022374055,0.124179553,0.098896216,0.158205431,0.738575782,0.017539673,0.10872384
same-sex_marriage1.0-7482,0,0,0,new york times,2012,3,9,20120309,0.789177866,0.090854729,0.119967404,0.008350264,0.003979819,0.446474649,0.001090645,0.014242243,0.00046136,0.001884274,0.000499787,0.001593755,0.168563434,0.080801039,0.266352075,0.002830907,0.002875751,0,0.133889945,0.026371976,0.73518987,0.066038434,0.298763643,0.430338707,0.048221632,0.001356282,0.113411904,0.497466135,0.102893517,0.134903714,0.10130686,0.007656763,0.114609417
same-sex_marriage1.0-7484,0,0,1,new york times,2012,3,7,20120307,0.636907566,0.194334282,0.168758152,0.005802231,0.010964419,0.006208331,0.00064754,0.033723096,0.478815591,0.010678481,0.000992187,0.00355251,0.021120286,0.06410177,0.099820249,0.25235348,0.011219828,0,0.175414542,0.007179283,0.036213354,0.126272782,0.65974392,0.456663554,0.022951235,0.000233204,0.154686281,0.229904301,0.140390556,0.588465494,0.443611214,0.006692006,0.095225806
same-sex_marriage1.0-7485,0,0,0,san jose mercury news,2012,3,7,20120307,0.592732853,0.262852807,0.144414341,0.075245989,0.003593182,0.055883851,0.038215293,0.048866089,0.057330935,0.021957076,0.008193842,0.005106457,0.034061973,0.332356905,0.020469363,0.285326554,0.013392491,0,0.096689448,0.014507719,0.163649365,0.168587487,0.292628985,0.51779526,0.099232271,0.004142426,0.042624298,0.277141358,0.645753252,0.18058529,0.265007217,0.019060719,0.268913724
same-sex_marriage1.0-7486,0,0,0,san jose mercury news,2012,3,5,20120305,0.550198601,0.23574907,0.21405233,0.007889228,0.001127795,0.060479897,0.003915971,0.006412776,0.003840043,0.001542258,0.001330486,0.002451278,0.427224255,0.079233426,0.120437155,0.283138174,0.000977257,0,0.234679602,0.013815235,0.762025265,0.226131735,0.329910698,0.450051924,0.013231335,0.000148415,0.04865164,0.450037669,0.333067611,0.27680336,0.164710714,0.007037025,0.199396969
same-sex_marriage1.0-749,0,0,1,new york times,2004,2,28,20040228,0.401871579,0.148840852,0.449287569,0.002580858,0.000634556,0.583067093,0.002421777,0.01294308,0.027357152,0.002499491,0.0007486,0.000667868,0.010104188,0.007398784,0.028870392,0.319558944,0.001147217,0,0.017752739,0.009094074,0.991626982,0.05207943,0.449882546,0.412472268,0.009648754,0.001307758,0.008439353,0.162590567,0.154875638,0.233788127,0.904610804,0.013525688,0.110990364
same-sex_marriage1.0-7491,0,1,0,washington post,2012,3,3,20120303,0.618947823,0.262774424,0.118277753,0.010737799,0.000737177,0.00963815,0.005123288,0.000376166,0.00043754,0.001029182,0.00384528,0.000645859,0.053667891,0.012399952,0.001592922,0.898111589,0.001657205,0,0.081997537,0.007054604,0.042333028,0.604880521,0.10420223,0.440680039,0.010852975,0.001063159,0.00673483,0.095186755,0.21953761,0.454229168,0.968945638,0.005344989,0.24359222
same-sex_marriage1.0-7493,0,0,1,daily news,2012,3,2,20120302,0.743817578,0.164561693,0.091620729,0.003317678,0.001485065,0.027404598,0.094845186,0.003655089,0.007921303,0.000828519,0.000661594,0.003997719,0.091143645,0.475805057,0.167186325,0.120389752,0.00135847,0,0.056976286,0.013521012,0.227824667,0.584049667,0.304378878,0.462489938,0.012304787,0.000123736,0.023929433,0.258440243,0.630873547,0.335504011,0.720418904,0.007979284,0.205731186
same-sex_marriage1.0-7495,0,0,0,new york times,2012,3,2,20120302,0.660819295,0.199630233,0.139550472,0.017951672,0.000807531,0.001210331,0.021100119,0.000571799,0.002863949,0.003872153,0.002842967,0.002423192,0.047408817,0.004748267,0.022967038,0.870216701,0.001015461,0,0.611489756,0.010404292,0.293766382,0.281312891,0.174077141,0.37720501,0.076643342,0.077686513,0.384257578,0.168660281,0.100437565,0.378264869,0.988909726,0.005277197,0.192792821
same-sex_marriage1.0-7496,0,0,0,san jose mercury news,2012,3,2,20120302,0.594669888,0.247679278,0.157650833,0.222269002,0.00366473,0.007386983,0.014122059,0.268679225,0.02904702,0.01951185,0.020541607,0.00769601,0.032937937,0.202192589,0.104812855,0.062951948,0.004186185,0,0.272051448,0.010267138,0.073345364,0.065393925,0.827063167,0.494855962,0.049272931,1.91E-05,0.023005929,0.123637858,0.192794464,0.347904113,0.086348853,0.008002982,0.079205865
same-sex_marriage1.0-75,0,1,0,washington post,2002,4,3,20020403,0.721183608,0.12985814,0.148958251,0.344650631,0.001613026,0.02311069,0.199824013,0.081467741,0.046086487,0.005945878,0.00223515,0.203989945,0.011884002,0.004933403,0.012392187,0.05786751,0.003999339,0,0.426011693,0.012989389,0.168011463,0.596666458,0.423532556,0.469808577,0.008888514,0.000104606,0.832232832,0.767800243,0.046491206,0.344894037,0.785742798,0.029374264,0.060327631
same-sex_marriage1.0-750,0,0,0,new york times,2004,2,28,20040228,0.742162256,0.144502643,0.113335102,0.000403417,0.001498329,0.000649314,0.017174527,0.610272765,0.003703007,0.005243291,0.000564114,0.001770823,0.006666402,0.000195055,0.000790194,0.348466575,0.002602188,0,0.024431323,0.019051009,0.081095691,0.448395442,0.974783479,0.402699944,0.047141837,0.000275494,0.036624684,0.226178164,0.186009565,0.130992294,0.921417315,0.061869934,0.092745468
same-sex_marriage1.0-7503,0,0,1,new york times,2012,2,27,20120227,0.657145257,0.092248401,0.250606341,0.005554663,0.003615578,0.03998186,0.635500925,0.033312799,0.069378821,0.00084428,0.000809972,0.00291442,0.096496026,0.023536475,0.003843646,0.078624591,0.005585945,0,0.098554441,0.008929836,0.790553022,0.946181025,0.407102144,0.447613465,0.010265893,0.00245671,0.020020909,0.45253337,0.363262267,0.201153525,0.807158302,0.054749706,0.183910503
same-sex_marriage1.0-7505,0,0,0,herald-sun,2012,2,26,20120226,0.758204839,0.126297039,0.115498122,0.000566266,0.001903155,0.008509113,0.163625441,0.397374745,0.376888071,0.001164654,0.000439459,0.004465052,0.024745158,0.007490096,0.003359817,0.007286869,0.002182105,0,0.125259243,0.010460948,0.141873816,0.843737591,0.734038801,0.345675924,0.054762763,0.004736557,0.103849114,0.612905756,0.178768937,0.23969551,0.47108661,0.011258712,0.287349225
same-sex_marriage1.0-7506,0,0,1,philadelphia inquirer,2012,2,26,20120226,0.833859175,0.129983356,0.036157469,0.012041734,0.008838661,0.003154488,0.01293292,0.061593183,0.000724819,0.009005511,0.000706233,0.001592903,0.736459009,0.026458012,0.097762203,0.012084301,0.016646024,0,0.055063787,0.009953273,0.048710365,0.4246034,0.840413155,0.476519376,0.034260856,2.22E-05,0.134138775,0.312663623,0.32040731,0.182878211,0.488304145,0.01148791,0.212186585
same-sex_marriage1.0-7509,0,0,0,new york times,2012,2,24,20120224,0.530698709,0.236715571,0.23258572,0.033606979,0.000634292,0.030140294,0.000446689,0.011673911,0.08947338,0.004488651,0.000472976,0.012925561,0.001711723,0.001506976,0.051513298,0.758349363,0.003055908,0,0.079293583,0.004377056,0.157709848,0.111885802,0.588177615,0.425683118,0.01654878,0.000336026,0.022254463,0.065558026,0.037416866,0.519371616,0.990683383,0.019179558,0.193309867
same-sex_marriage1.0-751,0,0,0,new york times,2004,2,28,20040228,0.316225146,0.299401353,0.384373501,0.025780998,0.000649221,0.003304416,0.003953106,0.303230805,0.010304412,0.001579265,0.000548701,0.0002986,0.002285088,0.00141586,0.000307395,0.637046126,0.009296006,0,0.015172729,0.011911967,0.113876551,0.106645607,0.992517849,0.376256241,0.05194056,0.000822258,0.00680201,0.08664356,0.094456929,0.218934945,0.989849294,0.089715617,0.187626943
same-sex_marriage1.0-7510,0,0,1,new york times,2012,2,24,20120224,0.52945505,0.223269,0.247275949,0.000682749,0.000771862,0.004767001,0.003384564,0.856162104,0.004866158,0.001277699,0.000828141,0.001299549,0.042551078,0.000556134,0.001240168,0.079954904,0.001657888,0,0.164255402,0.008422589,0.462875955,0.446100069,0.970068809,0.343561947,0.035846118,0.009082586,0.104585693,0.220313788,0.027944641,0.063618666,0.832712459,0.011272815,0.337895315
same-sex_marriage1.0-7511,0,0,0,new york times,2012,2,24,20120224,0.481247879,0.287280428,0.231471692,0.000906866,0.000706929,0.004234951,0.000705121,0.004961424,0.000922941,0.007602487,0.002907759,0.00239608,0.010328779,0.006268271,0.004518522,0.953094518,0.000445355,0,0.037484833,0.006531508,0.260927001,0.192017211,0.113007081,0.378512395,0.014230325,0.000186951,0.010990191,0.086427347,0.188012609,0.571394868,0.997465792,0.006393095,0.076913108
same-sex_marriage1.0-7512,0,0,1,san jose mercury news,2012,2,24,20120224,0.61830687,0.258289862,0.123403268,0.00237119,0.001240846,0.828348575,0.015979256,0.079686078,0.002281934,0.037211076,0.00120011,0.003596294,0.004078677,0.012966103,0.008278327,0.000762348,0.001999186,0,0.026277542,0.012812687,0.947487441,0.209971524,0.535448066,0.412472268,0.287451998,0.000377592,0.034634983,0.12940663,0.098330383,0.217378804,0.028923766,0.035309203,0.082972276
same-sex_marriage1.0-7514,0,0,1,tampa bay times,2012,2,24,20120224,0.761471959,0.131196149,0.107331893,0.013669347,0.001138846,0.009132235,0.008675812,0.07014492,0.676495249,0.009723297,0.00093375,0.022721131,0.022006188,0.073249996,0.082560006,0.00617231,0.003376912,0,0.07683699,0.019673501,0.027226834,0.160644986,0.519255403,0.496961571,0.035806746,0.0015008,0.705118199,0.704894315,0.624046665,0.337315587,0.585826231,0.013222903,0.098917833
