,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti
Tobacco1.0-504,0,0,1,new york times,1991,2,20,19910220,1,0,0
Tobacco1.0-12899,0,0,1,st. louis post-dispatch,1997,6,5,19970605,0,0,1
Tobacco1.0-22628,0,0,1,st. louis post-dispatch,2000,5,26,20000526,0,0,1
Tobacco1.0-2488,0,0,1,palm beach post,1997,2,1,19970201,0,0,1
Tobacco1.0-10260,0,0,1,new york times,1995,10,30,19951030,0,0,1
Tobacco1.0-22622,0,0,1,daily news,2000,5,26,20000526,0,0,1
Tobacco1.0-26197,0,0,1,st. louis post-dispatch,2007,5,24,20070524,0,1,0
Tobacco1.0-16577,0,0,1,washington post,1999,12,23,19991223,1,0,0
Tobacco1.0-26191,0,0,1,st. louis post-dispatch,2007,5,25,20070525,0,0,1
Tobacco1.0-22626,0,0,1,philadelphia inquirer,2000,5,26,20000526,1,0,0
Tobacco1.0-8896,0,0,1,atlanta journal and constitution,1991,9,15,19910915,0,0,1
Tobacco1.0-16763,0,0,1,saint paul pioneer press,1999,11,15,19991115,0,0,1
Tobacco1.0-11995,0,0,1,st. louis post-dispatch,1997,4,24,19970424,0,0,1
Tobacco1.0-2921,0,0,1,denver post,1999,3,20,19990320,1,0,0
Tobacco1.0-11998,0,0,1,washington post,1997,4,24,19970424,0,0,1
Tobacco1.0-7499,0,0,1,palm beach post,1994,6,20,19940620,0,1,0
Tobacco1.0-9651,0,0,1,usa today,1995,7,14,19950714,0,0,1
Tobacco1.0-24939,0,0,1,new york times,2004,1,13,20040113,1,0,0
Tobacco1.0-24938,0,0,1,daily news,2004,1,13,20040113,0,0,1
Tobacco1.0-11573,0,0,1,new york times,1996,11,29,19961129,0,0,1
Tobacco1.0-3021,0,0,1,herald-sun,1999,3,7,19990307,1,0,0
Tobacco1.0-11574,0,0,1,new york times,1996,11,29,19961129,0,0,1
Tobacco1.0-3023,0,0,1,philadelphia inquirer,1999,3,7,19990307,0,1,0
Tobacco1.0-7039,0,0,1,washington post,1992,5,31,19920531,1,0,0
Tobacco1.0-7034,0,0,1,palm beach post,1992,6,1,19920601,0,0,1
Tobacco1.0-3431,0,0,1,st. louis post-dispatch,2000,3,22,20000322,1,0,0
Tobacco1.0-5075,0,0,1,washington post,2007,2,10,20070210,0,0,1
Tobacco1.0-8257,0,1,0,denver post,1995,4,2,19950402,1,0,0
Tobacco1.0-7523,0,0,1,palm beach post,1994,6,14,19940614,0,0,1
Tobacco1.0-2004,0,1,0,daily news,1996,1,31,19960131,0,1,0
Tobacco1.0-2005,0,1,0,herald-sun,1996,1,31,19960131,1,0,0
Tobacco1.0-2006,0,0,1,saint paul pioneer press,1996,1,31,19960131,0,0,1
Tobacco1.0-23746,0,0,1,st. petersburg times,2003,6,13,20030613,1,0,0
Tobacco1.0-6220,0,1,0,washington post,2011,6,26,20110626,0,0,1
Tobacco1.0-7473,0,0,1,usa today,1994,6,23,19940623,0,0,1
Tobacco1.0-25409,0,0,1,new york times,2006,4,19,20060419,0,0,1
Tobacco1.0-2757,0,0,1,st. petersburg times,1998,1,16,19980116,1,0,0
Tobacco1.0-16391,0,0,1,herald-sun,1999,8,1,19990801,0,0,1
Tobacco1.0-26281,0,0,1,daily news,2007,4,15,20070415,0,1,0
Tobacco1.0-16401,0,0,1,new york times,1999,7,30,19990730,0,0,1
Tobacco1.0-27378,0,0,1,washington post,1992,2,22,19920222,0,0,1
Tobacco1.0-5457,0,0,1,new york times,2009,3,4,20090304,0,0,1
Tobacco1.0-2730,0,0,1,washington post,1998,1,18,19980118,0,0,1
Tobacco1.0-16407,0,0,1,denver post,1999,7,28,19990728,0,0,1
Tobacco1.0-27372,0,0,1,new york times,1992,2,23,19920223,0,0,1
Tobacco1.0-15096,0,0,1,palm beach post,1998,6,8,19980608,0,0,1
Tobacco1.0-27370,0,0,1,st. louis post-dispatch,1992,2,24,19920224,0,0,1
Tobacco1.0-8096,0,0,1,daily news,1995,5,10,19950510,1,0,0
Tobacco1.0-27376,0,0,1,st. petersburg times,1992,2,22,19920222,0,0,1
Tobacco1.0-8090,0,1,0,palm beach post,1995,5,13,19950513,1,0,0
Tobacco1.0-2738,0,1,0,st. louis post-dispatch,1998,1,17,19980117,0,0,1
Tobacco1.0-4959,0,1,0,st. louis post-dispatch,2007,3,21,20070321,0,0,1
Tobacco1.0-19815,0,0,1,san jose mercury news,2004,10,9,20041009,1,0,0
Tobacco1.0-24366,0,0,1,herald-sun,2003,8,19,20030819,1,0,0
Tobacco1.0-10224,0,0,1,palm beach post,1995,11,6,19951106,0,1,0
Tobacco1.0-11192,0,0,1,atlanta journal and constitution,1996,8,30,19960830,0,0,1
Tobacco1.0-10664,0,0,1,washington post,1993,9,21,19930921,0,0,1
Tobacco1.0-4955,0,1,0,washington post,2007,3,22,20070322,0,0,1
Tobacco1.0-7526,0,1,0,san jose mercury news,1994,6,14,19940614,1,0,0
Tobacco1.0-3281,0,0,1,washington post,1999,1,17,19990117,0,0,1
Tobacco1.0-3282,0,0,1,washington post,1999,1,17,19990117,0,0,1
Tobacco1.0-23262,0,0,1,washington post,2000,7,11,20000711,0,0,1
Tobacco1.0-13443,0,0,1,new york times,1997,8,8,19970808,0,0,1
Tobacco1.0-3737,0,0,1,san jose mercury news,2000,1,11,20000111,1,0,0
Tobacco1.0-2643,0,0,1,new york times,1998,1,28,19980128,0,0,1
Tobacco1.0-6103,0,0,1,st. louis post-dispatch,2010,3,10,20100310,0,1,0
Tobacco1.0-10318,0,0,1,herald-sun,1995,10,12,19951012,1,0,0
Tobacco1.0-3519,0,0,1,washington post,2000,3,2,20000302,0,1,0
Tobacco1.0-14225,0,0,1,saint paul pioneer press,1997,11,14,19971114,0,0,1
Tobacco1.0-8273,0,0,1,san jose mercury news,1996,5,29,19960529,0,0,1
Tobacco1.0-23007,0,0,1,daily news,2000,8,25,20000825,0,0,1
Tobacco1.0-8275,0,0,1,atlanta journal and constitution,1996,5,28,19960528,0,0,1
Tobacco1.0-8277,0,0,1,palm beach post,1996,5,28,19960528,0,1,0
Tobacco1.0-1464,0,0,1,denver post,1995,2,26,19950226,0,0,1
Tobacco1.0-7853,0,0,1,san jose mercury news,1994,4,13,19940413,0,0,1
Tobacco1.0-13444,0,1,0,palm beach post,1997,8,8,19970808,0,0,1
Tobacco1.0-9026,0,0,1,st. louis post-dispatch,1992,12,23,19921223,1,0,0
Tobacco1.0-16786,0,0,1,herald-sun,1999,11,10,19991110,0,0,1
Tobacco1.0-26172,0,0,1,st. louis post-dispatch,2007,6,2,20070602,0,0,1
Tobacco1.0-2660,0,0,1,denver post,1998,1,26,19980126,0,0,1
Tobacco1.0-24662,0,0,1,washington post,2003,11,21,20031121,0,0,1
Tobacco1.0-4397,0,0,1,philadelphia inquirer,2005,3,8,20050308,0,0,1
Tobacco1.0-4394,0,0,1,atlanta journal and constitution,2005,3,8,20050308,1,0,0
Tobacco1.0-26174,0,0,1,saint paul pioneer press,2007,6,1,20070601,0,0,1
Tobacco1.0-27484,0,1,0,new york times,1992,1,8,19920108,0,1,0
Tobacco1.0-22840,0,0,1,st. petersburg times,2000,4,8,20000408,0,0,1
Tobacco1.0-3609,0,0,1,denver post,2000,2,7,20000207,0,0,1
Tobacco1.0-9707,0,0,1,atlanta journal and constitution,1996,7,28,19960728,1,0,0
Tobacco1.0-4552,0,0,1,saint paul pioneer press,2005,1,27,20050127,0,0,1
Tobacco1.0-22572,0,0,1,st. petersburg times,2000,6,6,20000606,0,0,1
Tobacco1.0-10590,0,0,1,st. louis post-dispatch,1993,10,21,19931021,1,0,0
Tobacco1.0-3607,0,0,1,st. louis post-dispatch,2000,2,8,20000208,0,0,1
Tobacco1.0-8874,0,0,1,st. louis post-dispatch,1991,10,5,19911005,0,0,1
Tobacco1.0-4559,0,0,1,st. petersburg times,2005,1,25,20050125,0,0,1
Tobacco1.0-8871,0,0,1,atlanta journal and constitution,1991,10,5,19911005,0,0,1
Tobacco1.0-772,0,0,1,st. petersburg times,1993,3,4,19930304,0,0,1
Tobacco1.0-23714,0,0,1,st. louis post-dispatch,2003,6,21,20030621,0,0,1
Tobacco1.0-9099,0,0,1,st. petersburg times,1992,11,20,19921120,0,1,0
Tobacco1.0-22290,0,0,1,washington post,2011,9,27,20110927,0,0,1
Tobacco1.0-4375,0,0,1,new york times,2005,3,13,20050313,0,0,1
Tobacco1.0-14457,0,0,1,st. louis post-dispatch,1998,2,10,19980210,0,0,1
Tobacco1.0-778,0,0,1,usa today,1993,3,2,19930302,0,0,1
Tobacco1.0-2862,0,1,0,washington post,1998,1,2,19980102,1,0,0
Tobacco1.0-24115,0,0,1,st. petersburg times,2003,4,4,20030404,0,0,1
Tobacco1.0-20104,0,0,1,atlanta journal and constitution,2004,7,13,20040713,0,1,0
Tobacco1.0-23709,0,0,1,san jose mercury news,2003,6,24,20030624,0,0,1
Tobacco1.0-8477,0,0,1,st. louis post-dispatch,1996,5,1,19960501,0,0,1
Tobacco1.0-570,0,0,1,atlanta journal and constitution,1991,1,11,19910111,0,0,1
Tobacco1.0-24282,0,0,1,daily news,2003,9,19,20030919,0,1,0
Tobacco1.0-8479,0,0,1,washington post,1996,5,1,19960501,0,0,1
Tobacco1.0-24287,0,0,1,st. petersburg times,2003,9,19,20030919,0,0,1
Tobacco1.0-24597,0,0,1,san jose mercury news,2003,12,18,20031218,0,1,0
Tobacco1.0-22674,0,0,1,herald-sun,2000,5,16,20000516,0,1,0
Tobacco1.0-22847,0,0,1,washington post,2000,4,7,20000407,0,1,0
Tobacco1.0-27394,0,0,1,washington post,1992,2,12,19920212,0,1,0
Tobacco1.0-27395,0,0,1,atlanta journal and constitution,1992,2,11,19920211,0,1,0
Tobacco1.0-7338,0,0,1,palm beach post,1993,6,3,19930603,0,0,1
Tobacco1.0-9141,0,0,1,new york times,1992,11,8,19921108,1,0,0
Tobacco1.0-10328,0,0,1,atlanta journal and constitution,1995,10,7,19951007,0,0,1
Tobacco1.0-26357,0,0,1,washington post,2012,11,26,20121126,0,1,0
Tobacco1.0-19518,0,0,1,st. louis post-dispatch,2002,9,24,20020924,0,0,1
Tobacco1.0-15477,0,0,1,washington post,1998,10,14,19981014,0,0,1
Tobacco1.0-23144,0,0,1,saint paul pioneer press,2000,7,24,20000724,0,0,1
Tobacco1.0-23486,0,0,1,san jose mercury news,2003,2,27,20030227,0,0,1
Tobacco1.0-27158,0,1,0,palm beach post,1990,1,24,19900124,0,0,1
Tobacco1.0-16410,0,0,1,san jose mercury news,1999,7,28,19990728,0,0,1
Tobacco1.0-9672,0,0,1,herald-sun,1995,7,9,19950709,1,0,0
Tobacco1.0-174,0,0,1,st. louis post-dispatch,1990,8,9,19900809,0,0,1
Tobacco1.0-10134,0,0,1,daily news,1995,11,21,19951121,0,0,1
Tobacco1.0-9294,0,0,1,new york times,1995,8,28,19950828,1,0,0
Tobacco1.0-25885,0,0,1,washington post,2007,11,18,20071118,0,0,1
Tobacco1.0-9290,0,0,1,denver post,1995,8,28,19950828,0,0,1
Tobacco1.0-2230,0,0,1,daily news,1997,3,20,19970320,0,0,1
Tobacco1.0-20610,0,0,1,atlanta journal and constitution,2005,6,30,20050630,0,0,1
Tobacco1.0-17833,0,0,1,san jose mercury news,2000,11,16,20001116,0,0,1
Tobacco1.0-20613,0,1,0,atlanta journal and constitution,2005,6,30,20050630,0,1,0
Tobacco1.0-9298,0,1,0,palm beach post,1995,8,27,19950827,0,0,1
Tobacco1.0-17835,0,0,1,san jose mercury news,2000,11,15,20001115,0,0,1
Tobacco1.0-13274,0,0,1,san jose mercury news,1997,8,26,19970826,0,0,1
Tobacco1.0-9055,0,0,1,palm beach post,1992,12,11,19921211,0,1,0
Tobacco1.0-9053,0,0,1,palm beach post,1992,12,11,19921211,0,0,1
Tobacco1.0-318,0,0,1,new york times,1991,5,21,19910521,0,0,1
Tobacco1.0-8503,0,0,1,denver post,1996,4,26,19960426,0,0,1
Tobacco1.0-9058,0,0,1,washington post,1992,12,11,19921211,0,0,1
Tobacco1.0-9059,0,0,1,usa today,1992,12,10,19921210,0,0,1
Tobacco1.0-20295,0,1,0,herald-sun,2004,5,28,20040528,0,0,1
Tobacco1.0-8776,0,0,1,palm beach post,1991,11,19,19911119,0,0,1
Tobacco1.0-9143,0,0,1,new york times,1992,11,8,19921108,0,0,1
Tobacco1.0-18007,0,0,1,san jose mercury news,2001,12,19,20011219,0,0,1
Tobacco1.0-15502,0,0,1,san jose mercury news,1998,10,9,19981009,0,0,1
Tobacco1.0-20929,0,0,1,st. louis post-dispatch,2005,12,18,20051218,1,0,0
Tobacco1.0-7492,0,0,1,san jose mercury news,1994,6,21,19940621,0,0,1
Tobacco1.0-10003,0,0,1,st. louis post-dispatch,1996,6,2,19960602,0,0,1
Tobacco1.0-15058,0,1,0,atlanta journal and constitution,1998,6,11,19980611,0,0,1
Tobacco1.0-14051,0,0,1,herald-sun,1997,12,17,19971217,0,0,1
Tobacco1.0-14053,0,0,1,new york times,1997,12,17,19971217,0,0,1
Tobacco1.0-8382,0,0,1,denver post,1996,5,11,19960511,0,0,1
Tobacco1.0-14055,0,1,0,philadelphia inquirer,1997,12,17,19971217,0,0,1
Tobacco1.0-9909,0,0,1,washington post,1996,6,27,19960627,0,1,0
Tobacco1.0-4172,0,0,1,herald-sun,2002,2,12,20020212,1,0,0
Tobacco1.0-7301,0,0,1,st. louis post-dispatch,1993,6,16,19930616,0,0,1
Tobacco1.0-9906,0,0,1,daily news,1996,6,27,19960627,0,0,1
Tobacco1.0-16987,0,0,1,herald-sun,1998,3,29,19980329,0,0,1
Tobacco1.0-9902,0,0,1,st. petersburg times,1996,6,28,19960628,0,0,1
Tobacco1.0-26996,0,0,1,palm beach post,1990,4,20,19900420,0,1,0
Tobacco1.0-11135,0,1,0,herald-sun,1996,9,5,19960905,0,0,1
Tobacco1.0-26990,0,0,1,st. louis post-dispatch,1990,4,30,19900430,0,0,1
Tobacco1.0-14833,0,0,1,philadelphia inquirer,1998,5,1,19980501,1,0,0
Tobacco1.0-8703,0,0,1,atlanta journal and constitution,1991,12,30,19911230,0,0,1
Tobacco1.0-25085,0,0,1,new york times,2006,7,30,20060730,0,0,1
Tobacco1.0-2586,0,0,1,herald-sun,1997,1,8,19970108,0,0,1
Tobacco1.0-21523,0,0,1,palm beach post,2008,8,6,20080806,0,0,1
Tobacco1.0-15703,0,0,1,washington post,1998,12,1,19981201,0,0,1
Tobacco1.0-14903,0,0,1,saint paul pioneer press,1998,6,23,19980623,0,0,1
Tobacco1.0-404,0,0,1,washington post,1991,4,9,19910409,0,0,1
Tobacco1.0-406,0,0,1,palm beach post,1991,4,8,19910408,0,0,1
Tobacco1.0-8220,0,0,1,new york times,1995,4,10,19950410,1,0,0
Tobacco1.0-18253,0,0,1,philadelphia inquirer,2001,8,21,20010821,0,0,1
Tobacco1.0-5177,0,0,1,washington post,2007,1,14,20070114,0,0,1
Tobacco1.0-795,0,0,1,atlanta journal and constitution,1993,2,25,19930225,0,0,1
Tobacco1.0-1115,0,0,1,atlanta journal and constitution,1994,3,6,19940306,0,0,1
Tobacco1.0-7109,0,0,1,atlanta journal and constitution,1992,5,1,19920501,1,0,0
Tobacco1.0-1113,0,0,1,atlanta journal and constitution,1994,3,6,19940306,0,1,0
Tobacco1.0-7106,0,0,1,palm beach post,1992,5,2,19920502,0,0,1
Tobacco1.0-26242,0,0,1,st. louis post-dispatch,2007,5,8,20070508,0,0,1
Tobacco1.0-3544,0,0,1,new york times,2000,2,24,20000224,0,0,1
Tobacco1.0-14633,0,0,1,herald-sun,1998,5,20,19980520,0,0,1
Tobacco1.0-20724,0,0,1,palm beach post,2005,6,3,20050603,1,0,0
Tobacco1.0-3545,0,0,1,washington post,2000,2,24,20000224,0,0,1
Tobacco1.0-14638,0,0,1,philadelphia inquirer,1998,5,20,19980520,0,1,0
Tobacco1.0-15432,0,0,1,saint paul pioneer press,1998,10,24,19981024,0,0,1
Tobacco1.0-10868,0,0,1,denver post,1994,11,3,19941103,0,1,0
Tobacco1.0-10869,0,0,1,palm beach post,1994,11,3,19941103,0,1,0
Tobacco1.0-14839,0,0,1,daily news,1998,6,30,19980630,0,0,1
Tobacco1.0-9578,0,0,1,usa today,1995,7,26,19950726,0,0,1
Tobacco1.0-14837,0,0,1,atlanta journal and constitution,1998,6,30,19980630,0,0,1
Tobacco1.0-11834,0,0,1,st. petersburg times,1996,10,13,19961013,0,0,1
Tobacco1.0-14835,0,0,1,washington post,1998,5,1,19980501,1,0,0
Tobacco1.0-21417,0,0,1,new york times,2008,10,28,20081028,1,0,0
Tobacco1.0-11835,0,0,1,st. petersburg times,1996,10,13,19961013,0,0,1
Tobacco1.0-17348,0,0,1,saint paul pioneer press,1998,9,7,19980907,0,0,1
Tobacco1.0-2420,0,0,1,st. petersburg times,1997,2,12,19970212,0,0,1
Tobacco1.0-12249,0,0,1,san jose mercury news,1997,5,30,19970530,0,0,1
Tobacco1.0-5282,0,0,1,washington post,2009,6,7,20090607,0,0,1
Tobacco1.0-6558,0,0,1,new york times,2012,6,7,20120607,0,1,0
Tobacco1.0-12240,0,0,1,washington post,1997,5,31,19970531,0,0,1
Tobacco1.0-17234,0,0,1,saint paul pioneer press,1998,3,4,19980304,0,0,1
Tobacco1.0-10322,0,1,0,usa today,1995,10,10,19951010,1,0,0
Tobacco1.0-6410,0,1,0,san jose mercury news,2011,3,8,20110308,0,0,1
Tobacco1.0-18476,0,0,1,washington post,2001,6,7,20010607,0,0,1
Tobacco1.0-13207,0,0,1,new york times,1997,8,31,19970831,0,0,1
Tobacco1.0-14121,0,0,1,new york times,1997,12,7,19971207,0,0,1
Tobacco1.0-13208,0,0,1,palm beach post,1997,8,31,19970831,0,0,1
Tobacco1.0-18478,0,0,1,washington post,2001,6,7,20010607,0,1,0
Tobacco1.0-1078,0,0,1,new york times,1994,3,11,19940311,0,0,1
Tobacco1.0-26669,0,0,1,san jose mercury news,2013,5,31,20130531,0,0,1
Tobacco1.0-4848,0,0,1,new york times,2006,1,19,20060119,1,0,0
Tobacco1.0-751,0,0,1,st. louis post-dispatch,1993,3,12,19930312,0,0,1
Tobacco1.0-5155,0,0,1,st. louis post-dispatch,2007,1,21,20070121,0,0,1
Tobacco1.0-20435,0,0,1,new york times,2004,4,25,20040425,0,0,1
Tobacco1.0-25156,0,0,1,saint paul pioneer press,2006,7,7,20060707,1,0,0
Tobacco1.0-2055,0,1,0,new york times,1996,1,17,19960117,0,0,1
Tobacco1.0-8568,0,0,1,denver post,1996,4,17,19960417,0,1,0
Tobacco1.0-3008,0,0,1,washington post,1999,3,10,19990310,0,0,1
Tobacco1.0-6980,0,0,1,new york times,1992,6,17,19920617,0,0,1
Tobacco1.0-5913,0,0,1,new york times,2008,1,13,20080113,0,0,1
Tobacco1.0-5912,0,0,1,new york times,2008,1,15,20080115,0,0,1
Tobacco1.0-15678,0,0,1,philadelphia inquirer,1998,12,4,19981204,0,0,1
Tobacco1.0-8959,0,0,1,washington post,1991,8,7,19910807,0,0,1
Tobacco1.0-10792,0,0,1,usa today,1994,11,29,19941129,1,0,0
Tobacco1.0-9575,0,0,1,new york times,1995,7,26,19950726,0,0,1
Tobacco1.0-2340,0,0,1,saint paul pioneer press,1997,2,28,19970228,0,0,1
Tobacco1.0-13519,0,1,0,washington post,1997,8,1,19970801,0,0,1
Tobacco1.0-19325,0,0,1,new york times,2002,11,11,20021111,0,0,1
Tobacco1.0-14643,0,0,1,washington post,1998,5,20,19980520,1,0,0
Tobacco1.0-1796,0,0,1,saint paul pioneer press,1996,3,14,19960314,0,0,1
Tobacco1.0-16180,0,1,0,philadelphia inquirer,1999,9,24,19990924,1,0,0
Tobacco1.0-3387,0,0,1,washington post,2000,3,28,20000328,0,0,1
Tobacco1.0-9015,0,1,0,st. petersburg times,1992,12,30,19921230,0,0,1
Tobacco1.0-7738,0,0,1,new york times,1994,4,30,19940430,0,0,1
Tobacco1.0-20791,0,0,1,denver post,2005,5,10,20050510,1,0,0
Tobacco1.0-17163,0,0,1,washington post,1998,3,11,19980311,0,0,1
Tobacco1.0-2376,0,0,1,saint paul pioneer press,1997,2,19,19970219,0,0,1
Tobacco1.0-5593,0,0,1,st. petersburg times,2008,6,22,20080622,0,0,1
Tobacco1.0-13060,0,0,1,new york times,1997,7,17,19970717,0,0,1
Tobacco1.0-5591,0,0,1,st. petersburg times,2008,6,24,20080624,0,0,1
Tobacco1.0-17582,0,0,1,washington post,1998,7,19,19980719,0,0,1
Tobacco1.0-17586,0,1,0,denver post,1998,7,17,19980717,0,0,1
Tobacco1.0-17587,0,0,1,palm beach post,1998,7,17,19980717,0,0,1
Tobacco1.0-22667,0,0,1,st. petersburg times,2000,5,18,20000518,0,0,1
Tobacco1.0-6480,0,0,1,daily news,2011,2,2,20110202,0,0,1
Tobacco1.0-6484,0,0,1,new york times,2011,1,31,20110131,0,0,1
Tobacco1.0-14120,0,1,0,new york times,1997,12,7,19971207,1,0,0
Tobacco1.0-4391,0,0,1,st. louis post-dispatch,2005,3,10,20050310,0,1,0
Tobacco1.0-5350,0,0,1,st. petersburg times,2009,4,22,20090422,0,1,0
Tobacco1.0-21255,0,0,1,saint paul pioneer press,2005,8,14,20050814,0,1,0
Tobacco1.0-6943,0,0,1,palm beach post,1992,6,25,19920625,0,0,1
Tobacco1.0-5355,0,0,1,saint paul pioneer press,2009,4,20,20090420,0,0,1
Tobacco1.0-924,0,0,1,st. louis post-dispatch,1993,1,14,19930114,0,1,0
Tobacco1.0-26570,0,0,1,saint paul pioneer press,2013,8,9,20130809,1,0,0
Tobacco1.0-19786,0,0,1,washington post,2004,10,21,20041021,0,1,0
Tobacco1.0-26619,0,0,1,usa today,2013,7,9,20130709,0,0,1
Tobacco1.0-25524,0,0,1,new york times,2006,12,12,20061212,1,0,0
Tobacco1.0-25527,0,0,1,st. louis post-dispatch,2006,12,10,20061210,0,0,1
Tobacco1.0-1851,0,0,1,palm beach post,1996,3,2,19960302,0,1,0
Tobacco1.0-5824,0,0,1,philadelphia inquirer,2008,3,3,20080303,0,1,0
Tobacco1.0-5820,0,0,1,saint paul pioneer press,2008,3,5,20080305,0,0,1
Tobacco1.0-16369,0,0,1,st. louis post-dispatch,1999,8,11,19990811,0,0,1
Tobacco1.0-17760,0,0,1,philadelphia inquirer,2000,12,7,20001207,0,0,1
Tobacco1.0-2052,0,0,1,st. louis post-dispatch,1996,1,18,19960118,0,0,1
Tobacco1.0-26945,0,0,1,st. louis post-dispatch,1990,5,28,19900528,1,0,0
Tobacco1.0-23615,0,0,1,st. louis post-dispatch,2003,1,20,20030120,0,0,1
Tobacco1.0-8410,0,0,1,palm beach post,1996,5,7,19960507,0,0,1
Tobacco1.0-16361,0,0,1,st. petersburg times,1999,8,13,19990813,0,0,1
Tobacco1.0-17332,0,0,1,denver post,1998,9,12,19980912,0,0,1
Tobacco1.0-12338,0,0,1,atlanta journal and constitution,1997,5,22,19970522,0,0,1
Tobacco1.0-4880,0,0,1,saint paul pioneer press,2006,1,11,20060111,0,0,1
Tobacco1.0-12423,0,0,1,atlanta journal and constitution,1997,5,12,19970512,0,0,1
Tobacco1.0-16961,0,0,1,new york times,1998,3,31,19980331,0,0,1
Tobacco1.0-12421,0,0,1,herald-sun,1997,5,13,19970513,0,0,1
Tobacco1.0-7609,0,0,1,new york times,1994,5,29,19940529,0,0,1
Tobacco1.0-17287,0,0,1,herald-sun,1998,9,21,19980921,0,0,1
Tobacco1.0-596,0,1,0,washington post,1993,4,27,19930427,0,0,1
Tobacco1.0-8038,0,0,1,daily news,1995,5,27,19950527,0,0,1
Tobacco1.0-2252,0,0,1,saint paul pioneer press,1997,3,18,19970318,0,0,1
Tobacco1.0-2740,0,0,1,atlanta journal and constitution,1998,1,16,19980116,0,0,1
Tobacco1.0-23155,0,0,1,st. louis post-dispatch,2000,7,23,20000723,0,0,1
Tobacco1.0-23386,0,0,1,philadelphia inquirer,2003,3,19,20030319,0,1,0
Tobacco1.0-8416,0,0,1,daily news,1996,5,6,19960506,0,0,1
Tobacco1.0-1292,0,0,1,st. petersburg times,1994,1,13,19940113,1,0,0
Tobacco1.0-7084,0,1,0,atlanta journal and constitution,1992,5,14,19920514,0,0,1
Tobacco1.0-18673,0,1,0,new york times,2002,8,27,20020827,0,0,1
Tobacco1.0-11359,0,0,1,new york times,1996,8,18,19960818,0,0,1
Tobacco1.0-18672,0,0,1,daily news,2002,8,28,20020828,0,0,1
Tobacco1.0-19250,0,1,0,washington post,2002,12,7,20021207,0,0,1
Tobacco1.0-19251,0,0,1,st. louis post-dispatch,2002,12,6,20021206,0,1,0
Tobacco1.0-2562,0,0,1,st. louis post-dispatch,1997,1,16,19970116,1,0,0
Tobacco1.0-8881,0,0,1,new york times,1991,9,30,19910930,1,0,0
Tobacco1.0-8886,0,0,1,st. louis post-dispatch,1991,9,23,19910923,0,0,1
Tobacco1.0-6568,0,0,1,san jose mercury news,2012,6,1,20120601,0,0,1
Tobacco1.0-9979,0,0,1,st. louis post-dispatch,1996,6,9,19960609,0,0,1
Tobacco1.0-8888,0,0,1,atlanta journal and constitution,1991,9,22,19910922,1,0,0
Tobacco1.0-11213,0,0,1,herald-sun,1996,8,29,19960829,0,0,1
Tobacco1.0-7550,0,0,1,denver post,1994,6,8,19940608,0,0,1
Tobacco1.0-14620,0,0,1,philadelphia inquirer,1998,5,21,19980521,0,0,1
Tobacco1.0-7519,0,0,1,san jose mercury news,1994,6,15,19940615,1,0,0
Tobacco1.0-18819,0,0,1,new york times,2002,7,8,20020708,1,0,0
Tobacco1.0-3038,0,0,1,philadelphia inquirer,1999,3,3,19990303,0,0,1
Tobacco1.0-27274,0,0,1,atlanta journal and constitution,1992,3,20,19920320,0,0,1
Tobacco1.0-24940,0,0,1,st. louis post-dispatch,2004,1,13,20040113,0,0,1
Tobacco1.0-11509,0,0,1,st. louis post-dispatch,1996,12,16,19961216,0,0,1
Tobacco1.0-24942,0,0,1,washington post,2004,1,13,20040113,1,0,0
Tobacco1.0-7512,0,0,1,atlanta journal and constitution,1994,6,16,19940616,0,0,1
Tobacco1.0-25417,0,0,1,denver post,2006,4,18,20060418,0,0,1
Tobacco1.0-25411,0,0,1,philadelphia inquirer,2006,4,19,20060419,0,0,1
Tobacco1.0-11691,0,0,1,new york times,1996,11,8,19961108,0,0,1
Tobacco1.0-26768,0,0,1,washington post,2013,3,29,20130329,0,0,1
Tobacco1.0-20903,0,0,1,philadelphia inquirer,2005,12,29,20051229,0,0,1
Tobacco1.0-15277,0,0,1,washington post,1998,11,18,19981118,1,0,0
Tobacco1.0-9357,0,1,0,san jose mercury news,1995,8,21,19950821,0,0,1
Tobacco1.0-25016,0,0,1,atlanta journal and constitution,2006,8,24,20060824,0,0,1
Tobacco1.0-15414,0,0,1,new york times,1998,10,28,19981028,1,0,0
Tobacco1.0-7282,0,0,1,usa today,1993,6,23,19930623,1,0,0
Tobacco1.0-7995,0,0,1,new york times,1995,6,7,19950607,0,0,1
Tobacco1.0-25729,0,0,1,usa today,2006,10,4,20061004,0,0,1
Tobacco1.0-2744,0,0,1,palm beach post,1998,1,16,19980116,0,0,1
Tobacco1.0-8080,0,0,1,daily news,1995,5,16,19950516,0,0,1
Tobacco1.0-11323,0,0,1,new york times,1996,8,23,19960823,0,0,1
Tobacco1.0-4961,0,0,1,herald-sun,2007,3,20,20070320,0,1,0
Tobacco1.0-3294,0,0,1,st. petersburg times,1999,1,15,19990115,0,0,1
Tobacco1.0-4969,0,0,1,new york times,2007,3,17,20070317,0,0,1
Tobacco1.0-3291,0,0,1,philadelphia inquirer,1999,1,15,19990115,0,0,1
Tobacco1.0-19424,0,0,1,st. petersburg times,2002,10,16,20021016,0,0,1
