,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,assignment,weight,directness,Explicit,Implicit
Immigration1.0-11754,0,0,1,new york times,2002,4,12,20020412,alex_55.0_r,0.5,0,1,0
Immigration1.0-11754,0,0,1,new york times,2002,4,12,20020412,allie_55.0_r,0.5,0,1,0
Immigration1.0-9838,0,0,1,washington post,2001,5,18,20010518,alex_58.0_rt,0.5,1,0,1
Immigration1.0-9838,0,0,1,washington post,2001,5,18,20010518,dana_58.0_rt,0.5,1,0,1
Immigration1.0-40316,0,0,1,new york times,1994,8,26,19940826,nick_59.0_rt,0.5,1,0,1
Immigration1.0-40316,0,0,1,new york times,1994,8,26,19940826,spencer_59.0_rt,0.5,1,0,1
Immigration1.0-27007,0,0,1,washington post,2008,7,28,20080728,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-27007,0,0,1,washington post,2008,7,28,20080728,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-27000,0,0,1,philadelphia inquirer,2008,7,30,20080730,emily_56.2_rt,0.5,1,0,1
Immigration1.0-27000,0,0,1,philadelphia inquirer,2008,7,30,20080730,spencer_56.0_rt,0.5,1,0,1
Immigration1.0-6174,0,1,0,denver post,1999,3,1,19990301,corey_64.0_rt,0.5,1,0,1
Immigration1.0-6174,0,1,0,denver post,1999,3,1,19990301,spencer_64.0_rt,0.5,1,0,1
Immigration1.0-26270,0,0,1,herald-sun,2007,12,8,20071208,nick_58.0_rt,0.5,0,1,0
Immigration1.0-26270,0,0,1,herald-sun,2007,12,8,20071208,laurie_58.0_rt,0.5,0,1,0
Immigration1.0-23839,0,0,1,new york times,2007,4,24,20070424,spencer_60.2_rt,0.5,1,0,1
Immigration1.0-23839,0,0,1,new york times,2007,4,24,20070424,alex_60.0_rt,0.5,1,0,1
Immigration1.0-2925,0,0,1,atlanta journal and constitution,1996,10,5,19961005,allie_62.0_rt,0.5,1,0,1
Immigration1.0-2925,0,0,1,atlanta journal and constitution,1996,10,5,19961005,emily_62.0_rt,0.5,1,0,1
Immigration1.0-2920,0,0,1,atlanta journal and constitution,1996,10,6,19961006,allie_61.0_rt,0.5,0,1,0
Immigration1.0-2920,0,0,1,atlanta journal and constitution,1996,10,6,19961006,alex_61.0_rt,0.5,0,1,0
Immigration1.0-40656,0,0,1,washington post,1994,6,2,19940602,sam_62.0_rt,0.5,1,0,1
Immigration1.0-40656,0,0,1,washington post,1994,6,2,19940602,alex_62.0_rt,0.5,1,0,1
Immigration1.0-2929,0,0,1,new york times,1996,10,4,19961004,sam_57.0_rt,0.5,0,1,0
Immigration1.0-2929,0,0,1,new york times,1996,10,4,19961004,allie_57.0_rt,0.5,0,1,0
Immigration1.0-2699,0,0,1,daily news,1996,12,4,19961204,dana_60.0_rt,0.5,1,0,1
Immigration1.0-2699,0,0,1,daily news,1996,12,4,19961204,sam_60.0_rt,0.5,1,0,1
Immigration1.0-29149,0,0,1,new york times,2010,6,11,20100611,dana_60.0_rt,0.5,1,0,1
Immigration1.0-29149,0,0,1,new york times,2010,6,11,20100611,sam_60.0_rt,0.5,1,0,1
Immigration1.0-26664,0,0,1,washington post,2008,3,27,20080327,allie_61.0_rt,0.5,1,0,1
Immigration1.0-26664,0,0,1,washington post,2008,3,27,20080327,alex_61.0_rt,0.5,1,0,1
Immigration1.0-29145,0,0,1,san jose mercury news,2010,6,12,20100612,alex_58.0_rt,0.5,1,0,1
Immigration1.0-29145,0,0,1,san jose mercury news,2010,6,12,20100612,dana_58.0_rt,0.5,1,0,1
Immigration1.0-2076,0,0,1,st. petersburg times,1996,4,14,19960414,sam_57.0_rt,0.5,1,0,1
Immigration1.0-2076,0,0,1,st. petersburg times,1996,4,14,19960414,allie_57.0_rt,0.5,1,0,1
Immigration1.0-37191,0,0,1,st. louis post-dispatch,1989,1,26,19890126,alex_55.0_r,0.5,0,1,0
Immigration1.0-37191,0,0,1,st. louis post-dispatch,1989,1,26,19890126,allie_55.0_r,0.5,0,1,0
Immigration1.0-108,0,0,1,new york times,1995,3,26,19950326,laurie_57.0_rt,0.5,1,0,1
Immigration1.0-108,0,0,1,new york times,1995,3,26,19950326,kristine_57.0_rt,0.5,1,0,1
Immigration1.0-39900,0,0,1,new york times,1993,2,6,19930206,alex_56.0_rt,1,1,0,1
Immigration1.0-101,0,0,1,philadelphia inquirer,1995,3,28,19950328,dana_57.0_rt,0.5,1,0,1
Immigration1.0-101,0,0,1,philadelphia inquirer,1995,3,28,19950328,corey_57.0_rt,0.5,1,0,1
Immigration1.0-30418,0,0,1,san jose mercury news,2011,3,13,20110313,sam_62.0_rt,0.5,0,1,0
Immigration1.0-30418,0,0,1,san jose mercury news,2011,3,13,20110313,alex_62.0_rt,0.5,0,1,0
Immigration1.0-20335,0,0,1,atlanta journal and constitution,2006,4,22,20060422,corey_58.0_rt,0.5,1,0,1
Immigration1.0-20335,0,0,1,atlanta journal and constitution,2006,4,22,20060422,spencer_58.2_rt,0.5,1,0,1
Immigration1.0-2,0,0,1,daily news,1995,4,30,19950430,allie_58.0_rt,0.5,1,0,1
Immigration1.0-2,0,0,1,daily news,1995,4,30,19950430,spencer_58.0_rt,0.5,1,0,1
Immigration1.0-30416,0,0,1,new york times,2011,3,13,20110313,sam_62.0_rt,0.5,0,1,0
Immigration1.0-30416,0,0,1,new york times,2011,3,13,20110313,alex_62.0_rt,0.5,0,1,0
Immigration1.0-30415,0,0,1,daily news,2011,3,13,20110313,corey_64.0_rt,0.5,1,0,1
Immigration1.0-30415,0,0,1,daily news,2011,3,13,20110313,spencer_64.0_rt,0.5,1,0,1
Immigration1.0-37995,0,0,1,new york times,1991,5,28,19910528,kristine_60.0_rt,0.5,1,0,1
Immigration1.0-37995,0,0,1,new york times,1991,5,28,19910528,corey_60.0_rt,0.5,1,0,1
Immigration1.0-24556,0,0,1,palm beach post,2007,8,1,20070801,sam_59.0_rt,0.5,1,0,1
Immigration1.0-24556,0,0,1,palm beach post,2007,8,1,20070801,emily_59.0_rt,0.5,1,0,1
Immigration1.0-39847,0,0,1,new york times,1993,2,18,19930218,alex_58.0_rt,0.5,0,1,0
Immigration1.0-39847,0,0,1,new york times,1993,2,18,19930218,dana_58.0_rt,0.5,0,1,0
Immigration1.0-39590,0,0,1,new york times,1993,6,20,19930620,kristine_56.0_rt,0.5,1,0,1
Immigration1.0-39590,0,0,1,new york times,1993,6,20,19930620,jeremy_56.0_rt,0.5,1,0,1
Immigration1.0-39593,0,0,1,atlanta journal and constitution,1993,6,19,19930619,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-39593,0,0,1,atlanta journal and constitution,1993,6,19,19930619,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-39595,0,1,0,atlanta journal and constitution,1993,6,19,19930619,alex_55.0_r,0.5,1,0,1
Immigration1.0-39595,0,1,0,atlanta journal and constitution,1993,6,19,19930619,allie_55.0_r,0.5,1,0,1
Immigration1.0-39599,0,0,1,palm beach post,1993,6,19,19930619,kristine_61.0_rt,1,1,0,1
Immigration1.0-35286,0,0,1,new york times,1982,1,23,19820123,gareth_60.0_rt,0.5,1,0,1
Immigration1.0-35286,0,0,1,new york times,1982,1,23,19820123,allie_60.0_rt,0.5,1,0,1
Immigration1.0-17105,0,0,1,saint paul pioneer press,2005,1,21,20050121,alex_57.0_rt,0.5,1,0,1
Immigration1.0-17105,0,0,1,saint paul pioneer press,2005,1,21,20050121,gareth_57.0_rt,0.5,1,0,1
Immigration1.0-28548,0,0,1,new york times,2009,8,18,20090818,gareth_58.0_rt,0.5,1,0,1
Immigration1.0-28548,0,0,1,new york times,2009,8,18,20090818,allie_58.2_rt,0.5,1,0,1
Immigration1.0-28238,0,0,1,washington post,2009,12,15,20091215,spencer_60.2_rt,0.5,1,0,1
Immigration1.0-28238,0,0,1,washington post,2009,12,15,20091215,alex_60.0_rt,0.5,1,0,1
Immigration1.0-28542,0,0,1,usa today,2009,8,20,20090820,allie_60.2_rt,0.5,1,0,1
Immigration1.0-28542,0,0,1,usa today,2009,8,20,20090820,corey_60.2_rt,0.5,1,0,1
Immigration1.0-28545,0,0,1,new york times,2009,8,19,20090819,nick_56.0_rt,0.5,1,0,1
Immigration1.0-28545,0,0,1,new york times,2009,8,19,20090819,allie_56.0_rt,0.5,1,0,1
Immigration1.0-15853,0,0,1,washington post,2004,3,3,20040303,gareth_61.0_rt,0.5,1,0,1
Immigration1.0-15853,0,0,1,washington post,2004,3,3,20040303,nick_61.0_rt,0.5,1,0,1
Immigration1.0-15854,0,1,0,new york times,2004,3,2,20040302,sam_61.0_rt,0.5,0,1,0
Immigration1.0-15854,0,1,0,new york times,2004,3,2,20040302,corey_61.0_rt,0.5,0,1,0
Immigration1.0-1570,0,0,1,washington post,1996,2,10,19960210,laurie_55.0_r,0.5,1,0,1
Immigration1.0-1570,0,0,1,washington post,1996,2,10,19960210,emily_55.2_r,0.5,1,0,1
Immigration1.0-32812,0,0,1,new york times,2012,4,28,20120428,corey_56.0_rt,0.5,1,0,1
Immigration1.0-32812,0,0,1,new york times,2012,4,28,20120428,emily_56.0_rt,0.5,1,0,1
Immigration1.0-32815,0,0,1,washington post,2012,4,28,20120428,alex_54.0_r,0.5,0,1,0
Immigration1.0-32815,0,0,1,washington post,2012,4,28,20120428,emily_54.0_r,0.5,0,1,0
Immigration1.0-32817,0,1,0,atlanta journal and constitution,2012,4,27,20120427,sam_59.0_rt,0.5,1,0,1
Immigration1.0-32817,0,1,0,atlanta journal and constitution,2012,4,27,20120427,emily_59.0_rt,0.5,1,0,1
Immigration1.0-36730,0,0,1,new york times,1987,5,8,19870508,allie_60.2_rt,0.5,0,1,0
Immigration1.0-36730,0,0,1,new york times,1987,5,8,19870508,corey_60.2_rt,0.5,0,1,0
Immigration1.0-36733,0,0,1,new york times,1987,5,7,19870507,corey_54.0_r,0.5,1,0,1
Immigration1.0-36733,0,0,1,new york times,1987,5,7,19870507,laurie_54.0_r,0.5,1,0,1
Immigration1.0-36738,0,1,0,new york times,1987,5,6,19870506,gareth_56.0_rt,0.5,1,0,1
Immigration1.0-36738,0,1,0,new york times,1987,5,6,19870506,corey_56.2_rt,0.5,1,0,1
Immigration1.0-15988,0,0,1,san jose mercury news,2004,8,27,20040827,alex_59.0_rt,0.5,0,1,0
Immigration1.0-15988,0,0,1,san jose mercury news,2004,8,27,20040827,allie_59.0_rt,0.5,0,1,0
Immigration1.0-14459,0,0,1,san jose mercury news,2003,8,27,20030827,kristine_56.0_rt,0.5,0,1,0
Immigration1.0-14459,0,0,1,san jose mercury news,2003,8,27,20030827,jeremy_56.0_rt,0.5,0,1,0
Immigration1.0-8760,0,0,1,san jose mercury news,2000,11,19,20001119,emily_60.0_rt,0.5,1,0,1
Immigration1.0-8760,0,0,1,san jose mercury news,2000,11,19,20001119,nick_60.0_rt,0.5,1,0,1
Immigration1.0-10346,0,1,0,new york times,2001,10,26,20011026,nick_59.0_rt,0.5,1,0,1
Immigration1.0-10346,0,1,0,new york times,2001,10,26,20011026,spencer_59.0_rt,0.5,1,0,1
Immigration1.0-15984,0,0,1,denver post,2004,8,27,20040827,corey_59.0_rt,0.5,1,0,1
Immigration1.0-15984,0,0,1,denver post,2004,8,27,20040827,dana_59.0_rt,0.5,1,0,1
Immigration1.0-8768,0,0,1,washington post,2000,11,17,20001117,dana_62.0_rt,0.25,1,0,1
Immigration1.0-8768,0,0,1,washington post,2000,11,17,20001117,kristine_65.0_rt,0.25,1,0,1
Immigration1.0-8768,0,0,1,washington post,2000,11,17,20001117,gareth_62.0_rt,0.25,1,0,1
Immigration1.0-8768,0,0,1,washington post,2000,11,17,20001117,allie_65.0_rt,0.25,1,0,1
Immigration1.0-18103,0,0,1,san jose mercury news,2005,7,4,20050704,corey_64.0_rt,0.5,1,0,1
Immigration1.0-18103,0,0,1,san jose mercury news,2005,7,4,20050704,spencer_64.0_rt,0.5,1,0,1
Immigration1.0-18100,0,0,1,saint paul pioneer press,2005,7,4,20050704,corey_58.0_rt,0.5,1,0,1
Immigration1.0-18100,0,0,1,saint paul pioneer press,2005,7,4,20050704,spencer_58.2_rt,0.5,1,0,1
Immigration1.0-27253,0,0,1,daily news,2009,3,26,20090326,alex_56.0_rt,1,1,0,1
Immigration1.0-18107,0,0,1,new york times,2005,7,3,20050703,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-18107,0,0,1,new york times,2005,7,3,20050703,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-23012,0,0,1,new york times,2006,12,5,20061205,emily_61.0_rt,0.5,0,1,0
Immigration1.0-23012,0,0,1,new york times,2006,12,5,20061205,gareth_61.2_rt,0.5,0,1,0
Immigration1.0-6341,0,0,1,washington post,1999,1,7,19990107,gareth_58.0_rt,0.5,0,1,0
Immigration1.0-6341,0,0,1,washington post,1999,1,7,19990107,allie_58.2_rt,0.5,0,1,0
Immigration1.0-38880,0,0,1,palm beach post,1992,10,12,19921012,sam_58.0_rt,0.5,1,0,1
Immigration1.0-38880,0,0,1,palm beach post,1992,10,12,19921012,jeremy_58.0_rt,0.5,1,0,1
Immigration1.0-12884,0,0,1,herald-sun,2002,12,25,20021225,jeremy_57.0_rt,0.5,1,0,1
Immigration1.0-12884,0,0,1,herald-sun,2002,12,25,20021225,kristine_58.0_rt,0.5,1,0,1
Immigration1.0-40120,0,0,1,san jose mercury news,1994,3,25,19940325,corey_54.0_r,0.5,1,0,1
Immigration1.0-40120,0,0,1,san jose mercury news,1994,3,25,19940325,laurie_54.0_r,0.5,1,0,1
Immigration1.0-10738,0,0,1,san jose mercury news,2001,9,1,20010901,laurie_57.0_rt,0.5,1,0,1
Immigration1.0-10738,0,0,1,san jose mercury news,2001,9,1,20010901,kristine_57.0_rt,0.5,1,0,1
Immigration1.0-8379,0,0,1,st. petersburg times,2000,7,11,20000711,kristine_61.0_rt,1,1,0,1
Immigration1.0-7167,0,0,1,saint paul pioneer press,1999,10,2,19991002,spencer_62.0_rt,0.5,1,0,1
Immigration1.0-7167,0,0,1,saint paul pioneer press,1999,10,2,19991002,corey_62.0_rt,0.5,1,0,1
Immigration1.0-32105,0,0,1,atlanta journal and constitution,2011,9,27,20110927,nick_58.2_rt,0.5,1,0,1
Immigration1.0-32105,0,0,1,atlanta journal and constitution,2011,9,27,20110927,emily_58.0_rt,0.5,1,0,1
Immigration1.0-27255,0,0,1,new york times,2009,3,26,20090326,nick_58.0_rt,0.5,1,0,1
Immigration1.0-27255,0,0,1,new york times,2009,3,26,20090326,laurie_58.0_rt,0.5,1,0,1
Immigration1.0-21949,0,0,1,denver post,2006,9,15,20060915,allie_58.0_rt,0.5,1,0,1
Immigration1.0-21949,0,0,1,denver post,2006,9,15,20060915,spencer_58.0_rt,0.5,1,0,1
Immigration1.0-35907,0,0,1,new york times,1984,3,25,19840325,gareth_58.0_rt,0.5,1,0,1
Immigration1.0-35907,0,0,1,new york times,1984,3,25,19840325,allie_58.2_rt,0.5,1,0,1
Immigration1.0-12264,0,0,1,san jose mercury news,2002,6,12,20020612,nick_56.0_rt,0.5,1,0,1
Immigration1.0-12264,0,0,1,san jose mercury news,2002,6,12,20020612,allie_56.0_rt,0.5,1,0,1
Immigration1.0-12267,0,0,1,st. louis post-dispatch,2002,6,11,20020611,nick_62.0_rt,0.5,1,0,1
Immigration1.0-12267,0,0,1,st. louis post-dispatch,2002,6,11,20020611,kristine_62.0_rt,0.5,1,0,1
Immigration1.0-29602,0,0,1,washington post,2010,8,14,20100814,laurie_57.0_rt,0.5,1,0,1
Immigration1.0-29602,0,0,1,washington post,2010,8,14,20100814,kristine_57.0_rt,0.5,1,0,1
Immigration1.0-25083,0,0,1,new york times,2007,9,22,20070922,hannah_65.0_rt,0.5,1,0,1
Immigration1.0-25083,0,0,1,new york times,2007,9,22,20070922,alex_65.0_rt,0.5,1,0,1
Immigration1.0-26060,0,1,0,st. louis post-dispatch,2008,1,13,20080113,nick_58.0_rt,0.5,1,0,1
Immigration1.0-26060,0,1,0,st. louis post-dispatch,2008,1,13,20080113,laurie_58.0_rt,0.5,1,0,1
Immigration1.0-23545,0,0,1,st. louis post-dispatch,2007,5,22,20070522,nick_56.0_rt,0.5,0,1,0
Immigration1.0-23545,0,0,1,st. louis post-dispatch,2007,5,22,20070522,allie_56.0_rt,0.5,0,1,0
Immigration1.0-22549,0,0,1,denver post,2006,10,12,20061012,alex_59.0_rt,0.5,0,1,0
Immigration1.0-22549,0,0,1,denver post,2006,10,12,20061012,allie_59.0_rt,0.5,0,1,0
Immigration1.0-12675,0,0,1,san jose mercury news,2002,8,30,20020830,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-12675,0,0,1,san jose mercury news,2002,8,30,20020830,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-33195,0,0,1,san jose mercury news,2012,7,4,20120704,emily_60.0_rt,0.5,1,0,1
Immigration1.0-33195,0,0,1,san jose mercury news,2012,7,4,20120704,nick_60.0_rt,0.5,1,0,1
Immigration1.0-2482,0,0,1,philadelphia inquirer,1996,8,4,19960804,alex_55.0_r,0.5,1,0,1
Immigration1.0-2482,0,0,1,philadelphia inquirer,1996,8,4,19960804,allie_55.0_r,0.5,1,0,1
Immigration1.0-27815,0,0,1,atlanta journal and constitution,2009,7,3,20090703,emily_60.0_rt,0.5,1,0,1
Immigration1.0-27815,0,0,1,atlanta journal and constitution,2009,7,3,20090703,nick_60.0_rt,0.5,1,0,1
Immigration1.0-30089,0,0,1,new york times,2010,11,11,20101111,gareth_58.0_rt,0.5,1,0,1
Immigration1.0-30089,0,0,1,new york times,2010,11,11,20101111,allie_58.2_rt,0.5,1,0,1
Immigration1.0-5882,0,0,1,philadelphia inquirer,1998,9,20,19980920,alex_54.0_r,0.5,1,0,1
Immigration1.0-5882,0,0,1,philadelphia inquirer,1998,9,20,19980920,emily_54.0_r,0.5,1,0,1
Immigration1.0-16195,0,0,1,new york times,2004,7,6,20040706,kristine_56.0_rt,0.5,1,0,1
Immigration1.0-16195,0,0,1,new york times,2004,7,6,20040706,jeremy_56.0_rt,0.5,1,0,1
Immigration1.0-5067,0,0,1,new york times,1998,1,19,19980119,gareth_56.0_rt,0.5,0,1,0
Immigration1.0-5067,0,0,1,new york times,1998,1,19,19980119,corey_56.2_rt,0.5,0,1,0
Immigration1.0-5061,0,0,1,atlanta journal and constitution,1998,1,21,19980121,nick_56.0_rt,0.5,1,0,1
Immigration1.0-5061,0,0,1,atlanta journal and constitution,1998,1,21,19980121,allie_56.0_rt,0.5,1,0,1
Immigration1.0-29087,0,0,1,usa today,2010,6,22,20100622,kristine_60.0_rt,0.5,0,1,0
Immigration1.0-29087,0,0,1,usa today,2010,6,22,20100622,corey_60.0_rt,0.5,0,1,0
Immigration1.0-1014,0,0,1,saint paul pioneer press,1995,11,8,19951108,laurie_57.0_rt,0.5,1,0,1
Immigration1.0-1014,0,0,1,saint paul pioneer press,1995,11,8,19951108,kristine_57.0_rt,0.5,1,0,1
Immigration1.0-1702,0,0,1,denver post,1996,6,29,19960629,gareth_61.0_rt,0.5,1,0,1
Immigration1.0-1702,0,0,1,denver post,1996,6,29,19960629,nick_61.0_rt,0.5,1,0,1
Immigration1.0-38679,0,0,1,new york times,1993,1,20,19930120,gareth_60.0_rt,0.5,1,0,1
Immigration1.0-38679,0,0,1,new york times,1993,1,20,19930120,allie_60.0_rt,0.5,1,0,1
Immigration1.0-21316,0,1,0,denver post,2006,5,25,20060525,kristine_60.0_rt,0.5,1,0,1
Immigration1.0-21316,0,1,0,denver post,2006,5,25,20060525,corey_60.0_rt,0.5,1,0,1
Immigration1.0-10138,0,0,1,denver post,2001,7,27,20010727,nick_59.0_rt,0.5,1,0,1
Immigration1.0-10138,0,0,1,denver post,2001,7,27,20010727,spencer_59.0_rt,0.5,1,0,1
Immigration1.0-10136,0,0,1,atlanta journal and constitution,2001,7,27,20010727,allie_60.2_rt,0.5,1,0,1
Immigration1.0-10136,0,0,1,atlanta journal and constitution,2001,7,27,20010727,corey_60.2_rt,0.5,1,0,1
Immigration1.0-24238,0,0,1,san jose mercury news,2007,6,6,20070606,sam_58.0_rt,0.5,1,0,1
Immigration1.0-24238,0,0,1,san jose mercury news,2007,6,6,20070606,jeremy_58.0_rt,0.5,1,0,1
Immigration1.0-10133,0,0,1,san jose mercury news,2001,7,28,20010728,corey_59.0_rt,0.5,1,0,1
Immigration1.0-10133,0,0,1,san jose mercury news,2001,7,28,20010728,dana_59.0_rt,0.5,1,0,1
Immigration1.0-8570,0,0,1,san jose mercury news,2000,5,31,20000531,alex_57.0_rt,0.5,1,0,1
Immigration1.0-8570,0,0,1,san jose mercury news,2000,5,31,20000531,gareth_57.0_rt,0.5,1,0,1
Immigration1.0-24833,0,1,0,san jose mercury news,2007,6,29,20070629,laurie_55.0_r,0.5,1,0,1
Immigration1.0-24833,0,1,0,san jose mercury news,2007,6,29,20070629,emily_55.2_r,0.5,1,0,1
Immigration1.0-4225,0,0,1,new york times,1997,7,20,19970720,dana_57.0_rt,0.5,1,0,1
Immigration1.0-4225,0,0,1,new york times,1997,7,20,19970720,corey_57.0_rt,0.5,1,0,1
Immigration1.0-4224,0,0,1,new york times,1997,7,20,19970720,allie_64.0_rt,0.5,1,0,1
Immigration1.0-4224,0,0,1,new york times,1997,7,20,19970720,laurie_64.0_rt,0.5,1,0,1
Immigration1.0-1909,0,0,1,san jose mercury news,1996,5,8,19960508,gareth_58.0_rt,0.5,1,0,1
Immigration1.0-1909,0,0,1,san jose mercury news,1996,5,8,19960508,allie_58.2_rt,0.5,1,0,1
Immigration1.0-5280,0,0,1,washington post,1998,7,19,19980719,dana_57.0_rt,0.5,1,0,1
Immigration1.0-5280,0,0,1,washington post,1998,7,19,19980719,corey_57.0_rt,0.5,1,0,1
Immigration1.0-1902,0,0,1,new york times,1996,5,9,19960509,alex_59.0_rt,0.5,0,1,0
Immigration1.0-1902,0,0,1,new york times,1996,5,9,19960509,allie_59.0_rt,0.5,0,1,0
Immigration1.0-29882,0,0,1,st. petersburg times,2010,7,15,20100715,nick_62.0_rt,0.5,1,0,1
Immigration1.0-29882,0,0,1,st. petersburg times,2010,7,15,20100715,kristine_62.0_rt,0.5,1,0,1
Immigration1.0-26853,0,0,1,herald-sun,2008,9,5,20080905,nick_56.0_rt,0.5,1,0,1
Immigration1.0-26853,0,0,1,herald-sun,2008,9,5,20080905,allie_56.0_rt,0.5,1,0,1
Immigration1.0-29887,0,0,1,philadelphia inquirer,2010,7,14,20100714,nick_58.2_rt,0.5,1,0,1
Immigration1.0-29887,0,0,1,philadelphia inquirer,2010,7,14,20100714,emily_58.0_rt,0.5,1,0,1
Immigration1.0-29334,0,0,1,atlanta journal and constitution,2010,5,16,20100516,sam_57.0_rt,0.5,0,1,0
Immigration1.0-29334,0,0,1,atlanta journal and constitution,2010,5,16,20100516,allie_57.0_rt,0.5,0,1,0
Immigration1.0-13109,0,1,0,palm beach post,2002,11,14,20021114,laurie_59.0_rt,0.333333333,0,1,0
Immigration1.0-13109,0,1,0,palm beach post,2002,11,14,20021114,gareth_59.0_rt,0.333333333,0,1,0
Immigration1.0-40807,0,0,1,atlanta journal and constitution,1994,10,2,19941002,corey_65.0_rt,0.5,1,0,1
Immigration1.0-40807,0,0,1,atlanta journal and constitution,1994,10,2,19941002,hannah_65.2_rt,0.5,1,0,1
Immigration1.0-17649,0,0,1,atlanta journal and constitution,2005,9,25,20050925,kristine_61.0_rt,1,0,1,0
Immigration1.0-8680,0,0,1,san jose mercury news,2000,12,12,20001212,alex_56.0_rt,1,1,0,1
Immigration1.0-17644,0,0,1,new york times,2005,4,1,20050401,allie_60.2_rt,0.5,1,0,1
Immigration1.0-17644,0,0,1,new york times,2005,4,1,20050401,corey_60.2_rt,0.5,1,0,1
Immigration1.0-28934,0,0,1,daily news,2010,2,14,20100214,nick_58.2_rt,0.5,1,0,1
Immigration1.0-28934,0,0,1,daily news,2010,2,14,20100214,emily_58.0_rt,0.5,1,0,1
Immigration1.0-28936,0,0,1,daily news,2010,2,14,20100214,hannah_65.0_rt,0.5,1,0,1
Immigration1.0-28936,0,0,1,daily news,2010,2,14,20100214,alex_65.0_rt,0.5,0,1,0
Immigration1.0-34355,0,0,1,new york times,1980,7,19,19800719,allie_62.0_rt,0.5,0,1,0
Immigration1.0-34355,0,0,1,new york times,1980,7,19,19800719,emily_62.0_rt,0.5,0,1,0
Immigration1.0-34351,0,0,1,new york times,1980,7,24,19800724,nick_58.2_rt,0.5,1,0,1
Immigration1.0-34351,0,0,1,new york times,1980,7,24,19800724,emily_58.0_rt,0.5,1,0,1
Immigration1.0-35349,0,1,0,new york times,1983,9,14,19830914,alex_56.0_rt,1,0,1,0
Immigration1.0-35342,0,1,0,new york times,1983,9,30,19830930,gareth_60.0_rt,0.5,1,0,1
Immigration1.0-35342,0,1,0,new york times,1983,9,30,19830930,allie_60.0_rt,0.5,1,0,1
Immigration1.0-7756,0,0,1,herald-sun,2000,5,17,20000517,nick_56.0_rt,0.5,1,0,1
Immigration1.0-7756,0,0,1,herald-sun,2000,5,17,20000517,allie_56.0_rt,0.5,1,0,1
Immigration1.0-14546,0,0,1,herald-sun,2003,8,2,20030802,nick_62.0_rt,0.5,1,0,1
Immigration1.0-14546,0,0,1,herald-sun,2003,8,2,20030802,kristine_62.0_rt,0.5,1,0,1
Immigration1.0-28063,0,0,1,new york times,2009,4,14,20090414,kristine_60.0_rt,0.5,0,1,0
Immigration1.0-28063,0,0,1,new york times,2009,4,14,20090414,corey_60.0_rt,0.5,0,1,0
Immigration1.0-28060,0,0,1,washington post,2009,4,15,20090415,alex_55.0_r,0.5,1,0,1
Immigration1.0-28060,0,0,1,washington post,2009,4,15,20090415,allie_55.0_r,0.5,1,0,1
Immigration1.0-18970,0,0,1,philadelphia inquirer,2005,12,31,20051231,alex_56.0_rt,1,1,0,1
Immigration1.0-20047,0,1,0,daily news,2006,5,2,20060502,corey_56.0_rt,0.5,1,0,1
Immigration1.0-20047,0,1,0,daily news,2006,5,2,20060502,emily_56.0_rt,0.5,1,0,1
Immigration1.0-20041,0,0,1,atlanta journal and constitution,2006,5,2,20060502,alex_54.0_r,0.5,0,1,0
Immigration1.0-20041,0,0,1,atlanta journal and constitution,2006,5,2,20060502,emily_54.0_r,0.5,0,1,0
Immigration1.0-5934,0,0,1,new york times,1998,9,4,19980904,allie_54.0_r,0.5,1,0,1
Immigration1.0-5934,0,0,1,new york times,1998,9,4,19980904,hannah_54.0_r,0.5,1,0,1
Immigration1.0-12563,0,0,1,atlanta journal and constitution,2002,9,19,20020919,corey_59.0_rt,0.5,1,0,1
Immigration1.0-12563,0,0,1,atlanta journal and constitution,2002,9,19,20020919,dana_59.0_rt,0.5,1,0,1
Immigration1.0-11776,0,0,1,new york times,2002,4,10,20020410,sam_59.0_rt,0.5,1,0,1
Immigration1.0-11776,0,0,1,new york times,2002,4,10,20020410,emily_59.0_rt,0.5,1,0,1
Immigration1.0-11777,0,1,0,san jose mercury news,2002,4,10,20020410,laurie_59.0_rt,0.5,1,0,1
Immigration1.0-11777,0,1,0,san jose mercury news,2002,4,10,20020410,gareth_59.0_rt,0.5,1,0,1
Immigration1.0-7570,0,0,1,new york times,2000,1,24,20000124,dana_61.0_rt,0.5,0,1,0
Immigration1.0-7570,0,0,1,new york times,2000,1,24,20000124,spencer_61.0_rt,0.5,0,1,0
Immigration1.0-35753,0,0,1,new york times,1984,9,23,19840923,dana_62.0_rt,0.5,1,0,1
Immigration1.0-35753,0,0,1,new york times,1984,9,23,19840923,gareth_62.0_rt,0.5,1,0,1
Immigration1.0-19758,0,0,1,atlanta journal and constitution,2006,4,8,20060408,dana_57.0_rt,0.5,1,0,1
Immigration1.0-19758,0,0,1,atlanta journal and constitution,2006,4,8,20060408,corey_57.0_rt,0.5,1,0,1
